rain,from,to,count
1,little italy,north sutton area,1
1,morningside heights,morningside heights,3
1,maspeth,gramercy,1
1,fort green,east village,2
1,lower east side,battery park,2
1,lower east side,yorkville,1
1,tribeca,boerum hill,1
1,financial district,financial district,10
1,midtown,washington heights,5
1,little italy,murray hill,5
1,midtown,midtown,223
1,north sutton area,chelsea,2
1,midtown,gramercy,52
1,financial district,gramercy,8
1,greenwich village,chinatown,2
1,midtown,JFK,6
1,garment district,lower east side,8
1,hamilton heights,hamilton heights,6
1,soho,woodside,1
1,murray hill,battery park,2
1,gramercy,bedford-stuyvesant,3
1,tribeca,garment district,1
1,clinton,murray hill,11
1,battery park,chelsea,4
1,hamilton heights,south bronx,1
1,LGA,kwq gardens,1
1,tribeca,battery park,5
1,carnegie hill,upper west side,10
1,greenwich village,greenwich village,20
1,garment district,midtown,77
1,bedford-stuyvesant,garment district,1
1,upper east side,harlem,5
1,chelsea,garment district,19
1,murray hill,financial district,1
1,central park,morningside heights,2
1,JFK,boerum hill,1
1,hamilton heights,clinton,1
1,soho,gramercy,11
1,gramercy,astoria-long island city,3
1,morningside heights,bushwick,1
1,yorkville,harlem,3
1,garment district,brooklyn-downtown,1
1,midtown,sunny side,4
1,gramercy,gramercy,59
1,lower east side,soho,7
1,tribeca,midtown,3
1,fort green,lower east side,1
1,chelsea,east village,20
1,chelsea,sunny side,2
1,yorkville,yorkville,2
1,north sutton area,upper east side,15
1,mapleton-flatlands,gravesend-sheepshead bay,1
1,clinton,tribeca,3
1,harlem,hamilton heights,1
1,morningside heights,east harlem,2
1,lower east side,midtown,7
1,woodside,murray hill,1
1,chelsea,brooklyn-downtown,1
1,tribeca,lower east side,4
1,west village,chinatown,1
1,midtown,central park,17
1,little italy,upper west side,3
1,upper west side,mott haven,1
1,east village,soho,6
1,upper west side,high bridge,1
1,soho,greenwich village,9
1,gramercy,chelsea,27
1,central park,fort green,1
1,upper east side,financial district,2
1,midtown,park slope,2
1,west village,gramercy,6
1,chelsea,little italy,4
1,garment district,boerum hill,2
1,JFK,east harlem,1
1,garment district,harlem,2
1,williamsburg,canarsie,1
1,little italy,west village,2
1,upper west side,clinton,21
1,financial district,soho,4
1,soho,tribeca,7
1,carnegie hill,upper east side,18
1,soho,west village,3
1,lower east side,upper east side,4
1,soho,upper west side,4
1,chelsea,clinton,19
1,carnegie hill,chelsea,1
1,east village,gramercy,37
1,garment district,battery park,3
1,soho,soho,2
1,midtown,east village,18
1,soho,yorkville,1
1,midtown,bedford-stuyvesant,2
1,battery park,greenwich village,1
1,greenwich village,midtown,24
1,chelsea,yorkville,2
1,harlem,astoria-long island city,1
1,chinatown,lower east side,4
1,LGA,gramercy,9
1,chelsea,lower east side,8
1,JFK,greenwich village,4
1,chinatown,midtown,3
1,gramercy,murray hill,23
1,greenwich village,morningside heights,1
1,east village,jackson height,1
1,battery park,financial district,6
1,gramercy,forest hills,1
1,gramercy,hamilton heights,1
1,garment district,hamilton heights,4
1,gramercy,north sutton area,5
1,lower east side,bedford-stuyvesant,3
1,garment district,garment district,17
1,garment district,east harlem,1
1,east village,park slope,1
1,brooklyn-downtown,greenwich village,1
1,gramercy,battery park,3
1,battery park,cobble hill,1
1,east village,west village,4
1,gramercy,woodside,1
1,west village,chelsea,25
1,fort green,williamsburg,5
1,LGA,chinatown,1
1,east village,financial district,8
1,yorkville,upper west side,4
1,harlem,south bronx,2
1,lower east side,upper west side,2
1,west village,west village,10
1,gramercy,midtown,62
1,chelsea,upper east side,18
1,little italy,williamsburg,4
1,upper west side,west village,3
1,midtown,clinton,55
1,murray hill,forest hills,2
1,soho,garment district,3
1,LGA,midtown,25
1,lower east side,little italy,6
1,LGA,park slope,3
1,JFK,sunny side,5
1,midtown,carroll gardens,1
1,LGA,morningside heights,2
1,upper east side,south bronx,2
1,washington heights,upper west side,4
1,little italy,financial district,2
1,financial district,inwood,1
1,JFK,midtown,27
1,little italy,upper east side,5
1,park slope,greewood,2
1,woodside,upper west side,1
1,tribeca,west village,7
1,harlem,east harlem,3
1,carnegie hill,soho,1
1,lower east side,sunny side,4
1,upper west side,forest hills,2
1,bedford-stuyvesant,ridgewood,1
1,soundview,soundview,2
1,gramercy,east harlem,1
1,battery park,battery park,2
1,murray hill,lower east side,1
1,JFK,little neck,2
1,LGA,tribeca,4
1,sunny side,washington heights,1
1,little italy,boerum hill,1
1,battery park,tribeca,1
1,garment district,soho,4
1,upper west side,riverdale,1
1,morningside heights,central park,1
1,upper east side,brooklyn-downtown,1
1,yorkville,murray hill,1
1,central park,astoria-long island city,3
1,gramercy,clinton,13
1,JFK,financial district,2
1,upper east side,north sutton area,12
1,university heights,bedford park,1
1,east village,sunny side,1
1,west village,greenwich village,13
1,midtown,soho,2
1,battery park,east village,1
1,soho,upper east side,2
1,JFK,laurelton,1
1,financial district,morningside heights,1
1,lower east side,williamsburg,8
1,gramercy,high bridge,1
1,yorkville,woodside,1
1,LGA,canarsie,2
1,harlem,mott haven,1
1,midtown,yorkville,15
1,clinton,brooklyn-downtown,1
1,garment district,dyker heights,1
1,lower east side,financial district,3
1,soho,bedford-stuyvesant,4
1,midtown,spuyten duyvil,1
1,financial district,astoria-long island city,1
1,gramercy,tribeca,4
1,lower east side,clinton,3
1,garment district,greenwich village,17
1,park slope,bedford-stuyvesant,3
1,midtown,washington heights,6
1,little italy,garment district,1
1,murray hill,little italy,1
1,JFK,soho,3
1,upper east side,upper east side,140
1,astoria-long island city,sunny side,3
1,boerum hill,fort green,3
1,east village,clinton,12
1,east village,yorkville,3
1,LGA,washington heights,5
1,sunny side,ridgewood,1
1,soho,lower east side,7
1,west village,bedford-stuyvesant,1
1,upper east side,forest hills,2
1,upper east side,yorkville,17
1,upper west side,upper east side,39
1,chelsea,east harlem,2
1,upper east side,mott haven,3
1,battery park,upper east side,1
1,upper west side,soho,1
1,tribeca,little italy,1
1,garment district,bay ridge,1
1,washington heights,midtown,3
1,east village,lower east side,18
1,north sutton area,east village,1
1,harlem,harlem,13
1,upper west side,financial district,1
1,upper east side,bedford-stuyvesant,2
1,JFK,springfield gardens,5
1,JFK,astoria-long island city,6
1,flushing,flushing,1
1,lower east side,washington heights,2
1,tribeca,williamsburg,1
1,upper west side,tremont,1
1,hamilton heights,harlem,3
1,garment district,financial district,3
1,JFK,hamilton heights,1
1,morningside heights,chinatown,1
1,JFK,clinton,6
1,hamilton heights,midtown,1
1,clinton,east harlem,1
1,upper west side,LGA,1
1,financial district,chelsea,4
1,corona,sunny side,1
1,soho,williamsburg,2
1,midtown,woodside,2
1,carnegie hill,yorkville,2
1,garment district,washington heights,4
1,garment district,bensonhurst,1
1,chelsea,williamsburg,1
1,chelsea,soho,3
1,east village,chinatown,3
1,yorkville,east harlem,5
1,midtown,country club,1
1,mott haven,south bronx,1
1,east village,astoria-long island city,4
1,carnegie hill,morningside heights,1
1,upper east side,east village,5
1,midtown,throggs neck,1
1,gramercy,williamsburg,6
1,west village,upper west side,6
1,lower east side,tribeca,1
1,garment district,south bronx,2
1,upper west side,jackson height,3
1,financial district,brooklyn-downtown,1
1,east village,washington heights,1
1,LGA,jackson height,4
1,midtown,upper east side,81
1,hamilton heights,upper west side,4
1,williamsburg,ridgewood,2
1,garment district,springfield gardens,1
1,park slope,park slope,1
1,soho,chelsea,4
1,midtown,mapleton-flatlands,1
1,soho,financial district,1
1,LGA,garment district,10
1,LGA,brooklyn-downtown,4
1,springfield gardens,murray hill,1
1,chelsea,battery park,2
1,JFK,bedford-stuyvesant,2
1,greenwich village,fort green,3
1,murray hill,battery park,1
1,JFK,morris park,1
1,battery park,JFK,1
1,JFK,washington heights,2
1,midtown,lower east side,7
1,chelsea,upper west side,18
1,tribeca,gravesend-sheepshead bay,1
1,west village,upper east side,5
1,greenwich village,tribeca,7
1,JFK,bay ridge,1
1,chinatown,murray hill,1
1,gramercy,harlem,2
1,greenwich village,utopia,1
1,midtown,west village,11
1,gramercy,upper west side,14
1,gramercy,washington heights,1
1,garment district,central park,1
1,tribeca,soho,2
1,chinatown,park slope,1
1,carroll gardens,mapleton-flatlands,1
1,morningside heights,upper west side,9
1,financial district,east harlem,1
1,midtown,chelsea,41
1,JFK,dyker heights,1
1,garment district,upper west side,31
1,upper west side,washington heights,14
1,battery park,north sutton area,1
1,tribeca,astoria-long island city,1
1,upper west side,murray hill,4
1,chelsea,central park,1
1,upper east side,midtown,45
1,LGA,battery park,2
1,greenwich village,brooklyn-downtown,1
1,chelsea,bedford-stuyvesant,2
1,soho,greewood,1
1,east village,boerum hill,1
1,midtown,boerum hill,1
1,gramercy,upper east side,35
1,clinton,soho,1
1,upper west side,sunny side,1
1,tribeca,greenwich village,3
1,upper west side,kings bridge,2
1,north sutton area,carnegie hill,1
1,upper west side,cobble hill,2
1,upper east side,washington heights,8
1,tribeca,east village,1
1,washington heights,south bronx,1
1,garment district,carnegie hill,3
1,morningside heights,hamilton heights,2
1,murray hill,west village,2
1,JFK,little italy,2
1,little italy,midtown,7
1,jackson height,upper east side,1
1,upper east side,riverdale,1
1,clinton,lower east side,2
1,upper west side,hamilton heights,12
1,financial district,park slope,1
1,park slope,the rockaways,1
1,LGA,mapleton-flatlands,1
1,midtown,harlem,7
1,midtown,carnegie hill,3
1,midtown,williamsburg,3
1,upper west side,central park,8
1,chinatown,bedford-stuyvesant,2
1,battery park,mott haven,1
1,JFK,carnegie hill,1
1,chelsea,riverdale,2
1,murray hill,williams bridge,1
1,JFK,Auburndale,1
1,east village,brooklyn-downtown,1
1,soho,cobble hill,1
1,little italy,chinatown,2
1,carroll gardens,bushwick,1
1,gramercy,cobble hill,1
1,cobble hill,upper east side,1
1,upper west side,park slope,1
1,yorkville,midtown,2
1,west village,harlem,3
1,carroll gardens,gramercy,1
1,east harlem,wakefield-williamsbridge,1
1,upper west side,upper west side,82
1,carroll gardens,sunset park,1
1,yorkville,astoria-long island city,1
1,LGA,murray hill,13
1,JFK,garment district,8
1,murray hill,park slope,3
1,LGA,east village,9
1,midtown,inwood,3
1,morningside heights,chelsea,1
1,upper east side,ridgewood,2
1,harlem,morningside heights,1
1,clinton,hamilton heights,2
1,chinatown,west village,2
1,bedford-stuyvesant,brooklyn-downtown,1
1,garment district,murray hill,28
1,east harlem,east village,1
1,financial district,west village,1
1,LGA,sunset park,1
1,murray hill,harlem,1
1,clinton,east village,5
1,north sutton area,midtown,4
1,garment district,east village,19
1,north sutton area,financial district,2
1,carnegie hill,north sutton area,1
1,garment district,woodside,1
1,west village,morris park,1
1,east village,garment district,3
1,central park,midtown,5
1,battery park,astoria-long island city,1
1,brooklyn-downtown,clinton,1
1,murray hill,midtown,17
1,upper east side,garment district,12
1,financial district,greenwich village,5
1,west village,lower east side,6
1,chelsea,morningside heights,2
1,carroll gardens,lower east side,1
1,east harlem,east harlem,2
1,financial district,clinton,4
1,greenwich village,murray hill,6
1,financial district,forest hills,1
1,fort green,fort green,5
1,chelsea,harlem,5
1,washington heights,hamilton heights,4
1,east village,east village,35
1,upper east side,jackson height,4
1,LGA,parkchester,2
1,harlem,midtown,2
1,jamaica,midtown,1
1,gramercy,fort green,2
1,utopia,midtown,1
1,yorkville,hamilton heights,1
1,soho,woodhaven-richmond hill,1
1,JFK,forest hills,4
1,brooklyn-downtown,fort green,2
1,chelsea,sunset park,1
1,sunny side,maspeth,1
1,washington heights,bedford park,1
1,chelsea,park slope,3
1,morningside heights,clinton,1
1,east harlem,harlem,3
1,clinton,bedford-stuyvesant,1
1,woodside,jackson height,1
1,south bronx,mott haven,1
1,upper west side,bedford-stuyvesant,1
1,midtown,baychester,1
1,LGA,flushing,1
1,upper east side,lower east side,3
1,tribeca,brooklyn-downtown,2
1,east village,upper west side,9
1,clinton,gramercy,10
1,upper west side,astoria-long island city,5
1,west village,fort green,1
1,greenwich village,carnegie hill,3
1,morningside heights,yorkville,1
1,central park,hamilton heights,1
1,murray hill,chelsea,3
1,midtown,upper west side,54
1,garment district,fort green,2
1,garment district,west village,8
1,east village,maspeth,1
1,east village,little italy,4
1,financial district,williamsburg,3
1,williamsburg,lower east side,1
1,chelsea,carroll gardens,1
1,lower east side,murray hill,1
1,east harlem,upper west side,1
1,JFK,upper east side,14
1,JFK,jackson height,3
1,garment district,inwood,1
1,soho,boerum hill,1
1,greenwich village,hamilton heights,3
1,midtown,hamilton heights,8
1,west village,midtown,15
1,boerum hill,bedford-stuyvesant,2
1,chinatown,williamsburg,1
1,JFK,brooklyn-downtown,4
1,harlem,baychester,1
1,murray hill,carroll gardens,1
1,sunny side,jackson height,1
1,gramercy,east village,24
1,midtown,sunny side,7
1,clinton,little italy,1
1,murray hill,fort green,2
1,carnegie hill,east harlem,1
1,midtown,brooklyn-downtown,1
1,greenwich village,little italy,4
1,harlem,inwood,1
1,soho,clinton,4
1,JFK,north sutton area,1
1,lower east side,greenwich village,6
1,astoria-long island city,ridgewood,1
1,yorkville,south bronx,1
1,morningside heights,williamsburg,1
1,upper east side,woodside,2
1,north sutton area,garment district,1
1,clinton,greenwich village,5
1,JFK,brownsville,2
1,tribeca,morningside heights,1
1,midtown,north sutton area,8
1,little italy,woodside,1
1,JFK,JFK,8
1,midtown,south bronx,1
1,hamilton heights,washington heights,2
1,brooklyn-downtown,midtown,1
1,little italy,tribeca,1
1,lower east side,JFK,1
1,lower east side,boerum hill,1
1,greenwich village,clinton,14
1,murray hill,murray hill,5
1,west village,mapleton-flatlands,1
1,battery park,washington heights,1
1,lower east side,soundview,1
1,north sutton area,clinton,1
1,LGA,greenwich village,11
1,LGA,sunny side,5
1,morningside heights,high bridge,1
1,upper east side,hamilton heights,3
1,chelsea,mapleton-flatlands,1
1,greenwich village,williamsburg,4
1,financial district,upper west side,3
1,upper west side,morningside heights,15
1,chinatown,financial district,2
1,lower east side,borough park,1
1,flushing,jackson height,2
1,washington heights,chelsea,1
1,garment district,astoria-long island city,11
1,financial district,lower east side,5
1,east village,morris heights,1
1,north sutton area,north sutton area,2
1,JFK,east village,5
1,astoria-long island city,astoria-long island city,7
1,LGA,astoria-long island city,6
1,upper west side,battery park,1
1,clinton,midtown,34
1,harlem,hamilton heights,5
1,central park,brooklyn-downtown,1
1,LGA,carroll gardens,4
1,tribeca,hamilton heights,1
1,harlem,bedford park,1
1,midtown,greenwich village,24
1,hamilton heights,morningside heights,2
1,lower east side,chelsea,9
1,upper east side,morris heights,1
1,washington heights,washington heights,3
1,lower east side,west village,3
1,morningside heights,washington heights,1
1,east village,morningside heights,1
1,soho,midtown,8
1,bedford-stuyvesant,east village,1
1,midtown,central park,9
1,upper east side,morningside heights,6
1,chelsea,south bronx,1
1,LGA,LGA,2
1,upper east side,kwq gardens,1
1,LGA,carnegie hill,2
1,LGA,bedford-stuyvesant,4
1,chelsea,woodside,1
1,chelsea,fort green,9
1,west village,jackson height,2
1,JFK,chelsea,7
1,greenwich village,central park,1
1,midtown,morningside heights,5
1,lower east side,utopia,1
1,tribeca,greewood,1
1,west village,hamilton heights,1
1,JFK,yorkville,3
1,carnegie hill,harlem,1
1,garment district,bushwick,2
1,carnegie hill,central park,1
1,soho,brooklyn-downtown,1
1,garment district,high bridge,3
1,yorkville,morris heights,1
1,lower east side,harlem,2
1,LGA,upper west side,23
1,chelsea,tribeca,2
1,west village,financial district,4
1,bedford-stuyvesant,fort green,2
1,garment district,yorkville,7
1,gramercy,tremont,1
1,midtown,little italy,2
1,brooklyn-downtown,financial district,1
1,midtown,fort green,2
1,JFK,upper west side,9
1,murray hill,sunny side,2
1,little italy,east harlem,2
1,kwq gardens,kwq gardens,1
1,LGA,woodhaven-richmond hill,2
1,tribeca,bedford-stuyvesant,1
1,boerum hill,upper east side,1
1,little italy,clinton,2
1,mapleton-flatlands,mapleton-flatlands,2
1,murray hill,north sutton area,4
1,west village,little italy,3
1,chelsea,hamilton heights,3
1,harlem,financial district,1
1,gramercy,JFK,1
1,garment district,clinton,30
1,JFK,carroll gardens,3
1,chelsea,financial district,4
1,east harlem,yorkville,2
1,LGA,jamaica,2
1,clinton,astoria-long island city,4
1,gramercy,little italy,5
1,financial district,upper east side,4
1,chelsea,midtown,48
1,little italy,greenwich village,2
1,clinton,financial district,2
1,battery park,bedford-stuyvesant,1
1,LGA,chelsea,15
1,battery park,midtown,1
1,murray hill,astoria-long island city,1
1,east village,mapleton-flatlands,2
1,JFK,utopia,3
1,ridgewood,bushwick,1
1,carroll gardens,borough park,1
1,greenwich village,chelsea,22
1,financial district,central park,1
1,JFK,park slope,5
1,midtown,bushwick,1
1,JFK,spuyten duyvil,1
1,cobble hill,park slope,1
1,financial district,little italy,1
1,midtown,woodlawn-nordwood,1
1,chinatown,tribeca,1
1,morris park,bedford park,1
1,park slope,williamsburg,1
1,chelsea,borough park,1
1,east village,soho,7
1,west village,gramercy,8
1,midtown,astoria-long island city,24
1,upper west side,high bridge,1
1,soho,soho,4
1,LGA,little italy,3
1,upper west side,yorkville,5
1,yorkville,upper east side,11
1,east village,williamsburg,6
1,upper west side,garment district,9
1,lower east side,garment district,4
1,JFK,williamsburg,3
1,murray hill,washington heights,1
1,chinatown,upper east side,5
1,gramercy,soho,1
1,washington heights,riverdale,1
1,boerum hill,boerum hill,1
1,fort green,bedford-stuyvesant,6
1,greenwich village,lower east side,7
1,greenwich village,north sutton area,4
1,gramercy,financial district,6
1,greenwich village,west village,9
1,murray hill,upper east side,20
1,carroll gardens,greewood,1
1,LGA,gravesend-sheepshead bay,1
1,tribeca,upper east side,3
1,garment district,sunset park,3
1,LGA,clinton,6
1,upper east side,sunny side,5
1,tribeca,cobble hill,1
1,williamsburg,upper east side,1
1,financial district,LGA,1
1,garment district,carroll gardens,2
1,midtown,chinatown,1
1,carnegie hill,midtown,1
1,brooklyn-downtown,kwq gardens,1
1,lower east side,east harlem,1
1,JFK,tribeca,4
1,upper west side,harlem,10
1,upper west side,east harlem,2
1,east village,battery park,1
1,gramercy,central park,1
1,greenwich village,gramercy,28
1,battery park,west village,1
1,harlem,upper west side,2
1,upper east side,astoria-long island city,6
1,bushwick,ridgewood,1
1,little italy,gramercy,6
1,greenwich village,upper east side,21
1,tribeca,dyker heights,1
1,LGA,bushwick,2
1,LGA,kings bridge,1
1,soho,harlem,4
1,JFK,mapleton-flatlands,3
1,brooklyn-downtown,bedford-stuyvesant,1
1,yorkville,williamsburg,1
1,williamsburg,murray hill,1
1,financial district,fort green,2
1,greenwich village,park slope,1
1,sunny side,woodhaven-richmond hill,1
1,lower east side,fort green,6
1,upper east side,gramercy,17
1,little italy,east village,2
1,garment district,utopia,1
1,JFK,kings bridge,1
1,upper west side,inwood,4
1,upper west side,soundview,1
1,garment district,gramercy,56
1,LGA,williamsburg,4
1,east village,tribeca,5
1,midtown,borough park,1
1,west village,murray hill,1
1,east village,bedford-stuyvesant,5
1,chelsea,gramercy,29
1,garment district,tribeca,8
1,financial district,harlem,1
1,JFK,morningside heights,2
1,midtown,ridgewood,1
1,midtown,south beach,1
1,williamsburg,bushwick,3
1,park slope,gramercy,1
1,boerum hill,bay ridge,1
1,clinton,middle village,1
1,harlem,university heights,1
1,north sutton area,gramercy,1
1,clinton,north sutton area,2
1,lower east side,carroll gardens,2
1,west village,clinton,7
1,gramercy,morningside heights,2
1,midtown,battery park,4
1,JFK,gramercy,8
1,soho,gravesend-sheepshead bay,2
1,east village,midtown,18
1,upper east side,boerum hill,1
1,sunny side,astoria-long island city,2
1,upper east side,borough park,1
1,hamilton heights,chelsea,1
1,midtown,murray hill,22
1,murray hill,jackson height,1
1,murray hill,boerum hill,1
1,astoria-long island city,woodside,4
1,gramercy,yorkville,3
1,financial district,battery park,3
1,tribeca,chelsea,7
1,bedford-stuyvesant,bedford-stuyvesant,3
1,lower east side,astoria-long island city,2
1,clinton,carnegie hill,1
1,lower east side,dyker heights,1
1,garment district,bedford-stuyvesant,6
1,central park,morningside heights,2
1,jamaica,jamaica,1
1,north sutton area,west village,1
1,chelsea,chelsea,41
1,greenwich village,upper west side,6
1,east village,carroll gardens,2
1,midtown,flushing,3
1,hamilton heights,university heights,2
1,east village,greenwich village,18
1,garment district,jackson height,1
1,east village,north sutton area,2
1,carroll gardens,fort green,2
1,clinton,upper west side,23
1,tremont,university heights,1
1,chelsea,morris park,1
1,little italy,soho,1
1,upper east side,murray hill,9
1,hamilton heights,astoria-long island city,1
1,west village,inwood,1
1,greenwich village,soho,10
1,east harlem,midtown,1
1,east harlem,upper east side,1
1,carnegie hill,murray hill,1
1,chelsea,murray hill,7
1,morningside heights,harlem,1
1,upper west side,lower east side,1
1,JFK,west village,3
1,garment district,little italy,2
1,boerum hill,east village,1
1,garment district,greewood,1
1,tribeca,upper west side,5
1,park slope,boerum hill,1
1,boerum hill,carroll gardens,1
1,upper east side,clinton,4
1,murray hill,LGA,1
1,chelsea,west village,9
1,upper west side,tribeca,1
1,murray hill,gramercy,19
1,financial district,midtown,5
1,upper east side,east harlem,7
1,murray hill,garment district,7
1,LGA,high bridge,1
1,upper east side,parkchester,2
1,clinton,washington heights,2
1,east village,harlem,4
1,west village,bushwick,3
1,gramercy,carnegie hill,1
1,lower east side,upper east side,6
1,upper west side,gramercy,8
1,JFK,flushing,3
1,chelsea,bushwick,2
1,garment district,hamilton heights,1
1,gramercy,jackson height,2
1,east village,park slope,1
1,midtown,garment district,41
1,garment district,morningside heights,2
1,upper east side,little italy,1
1,JFK,bushwick,1
1,lower east side,lower east side,13
1,upper east side,bushwick,1
1,fort green,boerum hill,1
1,greenwich village,financial district,10
1,garment district,chelsea,17
1,soho,murray hill,2
1,chinatown,saintalbans,1
1,central park,east harlem,1
1,west village,garment district,4
1,LGA,Auburndale,1
1,LGA,north sutton area,2
1,clinton,upper east side,10
1,gramercy,south bronx,1
1,little italy,chelsea,3
1,gramercy,sunny side,5
1,JFK,fort green,10
1,LGA,west village,6
1,soho,fort green,2
1,bedford park,fordham,1
1,washington heights,soundview,1
1,LGA,soho,4
1,central park,upper west side,6
1,soho,washington heights,2
1,brooklyn-downtown,mapleton-flatlands,1
1,LGA,upper east side,25
1,greenwich village,yorkville,3
1,chinatown,harlem,1
1,LGA,ridgewood,1
1,harlem,brooklyn-downtown,1
1,financial district,murray hill,2
1,north sutton area,sunny side,1
1,morningside heights,east village,2
1,garment district,williamsburg,5
1,gravesend-sheepshead bay,dyker heights,1
1,battery park,bushwick,1
1,gramercy,garment district,23
1,JFK,gravesend-sheepshead bay,2
1,chelsea,forest hills,1
1,midtown,tribeca,5
1,tribeca,fort green,2
1,east harlem,mott haven,2
1,JFK,borough park,1
1,gramercy,bedford-stuyvesant,2
1,JFK,greewood,1
1,LGA,yorkville,3
1,williamsburg,williamsburg,5
1,fort green,sunny side,1
1,harlem,clinton,1
1,upper west side,chelsea,14
1,west village,soho,4
1,yorkville,morningside heights,1
1,midtown,gravesend-sheepshead bay,1
1,bushwick,fort green,1
1,east village,chelsea,14
1,east village,upper east side,12
1,park slope,lower east side,1
1,forest hills,jamaica,1
1,greenwich village,bedford-stuyvesant,4
1,upper east side,greenwich village,2
1,financial district,east village,4
1,murray hill,yorkville,3
1,jackson height,jackson height,1
1,greenwich village,east village,18
1,gramercy,chinatown,1
1,chinatown,greenwich village,1
1,JFK,east brooklyn,2
1,upper west side,fort green,1
1,central park,upper east side,7
1,chinatown,lower east side,2
1,east village,murray hill,5
1,garment district,borough park,1
1,yorkville,mott haven,1
1,midtown,bay ridge,1
1,yorkville,sunny side,1
1,yorkville,bedford-stuyvesant,1
1,soho,hamilton heights,2
1,clinton,west village,3
1,tribeca,gramercy,3
1,greenwich village,astoria-long island city,1
1,chelsea,astoria-long island city,2
1,greenwich village,bay ridge,1
1,central park,east village,1
1,brooklyn-downtown,park slope,1
1,west village,east harlem,2
1,east village,ridgewood,2
1,LGA,utopia,2
1,murray hill,clinton,7
1,sunny side,LGA,1
1,west village,battery park,4
1,lower east side,east village,14
1,soho,east village,5
1,clinton,williams bridge,1
1,LGA,harlem,5
1,JFK,harlem,2
1,upper west side,east village,3
1,upper east side,tremont,1
1,greenwich village,east harlem,1
1,JFK,central park,2
1,chelsea,washington heights,5
1,astoria-long island city,upper east side,1
1,LGA,park slope,5
1,williamsburg,financial district,1
1,sunny side,morris heights,1
1,murray hill,greenwich village,9
1,garment district,soundview,1
1,williamsburg,boerum hill,1
1,washington heights,morningside heights,1
1,upper east side,williams bridge,1
1,JFK,murray hill,4
1,gramercy,inwood,1
1,williamsburg,bedford-stuyvesant,5
1,carroll gardens,boerum hill,1
1,east village,fort green,5
1,carroll gardens,carroll gardens,1
1,tribeca,financial district,6
1,chelsea,bedford park,1
1,clinton,chelsea,17
1,upper east side,carnegie hill,7
1,clinton,yorkville,1
1,williamsburg,fort green,6
1,gramercy,lower east side,8
1,murray hill,east village,9
1,upper west side,midtown,27
1,LGA,forest hills,2
1,soho,jackson height,1
1,murray hill,woodside,2
1,lower east side,north sutton area,2
1,jackson height,high bridge,1
1,murray hill,upper west side,4
1,LGA,financial district,11
1,west village,williamsburg,1
1,soho,tribeca,5
1,LGA,bay ridge,1
1,financial district,kings bridge,1
1,gramercy,greenwich village,15
1,garment district,park slope,4
1,midtown,financial district,14
1,LGA,fort green,8
1,LGA,clearview,1
1,garment district,lower east side,11
1,east village,mott haven,1
1,upper west side,north sutton area,2
1,washington heights,high bridge,1
1,midtown,kings bridge,1
1,upper east side,upper west side,44
1,JFK,jamaica,5
1,west village,tribeca,3
1,north sutton area,south bronx,1
1,central park,clinton,1
1,upper east side,west village,4
1,upper east side,soho,2
1,murray hill,soho,2
1,harlem,upper east side,1
1,sunny side,sunny side,3
1,midtown,jackson height,3
1,lower east side,bushwick,3
1,tribeca,tribeca,3
1,clinton,fort green,1
1,garment district,upper east side,53
1,clinton,woodside,1
1,west village,east village,7
1,midtown,east harlem,1
1,upper west side,greenwich village,4
1,upper east side,chelsea,11
1,greenwich village,harlem,4
1,greenwich village,carroll gardens,2
1,JFK,lower east side,4
1,ridgewood,middle village,1
1,morningside heights,morningside heights,5
1,soho,morningside heights,1
1,financial district,financial district,8
1,bushwick,williamsburg,1
1,tribeca,carnegie hill,1
1,midtown,midtown,181
1,park slope,bay ridge,1
1,brooklyn-downtown,borough park,1
1,midtown,gramercy,47
1,financial district,gramercy,3
1,astoria-long island city,financial district,1
1,chelsea,bay ridge,1
1,hamilton heights,hamilton heights,4
1,clinton,garment district,14
1,bedford-stuyvesant,williamsburg,2
1,washington heights,bedford-stuyvesant,1
1,park slope,greenwich village,1
1,tribeca,garment district,2
1,lower east side,park slope,1
1,clinton,murray hill,7
1,battery park,chelsea,1
1,upper west side,bensonhurst,1
1,hamilton heights,south bronx,1
1,LGA,kwq gardens,1
1,tribeca,battery park,5
1,gramercy,west village,5
1,soho,bushwick,1
1,sunny side,kwq gardens,1
1,carnegie hill,upper west side,3
1,greenwich village,greenwich village,21
1,garment district,midtown,70
1,jackson height,woodside,1
1,upper east side,harlem,7
1,chelsea,garment district,16
1,murray hill,financial district,3
1,soho,east harlem,1
1,williamsburg,upper west side,1
1,morningside heights,inwood,1
1,soho,gramercy,5
1,gramercy,astoria-long island city,4
1,williamsburg,carroll gardens,1
1,yorkville,harlem,3
1,garment district,brooklyn-downtown,1
1,clinton,harlem,5
1,gramercy,gramercy,52
1,lower east side,soho,9
1,tribeca,midtown,7
1,fort green,lower east side,2
1,financial district,ridgewood,1
1,chelsea,east village,19
1,yorkville,yorkville,1
1,north sutton area,upper east side,5
1,garment district,sunny side,8
1,morningside heights,east harlem,1
1,tribeca,chinatown,1
1,lower east side,midtown,13
1,upper west side,woodlawn-nordwood,1
1,astoria-long island city,jackson height,1
1,chelsea,brooklyn-downtown,1
1,tribeca,lower east side,1
1,gramercy,country club,1
1,west village,chinatown,1
1,west village,ridgewood,1
1,murray hill,east harlem,1
1,washington heights,harlem,1
