rain,from,to,count
2,fort green,borough park,1
2,park slope,carroll gardens,1
2,north sutton area,garment district,2
2,clinton,greenwich village,1
2,greenwich village,bay ridge,1
2,chelsea,cobble hill,1
2,inwood,washington heights,1
2,JFK,JFK,1
2,midtown,south bronx,1
2,hamilton heights,washington heights,1
2,little italy,tribeca,3
2,chelsea,woodside,1
2,greenwich village,clinton,9
2,murray hill,murray hill,4
2,west village,astoria-long island city,1
2,tribeca,astoria-long island city,3
2,soho,battery park,1
2,battery park,sunny side,1
2,lower east side,astoria-long island city,2
2,upper east side,midtown,28
2,west village,central park,2
2,upper east side,hamilton heights,1
2,upper east side,riverdale,1
2,greenwich village,williamsburg,7
2,financial district,upper west side,5
2,upper west side,morningside heights,9
2,chinatown,financial district,1
2,jackson height,forest hills,1
2,midtown,riverdale,1
2,west village,morningside heights,2
2,garment district,fordham,1
2,bushwick,chelsea,1
2,garment district,astoria-long island city,3
2,financial district,lower east side,5
2,east brooklyn,fort green,1
2,north sutton area,north sutton area,2
2,astoria-long island city,astoria-long island city,15
2,little italy,mott haven,1
2,clinton,midtown,22
2,upper west side,mott haven,1
2,lower east side,glendale,1
2,midtown,hamilton heights,5
2,west village,hamilton heights,1
2,hamilton heights,east harlem,1
2,midtown,greenwich village,19
2,hamilton heights,morningside heights,1
2,lower east side,chelsea,8
2,east village,kwq gardens,1
2,upper east side,tribeca,1
2,central park,chelsea,1
2,washington heights,washington heights,1
2,lower east side,west village,11
2,morningside heights,washington heights,1
2,east village,morningside heights,1
2,gramercy,brooklyn-downtown,1
2,soho,midtown,10
2,financial district,garment district,3
2,garment district,sunny side,2
2,soho,bay ridge,2
2,williamsburg,greewood,1
2,upper east side,morningside heights,2
2,little italy,park slope,1
2,carnegie hill,parkchester,1
2,midtown,central park,4
2,garment district,clearview,1
2,sunny side,midtown,2
2,carnegie hill,astoria-long island city,1
2,chelsea,fort green,1
2,bushwick,ridgewood,1
2,JFK,chelsea,1
2,midtown,morningside heights,6
2,lower east side,utopia,1
2,brooklyn-downtown,lower east side,1
2,carnegie hill,harlem,1
2,garment district,bushwick,1
2,lower east side,jackson height,3
2,carnegie hill,central park,2
2,sunny side,bushwick,2
2,little italy,borough park,1
2,tribeca,harlem,1
2,lower east side,harlem,3
2,little italy,east village,3
2,chelsea,tribeca,6
2,jackson height,jackson height,1
2,west village,financial district,13
2,bedford-stuyvesant,fort green,2
2,little italy,battery park,1
2,brooklyn-downtown,financial district,1
2,chelsea,brooklyn-downtown,1
2,west village,bay ridge,1
2,boerum hill,north sutton area,1
2,murray hill,sunny side,2
2,greenwich village,cobble hill,1
2,greenwich village,dyker heights,1
2,tribeca,bedford-stuyvesant,1
2,little italy,clinton,3
2,north sutton area,gramercy,4
2,sunny side,upper east side,1
2,west village,little italy,3
2,bushwick,park slope,1
2,chinatown,gramercy,5
2,gramercy,boerum hill,2
2,astoria-long island city,greenwich village,1
2,garment district,clinton,14
2,sunny side,east village,1
2,chelsea,financial district,8
2,mott haven,morris heights,1
2,fort green,mapleton-flatlands,1
2,east harlem,yorkville,2
2,clinton,astoria-long island city,1
2,gramercy,little italy,7
2,financial district,upper east side,6
2,chelsea,midtown,61
2,financial district,boerum hill,1
2,little italy,greenwich village,9
2,clinton,financial district,6
2,greenwich village,forest hills,1
2,harlem,east village,1
2,murray hill,astoria-long island city,3
2,upper east side,bedford park,1
2,tribeca,tribeca,2
2,east village,cobble hill,1
2,upper west side,boerum hill,1
2,greenwich village,chelsea,20
2,midtown,bushwick,1
2,central park,gramercy,2
2,chinatown,tribeca,1
2,chinatown,soho,1
2,garment district,north sutton area,2
2,financial district,bensonhurst,1
2,chelsea,greenwich village,20
2,lower east side,hunts point,1
2,midtown,astoria-long island city,16
2,hamilton heights,inwood,1
2,clinton,clinton,15
2,upper west side,yorkville,7
2,yorkville,upper east side,2
2,east village,williamsburg,13
2,upper west side,garment district,4
2,lower east side,garment district,11
2,brooklyn-downtown,greenwich village,1
2,ridgewood,ridgewood,1
2,soho,gravesend-sheepshead bay,2
2,murray hill,washington heights,1
2,north sutton area,midtown,4
2,gramercy,soho,3
2,west village,bedford-stuyvesant,2
2,upper west side,hunts point,1
2,midtown,north sutton area,2
2,fort green,bedford-stuyvesant,7
2,greenwich village,lower east side,7
2,greenwich village,north sutton area,1
2,jackson height,astoria-long island city,2
2,gramercy,financial district,8
2,greenwich village,west village,16
2,murray hill,upper east side,14
2,tribeca,upper east side,5
2,woodside,astoria-long island city,2
2,williamsburg,upper east side,3
2,central park,yorkville,1
2,midtown,chinatown,1
2,carnegie hill,midtown,1
2,west village,washington heights,2
2,upper west side,harlem,4
2,upper west side,east harlem,3
2,sunny side,greenwich village,1
2,east village,battery park,1
2,gramercy,central park,1
2,greenwich village,gramercy,23
2,clinton,battery park,1
2,williamsburg,east village,2
2,harlem,upper west side,3
2,upper east side,astoria-long island city,9
2,lower east side,murray hill,8
2,little italy,gramercy,12
2,greenwich village,upper east side,24
2,midtown,woodhaven-richmond hill,1
2,washington heights,university heights,1
2,chinatown,ridgewood,1
2,soho,harlem,1
2,brooklyn-downtown,bedford-stuyvesant,1
2,west village,carroll gardens,2
2,williamsburg,murray hill,1
2,tribeca,clinton,2
2,bushwick,williamsburg,4
2,battery park,lower east side,1
2,lower east side,fort green,9
2,upper east side,gramercy,17
2,central park,west village,1
2,lower east side,hamilton heights,2
2,borough park,carroll gardens,1
2,soho,clinton,1
2,lower east side,boerum hill,2
2,fort green,gramercy,3
2,east village,tribeca,3
2,midtown,borough park,2
2,west village,murray hill,9
2,east village,bedford-stuyvesant,4
2,greenwich village,gravesend-sheepshead bay,1
2,chelsea,gramercy,38
2,garment district,tribeca,2
2,chelsea,brownsville,1
2,chinatown,boerum hill,1
2,garment district,brownsville,2
2,park slope,gramercy,1
2,boerum hill,bay ridge,1
2,clinton,middle village,1
2,little italy,yorkville,1
2,lower east side,chinatown,2
2,clinton,north sutton area,2
2,west village,clinton,9
2,park slope,woodside,1
2,gramercy,morningside heights,1
2,midtown,battery park,3
2,yorkville,harlem,1
2,washington heights,harlem,1
2,east village,midtown,27
2,greenwich village,greewood,1
2,sunny side,astoria-long island city,1
2,soho,north sutton area,1
2,chelsea,jackson height,1
2,midtown,murray hill,17
2,midtown,maspeth,1
2,fort green,cobble hill,1
2,murray hill,carroll gardens,1
2,garment district,gramercy,12
2,upper west side,financial district,1
2,lower east side,sunset park,2
2,tribeca,chelsea,5
2,bedford-stuyvesant,bedford-stuyvesant,1
2,bushwick,greenwich village,1
2,soho,park slope,1
2,chelsea,harlem,4
2,chelsea,chelsea,36
2,chinatown,little italy,1
2,greenwich village,upper west side,12
2,midtown,fort green,1
2,chelsea,west village,17
2,murray hill,gramercy,8
2,little italy,morningside heights,1
2,gramercy,east brooklyn,1
2,east village,greenwich village,18
2,fort green,boerum hill,4
2,tribeca,park slope,4
2,east village,north sutton area,9
2,carroll gardens,fort green,2
2,clinton,upper west side,16
2,carroll gardens,park slope,3
2,upper east side,murray hill,4
2,brooklyn-downtown,astoria-long island city,1
2,upper west side,kings bridge,2
2,astoria-long island city,bedford-stuyvesant,1
2,chelsea,murray hill,16
2,morningside heights,harlem,1
2,harlem,soho,1
2,soho,upper west side,5
2,upper west side,lower east side,2
2,murray hill,greenwich village,5
2,gramercy,park slope,2
2,boerum hill,east village,1
2,tribeca,upper west side,2
2,park slope,boerum hill,1
2,upper east side,clinton,7
2,chelsea,fordham,2
2,chelsea,upper east side,30
2,west village,kwq gardens,1
2,garment district,yorkville,1
2,astoria-long island city,jackson height,4
2,financial district,midtown,4
2,upper east side,east harlem,10
2,murray hill,garment district,3
2,upper east side,parkchester,1
2,east village,harlem,4
2,west village,bushwick,1
2,gramercy,carnegie hill,3
2,upper west side,carnegie hill,1
2,upper west side,gramercy,6
2,chelsea,bushwick,1
2,bushwick,greewood,1
2,williamsburg,park slope,4
2,financial district,jamaica,1
2,east village,park slope,4
2,midtown,garment district,33
2,chelsea,sunny side,8
2,east village,carnegie hill,2
2,morningside heights,upper east side,1
2,greenwich village,jackson height,2
2,lower east side,lower east side,14
2,west village,riverdale,1
2,garment district,jackson height,2
2,greenwich village,financial district,12
2,garment district,chelsea,12
2,soho,murray hill,5
2,west village,garment district,8
2,clinton,upper east side,6
2,garment district,chinatown,1
2,gramercy,south bronx,1
2,little italy,lower east side,3
2,little italy,chelsea,7
2,gramercy,sunny side,4
2,little italy,sunny side,1
2,JFK,fort green,1
2,boerum hill,little italy,1
2,upper east side,bay ridge,1
2,greenwich village,morris park,1
2,fort green,west village,1
2,chelsea,hamilton heights,2
2,williamsburg,greenwich village,2
2,hamilton heights,upper west side,2
2,lower east side,bay ridge,2
2,soho,fort green,2
2,gramercy,queensboro hill,1
2,tribeca,inwood,1
2,central park,upper west side,3
2,midtown,bay ridge,1
2,east village,fort green,1
2,midtown,east harlem,6
2,chinatown,upper west side,1
2,bushwick,east harlem,1
2,carroll gardens,north sutton area,1
2,financial district,murray hill,1
2,yorkville,jackson height,1
2,morningside heights,east village,1
2,garment district,williamsburg,2
2,gramercy,garment district,19
2,midtown,tribeca,4
2,tribeca,fort green,3
2,tribeca,financial district,4
2,williamsburg,williamsburg,21
2,harlem,clinton,3
2,central park,central park,2
2,upper west side,chelsea,6
2,west village,soho,3
2,brooklyn-downtown,brooklyn-downtown,3
2,east village,chelsea,21
2,east village,upper east side,39
2,clinton,yorkville,2
2,upper east side,greenwich village,5
2,financial district,east village,6
2,clinton,williamsburg,2
2,williamsburg,brownsville,1
2,greenwich village,east village,16
2,gramercy,chinatown,2
2,chinatown,greenwich village,1
2,JFK,east brooklyn,1
2,upper west side,fort green,1
2,central park,upper east side,2
2,garment district,woodside,1
2,east village,murray hill,9
2,fort green,brooklyn-downtown,1
2,clinton,west village,7
2,tribeca,gramercy,8
2,greenwich village,astoria-long island city,6
2,chelsea,astoria-long island city,5
2,lower east side,morningside heights,1
2,greenwich village,union port,1
2,tribeca,washington heights,1
2,murray hill,clinton,4
2,gramercy,middle village,2
2,west village,battery park,7
2,lower east side,east village,18
2,soho,east village,5
2,JFK,harlem,1
2,upper west side,east village,6
2,mott haven,yorkville,1
2,upper east side,boerum hill,1
2,chelsea,washington heights,6
2,astoria-long island city,upper east side,2
2,greenwich village,soho,8
2,sunset park,park slope,1
2,williamsburg,boerum hill,1
2,greenwich village,mapleton-flatlands,1
2,financial district,tribeca,2
2,williamsburg,bedford-stuyvesant,7
2,forest hills,kwq gardens,1
2,carroll gardens,bedford-stuyvesant,1
2,garment district,mott haven,1
2,tribeca,little italy,2
2,clinton,chelsea,21
2,upper east side,carnegie hill,6
2,greenwich village,bedford-stuyvesant,2
2,williamsburg,fort green,7
2,midtown,greewood,2
2,gramercy,lower east side,16
2,upper west side,midtown,24
2,williamsburg,bushwick,10
2,bedford-stuyvesant,upper west side,1
2,murray hill,upper west side,4
2,chinatown,chelsea,3
2,soho,tribeca,4
2,north sutton area,lower east side,1
2,gramercy,greenwich village,15
2,financial district,bay ridge,1
2,washington heights,clinton,1
2,midtown,financial district,6
2,lower east side,battery park,2
2,financial district,bedford-stuyvesant,1
2,north sutton area,chelsea,3
2,gramercy,hamilton heights,4
2,brooklyn-downtown,williamsburg,1
2,park slope,mapleton-flatlands,1
2,bedford-stuyvesant,midtown,1
2,upper east side,upper west side,25
2,west village,tribeca,4
2,tribeca,bay ridge,1
2,north sutton area,williamsburg,1
2,central park,clinton,1
2,upper east side,west village,3
2,sunny side,yorkville,1
2,sunny side,upper west side,1
2,upper east side,soho,2
2,murray hill,soho,4
2,east village,hamilton heights,1
2,sunny side,sunny side,1
2,midtown,jackson height,2
2,east village,little italy,2
2,lower east side,bushwick,3
2,garment district,upper east side,13
2,west village,east village,18
2,upper west side,greenwich village,8
2,upper east side,chelsea,3
2,greenwich village,harlem,3
2,greenwich village,carroll gardens,1
2,JFK,lower east side,1
2,little italy,north sutton area,2
2,morningside heights,morningside heights,5
2,williamsburg,harlem,1
2,battery park,soho,1
2,lower east side,yorkville,4
2,upper east side,woodhaven-richmond hill,1
2,financial district,financial district,3
2,little neck,little neck,1
2,midtown,washington heights,11
2,astoria-long island city,fort green,1
2,financial district,woodhaven-richmond hill,1
2,midtown,midtown,91
2,chinatown,chinatown,2
2,park slope,bay ridge,1
2,midtown,gramercy,49
2,brownsville,east brooklyn,1
2,financial district,gramercy,8
2,greenwich village,chinatown,3
2,garment district,lower east side,4
2,chelsea,bay ridge,1
2,hamilton heights,hamilton heights,1
2,bedford-stuyvesant,williamsburg,2
2,garment district,inwood,1
2,murray hill,battery park,2
2,LGA,jackson height,1
2,tribeca,garment district,2
2,morris park,soundview,1
2,lower east side,park slope,4
2,sunny side,tribeca,1
2,clinton,murray hill,3
2,gramercy,bushwick,1
2,hamilton heights,south bronx,1
2,tribeca,battery park,3
2,soho,bushwick,1
2,midtown,utopia,2
2,greenwich village,greenwich village,14
2,garment district,midtown,24
2,jackson height,woodside,1
2,yorkville,gramercy,1
2,chelsea,carnegie hill,1
2,upper east side,harlem,7
2,chelsea,garment district,17
2,murray hill,financial district,3
2,lower east side,kings bridge,1
2,hamilton heights,clinton,1
2,soho,gramercy,3
2,gramercy,astoria-long island city,10
2,williamsburg,carroll gardens,1
2,williamsburg,astoria-long island city,1
2,upper west side,bedford park,1
2,gramercy,woodside,1
2,chinatown,williamsburg,2
2,clinton,harlem,3
2,gramercy,gramercy,35
2,lower east side,soho,5
2,tribeca,midtown,8
2,fort green,lower east side,1
2,financial district,ridgewood,1
2,chelsea,east village,22
2,park slope,fort green,2
2,clinton,central park,2
2,yorkville,yorkville,4
2,north sutton area,upper east side,5
2,upper east side,university heights,1
2,bushwick,bushwick,3
2,chinatown,clinton,1
2,lower east side,midtown,24
2,upper east side,park slope,1
2,yorkville,upper west side,2
2,tribeca,lower east side,4
2,park slope,sunset park,1
2,boerum hill,greewood,1
2,fort green,upper east side,1
2,little italy,upper west side,7
2,east village,soho,6
2,greenwich village,garment district,13
2,soho,greenwich village,2
2,gramercy,chelsea,26
2,soho,bensonhurst,1
2,upper east side,financial district,3
2,west village,gramercy,17
2,chelsea,little italy,1
2,garment district,boerum hill,1
2,upper east side,fort green,1
2,east village,greewood,1
2,little italy,west village,4
2,clinton,park slope,4
2,murray hill,tribeca,1
2,upper west side,clinton,6
2,financial district,soho,1
2,lower east side,ridgewood,3
2,fort green,park slope,6
2,carnegie hill,upper east side,3
2,soho,west village,6
2,garment district,Auburndale,1
2,greenwich village,brooklyn-downtown,1
2,park slope,east village,2
2,east village,bensonhurst,1
2,chelsea,clinton,31
2,east village,gramercy,57
2,garment district,battery park,2
2,soho,soho,2
2,fort green,carroll gardens,3
2,midtown,east village,11
2,midtown,bedford-stuyvesant,3
2,williamsburg,glendale,1
2,greenwich village,midtown,39
2,chelsea,yorkville,3
2,chinatown,lower east side,2
2,astoria-long island city,midtown,1
2,chelsea,lower east side,5
2,JFK,greenwich village,1
2,chinatown,midtown,2
2,gramercy,murray hill,12
2,battery park,financial district,2
2,bushwick,lower east side,1
2,gramercy,forest hills,3
2,lower east side,gramercy,29
2,fort green,chinatown,2
2,cobble hill,mapleton-flatlands,1
2,little italy,jackson height,1
2,east brooklyn,saintalbans,1
2,lower east side,bedford-stuyvesant,4
2,garment district,garment district,20
2,garment district,east harlem,2
2,bushwick,bedford-stuyvesant,1
2,lower east side,little italy,3
2,gramercy,battery park,2
2,greenwich village,boerum hill,1
2,little italy,bay ridge,1
2,east village,west village,13
2,garment district,morningside heights,2
2,west village,chelsea,27
2,east village,financial district,19
2,west village,boerum hill,1
2,east village,bay ridge,1
2,lower east side,upper west side,11
2,west village,west village,14
2,gramercy,midtown,40
2,little italy,williamsburg,3
2,battery park,gravesend-sheepshead bay,1
2,upper west side,west village,1
2,midtown,clinton,22
2,clinton,washington heights,4
2,little italy,bushwick,2
2,boerum hill,chelsea,1
2,soho,garment district,3
2,gramercy,north sutton area,7
2,tribeca,greenwich village,3
2,east village,soundview,1
2,upper east side,sunny side,3
2,murray hill,east village,5
2,upper west side,ridgewood,1
2,chelsea,chinatown,2
2,washington heights,upper west side,1
2,little italy,financial district,3
2,williamsburg,chinatown,1
2,JFK,midtown,1
2,little italy,upper east side,8
2,williams bridge,williams bridge,1
2,gramercy,ridgewood,1
2,fort green,chelsea,1
2,north sutton area,mott haven,1
2,harlem,east harlem,3
2,sunny side,woodside,1
2,upper west side,forest hills,1
2,east village,woodlawn-nordwood,2
2,bushwick,brownsville,2
2,JFK,springfield gardens,1
2,gramercy,east harlem,2
2,jackson height,yorkville,1
2,murray hill,little italy,1
2,williamsburg,woodhaven-richmond hill,1
2,upper west side,williamsburg,2
2,garment district,soho,3
2,williamsburg,east brooklyn,1
2,central park,harlem,2
2,upper west side,riverdale,2
2,east village,brooklyn-downtown,2
2,greenwich village,battery park,2
2,bedford-stuyvesant,jackson height,1
2,gramercy,kwq gardens,1
2,east village,bushwick,2
2,murray hill,bushwick,1
2,upper east side,north sutton area,7
2,financial district,sunny side,1
2,cobble hill,lower east side,1
2,east village,sunny side,2
2,west village,greenwich village,5
2,fort green,tribeca,1
2,midtown,soho,6
2,clinton,east village,7
2,north sutton area,murray hill,1
2,tribeca,carroll gardens,1
2,soho,upper east side,7
2,JFK,laurelton,2
2,lower east side,williamsburg,11
2,central park,murray hill,1
2,financial district,ettingville,1
2,west village,fort green,1
2,midtown,yorkville,7
2,sunny side,financial district,1
2,greenwich village,sunny side,6
2,garment district,park slope,1
2,soho,financial district,12
2,soho,sunset park,1
2,fort green,midtown,1
2,financial district,astoria-long island city,1
2,harlem,yorkville,2
2,gramercy,tribeca,3
2,lower east side,clinton,13
2,garment district,greenwich village,7
2,murray hill,bay ridge,1
2,murray hill,carnegie hill,2
2,greenwich village,bensonhurst,1
2,murray hill,mott haven,1
2,midtown,mott haven,2
2,soho,sunny side,1
2,chelsea,boerum hill,3
2,midtown,brownsville,1
2,little italy,garment district,3
2,west village,williamsburg,5
2,JFK,soho,1
2,upper east side,upper east side,75
2,east harlem,garment district,1
2,boerum hill,fort green,4
2,east village,clinton,8
2,east village,yorkville,2
2,soho,lower east side,5
2,upper east side,yorkville,13
2,upper west side,upper east side,26
2,chelsea,east harlem,2
2,battery park,west village,3
2,garment district,bay ridge,1
2,upper east side,gramercy,20
2,garment district,parkchester,1
2,murray hill,central park,1
2,harlem,harlem,6
2,financial district,battery park,1
2,lower east side,bushwick,1
2,north sutton area,morningside heights,1
2,lower east side,washington heights,2
2,tribeca,williamsburg,1
2,little italy,tribeca,5
2,hamilton heights,harlem,2
2,garment district,financial district,4
2,clinton,sunny side,2
2,astoria-long island city,upper west side,1
2,financial district,chelsea,2
2,upper west side,chelsea,7
2,midtown,woodside,4
2,carnegie hill,yorkville,1
2,garment district,washington heights,1
2,murray hill,sunny side,1
2,upper east side,bedford-stuyvesant,1
2,chelsea,williamsburg,5
2,chelsea,soho,6
2,bushwick,boerum hill,1
2,greenwich village,clinton,9
2,midtown,high bridge,5
2,yorkville,east harlem,1
2,midtown,country club,1
2,east village,astoria-long island city,5
2,greenwich village,bushwick,2
2,upper east side,east village,7
2,gramercy,williamsburg,6
2,west village,upper west side,8
2,lower east side,tribeca,6
2,chinatown,fort green,1
2,east village,washington heights,5
2,east harlem,university heights,1
2,midtown,upper east side,48
2,brooklyn-downtown,chelsea,1
2,williamsburg,ridgewood,2
2,midtown,south bronx,2
2,soho,chinatown,1
2,park slope,park slope,1
2,soho,chelsea,9
2,astoria-long island city,clinton,3
2,north sutton area,washington heights,1
2,chelsea,battery park,2
2,JFK,bedford-stuyvesant,2
2,west village,carroll gardens,1
2,park slope,upper east side,1
2,greenwich village,fort green,3
2,lower east side,central park,1
2,battery park,upper west side,3
2,little italy,jackson height,1
2,bushwick,upper west side,1
2,JFK,washington heights,2
2,soho,fort green,5
2,chelsea,upper west side,17
2,upper east side,south bronx,2
2,williamsburg,gramercy,3
2,greenwich village,tribeca,2
2,chinatown,murray hill,1
2,gramercy,harlem,1
2,murray hill,harlem,1
2,midtown,west village,7
2,gramercy,upper west side,11
2,gramercy,washington heights,1
2,garment district,central park,1
2,bay ridge,bay ridge,1
2,greenwich village,park slope,1
2,morningside heights,upper west side,5
2,midtown,chelsea,27
2,garment district,upper west side,9
2,lower east side,carnegie hill,2
2,upper west side,jamaica,1
2,upper west side,washington heights,11
2,upper west side,murray hill,2
2,upper east side,bay ridge,2
2,clinton,garment district,10
2,financial district,mott haven,1
2,gramercy,clinton,12
2,chelsea,bedford-stuyvesant,3
2,gramercy,upper east side,45
2,west village,upper east side,20
2,gramercy,greewood,1
2,upper west side,sunny side,3
2,tribeca,west village,3
2,midtown,forest hills,3
2,upper east side,washington heights,3
2,tribeca,east village,4
2,tribeca,soho,1
2,morningside heights,hamilton heights,1
2,murray hill,west village,2
2,little italy,midtown,8
2,east village,east harlem,3
2,clinton,lower east side,4
2,brownsville,mott haven,1
2,mapleton-flatlands,bedford-stuyvesant,1
2,upper west side,hamilton heights,14
2,west village,brooklyn-downtown,2
2,tribeca,battery park,4
2,clinton,carroll gardens,1
2,carroll gardens,cobble hill,1
2,midtown,harlem,14
2,midtown,carnegie hill,2
2,midtown,williamsburg,2
2,astoria-long island city,murray hill,1
2,upper west side,central park,2
2,chinatown,bedford-stuyvesant,1
2,upper west side,borough park,1
2,JFK,Auburndale,1
2,greenwich village,inwood,1
2,midtown,utopia,1
2,garment district,morningside heights,1
2,greenwich village,murray hill,11
2,cobble hill,upper east side,1
2,upper west side,park slope,2
2,yorkville,midtown,1
2,williamsburg,borough park,1
2,west village,harlem,1
2,tribeca,woodhaven-richmond hill,1
2,upper west side,upper west side,40
2,carroll gardens,sunset park,2
2,JFK,garment district,1
2,murray hill,park slope,2
2,midtown,flushing,1
2,JFK,upper west side,1
2,upper east side,ridgewood,1
2,clinton,hamilton heights,4
2,chinatown,west village,1
2,gramercy,bensonhurst,1
2,garment district,forest hills,1
2,garment district,murray hill,9
2,battery park,midtown,1
2,financial district,west village,4
2,west village,borough park,1
2,chelsea,borough park,1
2,north sutton area,jackson height,1
2,north sutton area,midtown,6
2,garment district,williamsburg,1
2,garment district,east village,11
2,clinton,inwood,1
2,north sutton area,financial district,1
2,tribeca,cobble hill,1
2,clinton,greewood,1
2,east village,garment district,10
2,central park,midtown,3
2,murray hill,midtown,13
2,upper east side,garment district,8
2,garment district,astoria-long island city,5
2,west village,lower east side,6
2,williamsburg,north sutton area,1
2,east harlem,east harlem,4
2,murray hill,financial district,3
2,north sutton area,bedford-stuyvesant,2
2,yorkville,harlem,2
2,midtown,cobble hill,1
2,williamsburg,murray hill,1
2,chelsea,harlem,5
2,washington heights,hamilton heights,2
2,east village,east village,19
2,upper east side,jackson height,2
2,gramercy,park slope,1
2,astoria-long island city,upper east side,1
2,upper west side,greewood,1
2,gramercy,fort green,3
2,murray hill,lower east side,5
2,brooklyn-downtown,fort green,2
2,greenwich village,washington heights,1
2,chelsea,park slope,3
2,morningside heights,clinton,1
2,brooklyn-downtown,brooklyn-downtown,3
2,woodside,jackson height,2
2,greenwich village,yorkville,1
2,upper west side,bedford-stuyvesant,2
2,kwq gardens,sunny side,1
2,greenwich village,mapleton-flatlands,1
2,tribeca,brooklyn-downtown,1
2,east village,upper west side,12
2,williamsburg,williamsburg,13
2,upper west side,astoria-long island city,1
2,greenwich village,carnegie hill,2
2,murray hill,chelsea,4
2,soho,mott haven,1
2,midtown,upper west side,43
2,north sutton area,battery park,1
2,garment district,fort green,2
2,garment district,west village,4
2,east village,little italy,6
2,financial district,williamsburg,2
2,williamsburg,lower east side,2
2,carroll gardens,brooklyn-downtown,2
2,upper east side,bedford park,1
2,inwood,williams bridge,1
2,financial district,bushwick,1
2,williamsburg,upper west side,1
2,west village,midtown,23
2,boerum hill,bedford-stuyvesant,1
2,chinatown,williamsburg,1
2,east harlem,hamilton heights,1
2,upper east side,battery park,1
2,park slope,williamsburg,1
2,lower east side,financial district,13
2,park slope,bedford-stuyvesant,2
2,gramercy,east village,26
2,clinton,chinatown,1
2,clinton,harlem,1
2,clinton,little italy,1
2,murray hill,fort green,2
2,clinton,north sutton area,1
2,greenwich village,little italy,7
2,lower east side,soho,2
2,little italy,washington heights,1
2,soho,bedford-stuyvesant,1
2,lower east side,greenwich village,13
2,park slope,carroll gardens,1
2,clinton,greenwich village,4
2,midtown,north sutton area,3
2,little italy,woodside,1
2,JFK,JFK,3
2,hamilton heights,washington heights,1
2,williamsburg,brooklyn-downtown,2
2,central park,washington heights,1
2,lower east side,boerum hill,2
2,battery park,gramercy,2
2,murray hill,murray hill,2
2,west village,astoria-long island city,1
2,boerum hill,park slope,1
2,brooklyn-downtown,brownsville,1
2,carroll gardens,upper west side,3
2,soho,battery park,1
2,lower east side,astoria-long island city,5
2,upper east side,midtown,31
2,west village,central park,2
2,upper east side,hamilton heights,6
2,greenwich village,williamsburg,10
2,financial district,upper west side,4
2,upper west side,morningside heights,8
2,chinatown,financial district,2
2,fort green,bushwick,4
2,west village,morningside heights,3
2,central park,financial district,1
2,financial district,greenwich village,2
2,financial district,lower east side,7
2,midtown,brooklyn-downtown,1
2,chelsea,hamilton heights,1
2,astoria-long island city,astoria-long island city,15
2,clinton,midtown,18
2,washington heights,morningside heights,1
2,harlem,hamilton heights,3
2,midtown,hamilton heights,3
2,tribeca,chinatown,1
2,west village,hamilton heights,1
2,hamilton heights,east harlem,2
2,midtown,greenwich village,14
2,fort green,ridgewood,1
2,lower east side,chelsea,18
2,central park,chelsea,2
2,lower east side,west village,9
2,gramercy,brooklyn-downtown,1
2,soho,midtown,6
2,financial district,garment district,2
2,garment district,sunny side,3
2,middle village,carroll gardens,1
2,midtown,central park,4
2,upper east side,morningside heights,3
2,clinton,soho,1
2,lower east side,cobble hill,2
2,clinton,forest hills,3
2,park slope,sunset park,1
2,chelsea,fort green,2
2,bushwick,ridgewood,1
2,battery park,hamilton heights,1
2,midtown,morningside heights,3
2,garment district,bushwick,1
2,lower east side,jackson height,1
2,carnegie hill,central park,1
2,murray hill,yorkville,2
2,williamsburg,little italy,1
2,bay ridge,park slope,1
2,lower east side,harlem,1
2,little italy,east village,6
2,chelsea,tribeca,2
2,west village,financial district,12
2,bedford-stuyvesant,fort green,3
2,chelsea,mott haven,2
2,greenwich village,bedford-stuyvesant,2
2,midtown,little italy,5
2,west village,bay ridge,1
2,upper east side,little italy,1
2,clinton,jackson height,1
2,tribeca,bedford-stuyvesant,2
2,boerum hill,upper east side,1
2,murray hill,north sutton area,3
2,yorkville,greenwich village,1
2,west village,little italy,3
2,washington heights,inwood,2
2,chinatown,upper west side,1
2,garment district,clinton,17
2,chelsea,financial district,4
2,tribeca,clinton,3
2,lower east side,greewood,1
2,east harlem,yorkville,3
2,west village,jackson height,1
2,clinton,astoria-long island city,3
2,gramercy,little italy,6
2,financial district,upper east side,5
2,chelsea,midtown,45
2,upper east side,fordham,1
2,little italy,greenwich village,10
2,clinton,financial district,8
2,greenwich village,forest hills,1
2,murray hill,astoria-long island city,3
2,east village,murray hill,16
2,tribeca,tribeca,2
2,morningside heights,midtown,2
2,east village,cobble hill,1
2,central park,university heights,1
2,greenwich village,chelsea,17
2,upper west side,bensonhurst,1
2,central park,gramercy,1
2,williamsburg,yorkville,1
2,park slope,fort green,2
2,chinatown,soho,1
2,garment district,north sutton area,1
2,west village,gramercy,14
2,clinton,throggs neck,1
2,midtown,astoria-long island city,22
2,hamilton heights,inwood,1
2,clinton,clinton,6
2,chelsea,north sutton area,3
2,upper west side,yorkville,8
2,yorkville,upper east side,1
2,east village,williamsburg,11
2,upper west side,garment district,5
2,lower east side,garment district,10
2,harlem,washington heights,1
2,ridgewood,ridgewood,1
2,woodside,sunny side,1
2,chinatown,upper east side,3
2,williamsburg,upper east side,2
