rain,from,to,count
1,bedford-stuyvesant,JFK,1
1,JFK,park slope,1
1,astoria-long island city,woodside,1
1,JFK,ridgewood,2
1,cobble hill,park slope,2
1,central park,gramercy,3
1,chinatown,tribeca,3
1,chinatown,soho,2
1,east village,soho,15
1,chelsea,greenwich village,64
1,sunny side,clinton,1
1,carnegie hill,upper east side,27
1,clinton,clinton,37
1,chelsea,north sutton area,2
1,upper west side,yorkville,15
1,greenwich village,ridgewood,2
1,yorkville,upper east side,19
1,east village,williamsburg,7
1,upper west side,garment district,22
1,lower east side,garment district,10
1,harlem,washington heights,1
1,woodside,sunny side,2
1,clinton,JFK,4
1,gramercy,soho,20
1,upper west side,south beach,1
1,upper east side,brooklyn-downtown,3
1,greenwich village,lower east side,35
1,greenwich village,north sutton area,2
1,clinton,east village,13
1,greenwich village,west village,42
1,murray hill,upper east side,32
1,tribeca,upper east side,5
1,jamaica,east harlem,1
1,midtown,chinatown,10
1,carnegie hill,midtown,21
1,tribeca,little italy,8
1,upper west side,harlem,35
1,upper west side,east harlem,6
1,sunny side,greenwich village,2
1,east village,battery park,2
1,gramercy,central park,1
1,greenwich village,gramercy,42
1,clinton,battery park,2
1,williamsburg,east village,2
1,harlem,upper west side,7
1,upper east side,astoria-long island city,10
1,little italy,gramercy,7
1,greenwich village,upper east side,23
1,chinatown,upper east side,1
1,greenwich village,parkchester,1
1,forest hills,forest hills,1
1,LGA,bushwick,4
1,JFK,mapleton-flatlands,1
1,JFK,middle village,1
1,yorkville,williamsburg,1
1,chelsea,inwood,1
1,tribeca,clinton,6
1,murray hill,lower east side,12
1,upper east side,greewood,1
1,lower east side,fort green,3
1,financial district,borough park,1
1,little italy,midtown,8
1,upper east side,gramercy,71
1,LGA,upper west side,16
1,carnegie hill,astoria-long island city,1
1,chelsea,greewood,1
1,soho,clinton,8
1,east village,central park,1
1,gramercy,yorkville,6
1,central park,garment district,1
1,upper west side,park slope,1
1,JFK,williamsburg,1
1,east village,tribeca,11
1,west village,murray hill,6
1,east village,bedford-stuyvesant,2
1,chelsea,gramercy,85
1,garment district,tribeca,4
1,chinatown,garment district,1
1,JFK,morningside heights,1
1,carroll gardens,financial district,2
1,williamsburg,bushwick,2
1,LGA,soundview,1
1,north sutton area,gramercy,13
1,clinton,north sutton area,1
1,tribeca,bushwick,1
1,west village,battery park,7
1,west village,clinton,15
1,upper east side,carroll gardens,3
1,morningside heights,murray hill,1
1,gramercy,morningside heights,1
1,midtown,battery park,8
1,JFK,gramercy,5
1,east village,midtown,27
1,greenwich village,greewood,1
1,sunny side,astoria-long island city,5
1,chelsea,jackson height,2
1,midtown,murray hill,67
1,midtown,maspeth,1
1,fort green,cobble hill,1
1,murray hill,carroll gardens,1
1,garment district,gramercy,67
1,tribeca,chelsea,15
1,bedford-stuyvesant,bedford-stuyvesant,2
1,lower east side,astoria-long island city,3
1,financial district,soho,3
1,east harlem,chelsea,1
1,lower east side,forest hills,1
1,central park,morningside heights,2
1,jamaica,jamaica,1
1,chelsea,chelsea,174
1,battery park,fort green,2
1,chinatown,little italy,2
1,greenwich village,upper west side,10
1,midtown,fort green,4
1,chelsea,west village,63
1,murray hill,gramercy,49
1,battery park,carnegie hill,1
1,chinatown,washington heights,1
1,upper east side,little italy,7
1,fort green,boerum hill,2
1,brooklyn-downtown,chinatown,1
1,washington heights,hamilton heights,1
1,east village,north sutton area,3
1,LGA,queens village,1
1,clinton,upper west side,38
1,midtown,east harlem,4
1,little italy,soho,6
1,upper east side,murray hill,28
1,JFK,gravesend-sheepshead bay,2
1,soho,central park,1
1,east harlem,midtown,2
1,east harlem,upper east side,4
1,chinatown,east village,6
1,hamilton heights,garment district,1
1,chelsea,murray hill,24
1,morningside heights,harlem,2
1,yorkville,clinton,1
1,upper west side,lower east side,7
1,murray hill,greenwich village,18
1,morningside heights,tribeca,1
1,garment district,little italy,9
1,chinatown,canarsie,1
1,chelsea,ridgewood,1
1,tribeca,upper west side,4
1,central park,north sutton area,1
1,LGA,south bronx,1
1,gramercy,hamilton heights,2
1,clinton,morningside heights,2
1,upper east side,soundview,1
1,upper east side,clinton,32
1,garment district,bedford park,1
1,murray hill,LGA,1
1,midtown,flushing,1
1,west village,kwq gardens,1
1,upper west side,tribeca,2
1,astoria-long island city,jackson height,1
1,financial district,midtown,22
1,upper east side,east harlem,30
1,LGA,woodside,2
1,murray hill,garment district,29
1,sunny side,garment district,1
1,upper east side,parkchester,1
1,morris park,parkchester,1
1,east village,harlem,1
1,murray hill,tribeca,4
1,gramercy,carnegie hill,5
1,upper west side,carnegie hill,10
1,upper west side,gramercy,33
1,JFK,flushing,1
1,LGA,flushing,1
1,williamsburg,park slope,3
1,williamsburg,garment district,1
1,east village,park slope,1
1,midtown,garment district,110
1,garment district,morningside heights,2
1,east village,greenwich village,49
1,little italy,clinton,2
1,lower east side,lower east side,36
1,north sutton area,boerum hill,1
1,astoria-long island city,upper east side,1
1,greenwich village,financial district,13
1,astoria-long island city,washington heights,1
1,garment district,chelsea,47
1,soho,murray hill,11
1,boerum hill,cobble hill,1
1,west village,garment district,14
1,borough park,borough park,1
1,LGA,north sutton area,1
1,clinton,upper east side,18
1,sunny side,upper east side,3
1,upper east side,williamsburg,5
1,central park,soho,1
1,gramercy,south bronx,2
1,little italy,chelsea,5
1,gramercy,sunny side,4
1,JFK,fort green,3
1,chinatown,bushwick,1
1,williamsburg,greenwich village,1
1,LGA,west village,2
1,carroll gardens,fort green,2
1,soho,fort green,2
1,carnegie hill,north sutton area,1
1,LGA,soho,1
1,central park,upper west side,32
1,LGA,upper east side,17
1,LGA,ridgewood,1
1,carnegie hill,garment district,1
1,gramercy,garment district,72
1,chelsea,forest hills,1
1,midtown,tribeca,12
1,tribeca,fort green,2
1,tribeca,sunny side,1
1,LGA,yorkville,1
1,clinton,gramercy,25
1,astoria-long island city,gramercy,1
1,JFK,woodside,1
1,central park,central park,7
1,upper west side,chelsea,30
1,west village,soho,10
1,yorkville,morningside heights,1
1,brooklyn-downtown,brooklyn-downtown,1
1,east village,chelsea,46
1,east village,upper east side,21
1,little italy,fort green,1
1,JFK,mott haven,1
1,upper east side,greenwich village,32
1,LGA,JFK,8
1,financial district,east village,15
1,hamilton heights,soho,1
1,murray hill,yorkville,2
1,clinton,williamsburg,1
1,LGA,city island,1
1,greenwich village,east village,73
1,gramercy,chinatown,5
1,chinatown,greenwich village,3
1,fordham,williams bridge,1
1,north sutton area,lower east side,4
1,upper west side,fort green,1
1,central park,upper east side,15
1,east harlem,clinton,2
1,harlem,east village,2
1,east village,murray hill,10
1,battery park,murray hill,2
1,midtown,tremont,1
1,clinton,west village,14
1,tribeca,gramercy,5
1,greenwich village,astoria-long island city,2
1,lower east side,murray hill,9
1,brooklyn-downtown,park slope,1
1,tribeca,washington heights,1
1,financial district,north sutton area,1
1,murray hill,clinton,9
1,gramercy,middle village,2
1,lower east side,chinatown,10
1,lower east side,east village,42
1,soho,east village,27
1,LGA,middle village,2
1,LGA,harlem,4
1,JFK,harlem,7
1,upper west side,east village,17
1,fort green,williamsburg,2
1,chelsea,washington heights,1
1,carroll gardens,park slope,4
1,greenwich village,soho,33
1,williamsburg,financial district,2
1,north sutton area,east harlem,1
1,JFK,west village,2
1,cobble hill,carroll gardens,1
1,soho,bedford-stuyvesant,1
1,east village,upper west side,10
1,upper east side,LGA,1
1,JFK,murray hill,4
1,battery park,garment district,6
1,gramercy,inwood,1
1,financial district,tribeca,18
1,williamsburg,bedford-stuyvesant,2
1,carroll gardens,boerum hill,2
1,east village,fort green,3
1,carroll gardens,carroll gardens,1
1,north sutton area,upper west side,8
1,tribeca,financial district,13
1,carnegie hill,chinatown,1
1,park slope,sunny side,1
1,clinton,chelsea,45
1,upper east side,carnegie hill,18
1,greenwich village,bedford-stuyvesant,2
1,williamsburg,fort green,4
1,gramercy,lower east side,31
1,east village,JFK,3
1,carroll gardens,harlem,1
1,murray hill,east village,17
1,upper west side,midtown,192
1,west village,JFK,2
1,central park,east village,4
1,lower east side,north sutton area,1
1,yorkville,garment district,1
1,murray hill,upper west side,19
1,LGA,financial district,3
1,tribeca,greenwich village,17
1,LGA,bay ridge,1
1,gramercy,greenwich village,73
1,garment district,park slope,1
1,midtown,financial district,13
1,LGA,fort green,8
1,LGA,laurelton,1
1,north sutton area,chelsea,4
1,garment district,lower east side,11
1,upper west side,north sutton area,6
1,brooklyn-downtown,williamsburg,1
1,upper east side,upper west side,162
1,west village,tribeca,13
1,central park,clinton,1
1,upper east side,west village,13
1,financial district,bedford park,1
1,upper east side,soho,10
1,murray hill,soho,3
1,harlem,upper east side,3
1,sunny side,sunny side,9
1,east village,little italy,10
1,JFK,clearview,1
1,lower east side,bushwick,5
1,LGA,greenwich village,3
1,JFK,utopia,2
1,garment district,upper east side,39
1,boerum hill,carroll gardens,2
1,west village,east village,17
1,upper west side,greenwich village,19
1,lower east side,tribeca,11
1,upper east side,chelsea,36
1,greenwich village,harlem,2
1,JFK,lower east side,3
1,morningside heights,morningside heights,6
1,upper east side,jamaica,1
1,battery park,soho,8
1,fort green,east village,1
1,lower east side,battery park,2
1,financial district,financial district,26
1,midtown,washington heights,5
1,harlem,high bridge,1
1,midtown,midtown,560
1,upper west side,soho,3
1,midtown,gramercy,130
1,financial district,gramercy,12
1,chinatown,fort green,1
1,greenwich village,chinatown,6
1,midtown,JFK,11
1,chinatown,bensonhurst,1
1,hamilton heights,hamilton heights,3
1,bedford-stuyvesant,williamsburg,2
1,murray hill,battery park,1
1,LGA,jackson height,2
1,tribeca,garment district,11
1,lower east side,park slope,7
1,midtown,jamaica,1
1,clinton,murray hill,7
1,battery park,chelsea,7
1,fort green,gramercy,1
1,upper east side,gravesend-sheepshead bay,1
1,LGA,kwq gardens,1
1,tribeca,battery park,11
1,soho,bushwick,1
1,carnegie hill,upper west side,11
1,greenwich village,greenwich village,51
1,garment district,midtown,151
1,yorkville,gramercy,6
1,upper east side,harlem,21
1,chelsea,garment district,92
1,murray hill,financial district,5
1,williamsburg,ridgewood,1
1,north sutton area,central park,1
1,morningside heights,inwood,1
1,soho,gramercy,27
1,gramercy,astoria-long island city,2
1,central park,greenwich village,2
1,astoria-long island city,garment district,2
1,gramercy,woodside,1
1,chinatown,williamsburg,1
1,midtown,sunny side,6
1,gramercy,gramercy,145
1,lower east side,soho,9
1,tribeca,midtown,10
1,fort green,lower east side,1
1,garment district,flushing,1
1,chelsea,east village,49
1,park slope,fort green,3
1,yorkville,yorkville,7
1,north sutton area,upper east side,18
1,bushwick,bushwick,2
1,clinton,tribeca,2
1,midtown,middle village,1
1,north sutton area,soho,1
1,garment district,sunny side,1
1,chinatown,battery park,1
1,chinatown,clinton,1
1,lower east side,midtown,19
1,upper east side,park slope,2
1,tribeca,lower east side,9
1,central park,JFK,3
1,west village,chinatown,3
1,fort green,upper east side,1
1,little italy,upper west side,4
1,tribeca,murray hill,5
1,garment district,north sutton area,3
1,greenwich village,garment district,34
1,sunny side,upper west side,1
1,soho,greenwich village,27
1,LGA,lower east side,1
1,gramercy,chelsea,77
1,upper east side,financial district,8
1,sunny side,forest hills,1
1,midtown,park slope,2
1,garment district,gravesend-sheepshead bay,1
1,springfield gardens,midtown,1
1,chelsea,little italy,10
1,lower east side,greewood,1
1,upper east side,fort green,2
1,garment district,harlem,3
1,little italy,west village,5
1,yorkville,harlem,2
1,west village,bushwick,2
1,upper west side,clinton,52
1,soho,park slope,1
1,soho,tribeca,10
1,fort green,park slope,3
1,midtown,astoria-long island city,5
1,soho,west village,23
1,lower east side,upper east side,15
1,west village,yorkville,1
1,soho,upper west side,6
1,williamsburg,soho,1
1,chelsea,clinton,56
1,east village,gramercy,86
1,garment district,battery park,5
1,soho,soho,19
1,chelsea,kwq gardens,2
1,midtown,east village,48
1,clinton,washington heights,2
1,battery park,greenwich village,8
1,boerum hill,brooklyn-downtown,1
1,greenwich village,midtown,37
1,hamilton heights,upper west side,2
1,chinatown,lower east side,6
1,murray hill,washington heights,1
1,murray hill,fort green,1
1,upper west side,chinatown,1
1,LGA,gramercy,7
1,chelsea,lower east side,20
1,JFK,greenwich village,3
1,chinatown,midtown,3
1,gramercy,murray hill,52
1,battery park,financial district,11
1,little italy,lower east side,8
1,lower east side,gramercy,21
1,chinatown,queensboro hill,1
1,LGA,bensonhurst,1
1,LGA,midtown,29
1,lower east side,bedford-stuyvesant,3
1,garment district,garment district,50
1,garment district,east harlem,1
1,chelsea,JFK,3
1,bushwick,bedford-stuyvesant,1
1,little italy,bedford-stuyvesant,2
1,gramercy,battery park,1
1,carnegie hill,lower east side,1
1,east village,west village,18
1,chelsea,sunny side,1
1,west village,chelsea,48
1,washington heights,gramercy,1
1,boerum hill,boerum hill,2
1,yorkville,upper west side,7
1,lower east side,upper west side,5
1,west village,west village,35
1,gramercy,midtown,132
1,gramercy,carroll gardens,1
1,chelsea,upper east side,23
1,little italy,williamsburg,2
1,garment district,washington heights,1
1,upper west side,west village,15
1,midtown,clinton,105
1,midtown,bedford-stuyvesant,3
1,astoria-long island city,midtown,2
1,soho,garment district,12
1,gramercy,north sutton area,8
1,lower east side,little italy,4
1,LGA,park slope,6
1,harlem,south bronx,1
1,upper east side,sunny side,4
1,yorkville,west village,1
1,greenwich village,little italy,6
1,midtown,brooklyn-downtown,2
1,greenwich village,glendale,1
1,carnegie hill,east harlem,1
1,soho,little italy,6
1,williamsburg,tribeca,1
1,mapleton-flatlands,park slope,1
1,east harlem,hamilton heights,4
1,chinatown,williamsburg,3
1,boerum hill,bedford-stuyvesant,1
1,west village,midtown,34
1,kwq gardens,chelsea,1
1,JFK,jackson height,1
1,greewood,east village,1
1,williamsburg,lower east side,4
1,east village,maspeth,5
1,garment district,fort green,8
1,north sutton area,battery park,1
1,midtown,upper west side,94
1,greenwich village,mapleton-flatlands,2
1,greenwich village,yorkville,7
1,east harlem,harlem,7
1,midtown,glendale,1
1,upper east side,utopia,1
1,greenwich village,queensboro hill,2
1,gramercy,fort green,10
1,gramercy,bay ridge,3
1,mott haven,washington heights,1
1,washington heights,hamilton heights,4
1,chelsea,harlem,24
1,fort green,fort green,18
1,yorkville,harlem,6
1,bay ridge,lower east side,1
1,williamsburg,jackson height,2
1,morris park,morris park,1
1,jackson height,kwq gardens,1
1,greenwich village,east brooklyn,1
1,chelsea,borough park,4
1,jackson height,washington heights,1
1,jackson height,midtown,4
1,astoria-long island city,gramercy,3
1,garment district,murray hill,26
1,garment district,forest hills,2
1,gramercy,bensonhurst,1
1,hunts point,morris heights,1
1,upper east side,ridgewood,3
1,JFK,upper west side,13
1,JFK,garment district,10
1,astoria-long island city,west village,1
1,woodside,kwq gardens,1
1,west village,harlem,5
1,midtown,riverdale,2
1,upper east side,hunts point,1
1,tribeca,ridgewood,1
1,sunset park,greewood,1
1,east village,east harlem,8
1,gramercy,baychester,1
1,carroll gardens,cobble hill,1
1,upper east side,washington heights,9
1,fort green,gramercy,1
1,east harlem,parkchester,1
1,hamilton heights,mott haven,1
1,financial district,east harlem,3
1,gramercy,washington heights,4
1,greenwich village,tribeca,12
1,greenwich village,flushing,1
1,greenwich village,fort green,6
1,central park,LGA,10
1,JFK,east harlem,1
1,lower east side,jamaica,2
1,astoria-long island city,clinton,1
1,soho,chelsea,6
1,park slope,park slope,6
1,west village,parkchester,1
1,park slope,harlem,1
1,greenwich village,woodside,2
1,yorkville,financial district,3
1,north sutton area,kwq gardens,1
1,north sutton area,greenwich village,1
1,east village,chinatown,9
1,chelsea,soho,11
1,murray hill,lower east side,3
1,midtown,soundview,1
1,greenwich village,chinatown,3
1,hamilton heights,midtown,3
1,boerum hill,bensonhurst,1
1,upper west side,tremont,1
1,sunny side,chinatown,1
1,yorkville,clinton,1
1,upper west side,financial district,4
1,fort green,harlem,1
1,harlem,harlem,38
1,financial district,LGA,13
1,garment district,JFK,13
1,east village,lower east side,45
