rain,from,to,count
1,brooklyn-downtown,harlem,2
1,garment district,ridgewood,2
1,financial district,carnegie hill,2
1,LGA,greewood,5
1,hamilton heights,east village,1
1,midtown,little italy,34
1,ridgewood,sunny side,1
1,lower east side,carroll gardens,4
1,bedford-stuyvesant,fort green,3
1,lower east side,harlem,12
1,soho,brooklyn-downtown,6
1,sunny side,bushwick,1
1,morningside heights,union port,1
1,LGA,carnegie hill,13
1,LGA,tremont,2
1,lower east side,cobble hill,4
1,clinton,little neck,1
1,east village,woodhaven-richmond hill,2
1,upper east side,tribeca,30
1,financial district,garment district,17
1,cobble hill,boerum hill,1
1,hamilton heights,east harlem,2
1,harlem,bedford park,1
1,midtown,hamilton heights,28
1,soho,borough park,1
1,LGA,astoria-long island city,42
1,yorkville,high bridge,2
1,financial district,lower east side,37
1,financial district,greenwich village,31
1,murray hill,canarsie,1
1,upper east side,spuyten duyvil,1
1,JFK,sunset park,2
1,west village,central park,2
1,upper east side,midtown,398
1,garment district,morris park,2
1,west village,mapleton-flatlands,1
1,upper east side,bensonhurst,1
1,battery park,sunny side,3
1,gramercy,jackson height,7
1,williamsburg,brooklyn-downtown,2
1,upper east side,brownsville,1
1,brooklyn-downtown,midtown,1
1,chelsea,cobble hill,6
1,fort green,borough park,1
1,yorkville,south bronx,2
1,JFK,north sutton area,3
1,greenwich village,little italy,27
1,midtown,brooklyn-downtown,11
1,JFK,parkchester,4
1,soho,little italy,8
1,williamsburg,tribeca,1
1,carnegie hill,gramercy,8
1,east harlem,hamilton heights,3
1,sunny side,fort green,3
1,boerum hill,bedford-stuyvesant,7
1,west village,midtown,111
1,JFK,jackson height,9
1,greewood,east village,1
1,williamsburg,lower east side,12
1,park slope,south bronx,1
1,east village,maspeth,2
1,garment district,fort green,13
1,north sutton area,battery park,3
1,midtown,upper west side,683
1,east harlem,union port,1
1,LGA,the rockaways,1
1,greenwich village,mapleton-flatlands,2
1,greenwich village,yorkville,6
1,woodside,jackson height,1
1,boerum hill,east harlem,1
1,east harlem,harlem,12
1,high bridge,washington heights,1
1,midtown,glendale,1
1,gramercy,fort green,34
1,LGA,parkchester,5
1,gramercy,bay ridge,3
1,washington heights,hamilton heights,7
1,garment district,bedford-stuyvesant,12
1,fort green,fort green,32
1,yorkville,harlem,9
1,JFK,queens village,1
1,lower east side,woodhaven-richmond hill,1
1,battery park,harlem,1
1,LGA,east brooklyn,3
1,north sutton area,financial district,3
1,jackson height,kwq gardens,2
1,chelsea,borough park,2
1,garment district,kings bridge,3
1,astoria-long island city,gramercy,4
1,garment district,murray hill,90
1,garment district,forest hills,7
1,gramercy,bensonhurst,2
1,harlem,morningside heights,6
1,upper east side,ridgewood,5
1,JFK,upper west side,51
1,midtown,flushing,1
1,JFK,garment district,26
1,clinton,tremont,1
1,LGA,hamilton heights,15
1,west village,harlem,10
1,midtown,riverdale,1
1,upper east side,hunts point,1
1,tribeca,ridgewood,2
1,sunset park,greewood,1
1,forest hills,utopia,4
1,central park,east harlem,7
1,park slope,JFK,1
1,east village,east harlem,3
1,carroll gardens,cobble hill,3
1,upper east side,washington heights,24
1,harlem,west village,1
1,fort green,gramercy,3
1,upper west side,murray hill,31
1,bay ridge,east village,1
1,brooklyn-downtown,sunny side,3
1,gramercy,riverdale,1
1,financial district,east harlem,6
1,upper east side,fordham,1
1,gramercy,washington heights,16
1,astoria-long island city,queens village,1
1,gramercy,high bridge,3
1,upper east side,clearview,1
1,greenwich village,tribeca,50
1,financial district,spuyten duyvil,1
1,greenwich village,flushing,3
1,battery park,upper west side,9
1,greenwich village,fort green,45
1,west village,carroll gardens,6
1,tribeca,mapleton-flatlands,4
1,JFK,east harlem,5
1,astoria-long island city,clinton,1
1,soho,chelsea,61
1,park slope,park slope,22
1,morningside heights,inwood,1
1,little italy,little italy,4
1,yorkville,financial district,1
1,north sutton area,country club,1
1,north sutton area,greenwich village,4
1,east village,chinatown,21
1,chelsea,soho,39
1,garment district,bensonhurst,4
1,midtown,soundview,1
1,east harlem,parkchester,1
1,gramercy,cobble hill,3
1,hamilton heights,midtown,4
1,financial district,throggs neck,1
1,north sutton area,morningside heights,1
1,JFK,astoria-long island city,27
1,upper west side,financial district,10
1,fort green,harlem,1
1,harlem,harlem,31
1,murray hill,central park,7
1,garment district,JFK,6
1,east village,lower east side,103
1,upper east side,mott haven,12
1,financial district,riverdale,1
1,chelsea,east harlem,6
1,upper east side,yorkville,119
1,soho,lower east side,33
1,high bridge,wakefield-williamsbridge,1
1,LGA,washington heights,21
1,murray hill,little italy,5
1,north sutton area,tribeca,1
1,gramercy,bedford park,1
1,murray hill,bay ridge,2
1,gramercy,tribeca,37
1,murray hill,bedford park,1
1,fort green,midtown,1
1,soho,bedford-stuyvesant,13
1,sunset park,midtown,1
1,lower east side,financial district,44
1,ridgewood,jackson height,1
1,carnegie hill,clinton,1
1,gramercy,west village,77
1,financial district,tremont,1
1,murray hill,harlem,12
1,little italy,kwq gardens,1
1,upper east side,central park,50
1,west village,brooklyn-downtown,9
1,murray hill,bushwick,3
1,gramercy,kwq gardens,4
1,greenwich village,battery park,22
1,williamsburg,woodhaven-richmond hill,1
1,upper east side,high bridge,2
1,sunny side,woodside,7
1,lower east side,sunny side,6
1,park slope,greewood,3
1,JFK,midtown,110
1,upper west side,brownsville,1
1,little italy,financial district,15
1,washington heights,upper west side,5
1,harlem,south bronx,3
1,little italy,bushwick,4
1,corona,bedford-stuyvesant,1
1,midtown,bedford-stuyvesant,23
1,tribeca,forest hills,2
1,gramercy,midtown,337
1,west village,west village,54
1,lower east side,upper west side,30
1,yorkville,upper west side,21
1,west village,boerum hill,4
1,LGA,chinatown,3
1,LGA,brownsville,5
1,gramercy,woodside,5
1,harlem,soundview,1
1,east village,west village,56
1,little italy,bedford-stuyvesant,10
1,garment district,east harlem,6
1,JFK,morris park,1
1,astoria-long island city,lower east side,1
1,gramercy,hamilton heights,8
1,astoria-long island city,north sutton area,2
1,east village,jackson height,8
1,garment district,maspeth,1
1,gramercy,murray hill,156
1,chinatown,midtown,9
1,sunny side,harlem,1
1,upper west side,chinatown,3
1,LGA,mott haven,3
1,lower east side,bushwick,14
1,fort green,jamaica,1
1,battery park,greenwich village,10
1,midtown,east village,252
1,garment district,battery park,13
1,jamaica,jackson height,1
1,carnegie hill,chelsea,5
1,east village,bensonhurst,2
1,upper west side,woodside,6
1,soho,west village,34
1,upper west side,clinton,84
1,LGA,brooklyn-downtown,9
1,clinton,park slope,6
1,hamilton heights,gramercy,1
1,murray hill,sunset park,3
1,harlem,JFK,1
1,west village,gramercy,74
1,brooklyn-downtown,little italy,2
1,upper east side,financial district,32
1,gramercy,chelsea,174
1,LGA,lower east side,17
1,soho,greenwich village,49
1,greenwich village,ridgewood,3
1,tribeca,murray hill,14
1,little italy,upper west side,15
1,east village,inwood,2
1,central park,JFK,1
1,tribeca,lower east side,24
1,park slope,williamsburg,3
1,garment district,sunny side,22
1,astoria-long island city,jamaica,1
1,greenwich village,spuyten duyvil,1
1,lower east side,inwood,2
1,tribeca,sunset park,2
1,west village,cobble hill,2
1,fort green,lower east side,4
1,chelsea,mott haven,2
1,gramercy,gramercy,318
1,clinton,harlem,23
1,midtown,saintalbans,1
1,garment district,brooklyn-downtown,3
1,garment district,springfield gardens,1
1,chelsea,tremont,1
1,JFK,boerum hill,4
1,central park,morningside heights,4
1,financial district,clinton,16
1,upper east side,harlem,58
1,jackson height,woodside,1
1,chelsea,park slope,33
1,midtown,utopia,2
1,gramercy,bushwick,8
1,tribeca,little neck,1
1,harlem,little neck,1
1,tribeca,garment district,23
1,murray hill,battery park,5
1,tribeca,jackson height,2
1,LGA,hunts point,1
1,greenwich village,mott haven,1
1,hamilton heights,hamilton heights,7
1,financial district,gramercy,48
1,midtown,gramercy,594
1,LGA,clearview,1
1,park slope,bay ridge,1
1,harlem,high bridge,3
1,astoria-long island city,fort green,1
1,mott haven,east harlem,2
1,west village,woodside,2
1,upper east side,jamaica,2
1,flushing,flushing,2
1,central park,carnegie hill,5
1,upper west side,greenwich village,43
1,west village,east village,64
1,clinton,woodside,1
1,garment district,upper east side,148
1,clinton,carroll gardens,3
1,JFK,clearview,1
1,murray hill,soho,14
1,upper west side,high bridge,1
1,sunny side,lower east side,1
1,upper east side,west village,31
1,woodside,glendale,1
1,williamsburg,carroll gardens,1
1,JFK,brooklyn-downtown,5
1,park slope,mapleton-flatlands,3
1,brooklyn-downtown,williamsburg,7
1,garment district,park slope,8
1,battery park,mapleton-flatlands,1
1,upper east side,upper west side,383
1,east village,mott haven,1
1,LGA,financial district,51
1,murray hill,upper west side,49
1,carnegie hill,jackson height,1
1,JFK,morris heights,1
1,lower east side,north sutton area,2
1,ridgewood,greewood,1
1,upper west side,midtown,309
1,greenwich village,bedford park,1
1,brooklyn-downtown,east harlem,1
1,upper east side,carnegie hill,119
1,carroll gardens,carroll gardens,9
1,tribeca,canarsie,1
1,battery park,garment district,7
1,east village,fordham,1
1,upper east side,williams bridge,1
1,williamsburg,boerum hill,3
1,garment district,soundview,1
1,midtown,canarsie,4
1,astoria-long island city,upper east side,3
1,sunny side,gramercy,4
1,midtown,maspeth,6
1,soho,east village,53
1,west village,battery park,12
1,murray hill,clinton,32
1,east village,ridgewood,1
1,clinton,west village,41
1,soho,hamilton heights,1
1,jamaica,upper west side,1
1,garment district,borough park,3
1,east village,mapleton-flatlands,2
1,garment district,woodside,3
1,garment district,carroll gardens,2
1,murray hill,hamilton heights,1
1,financial district,east village,36
1,east harlem,astoria-long island city,2
1,clinton,yorkville,4
1,east village,upper east side,118
1,bushwick,fort green,1
1,midtown,gravesend-sheepshead bay,9
1,little italy,battery park,3
1,harlem,clinton,2
1,clinton,great kills,1
1,murray hill,greewood,1
1,north sutton area,carroll gardens,1
1,battery park,bushwick,1
1,borough park,mapleton-flatlands,1
1,JFK,wakefield-williamsbridge,2
1,gramercy,boerum hill,6
1,LGA,soho,5
1,chinatown,bushwick,1
1,gramercy,sunny side,20
1,yorkville,fordham,1
1,LGA,north sutton area,11
1,west village,garment district,45
1,garment district,chelsea,97
1,astoria-long island city,bushwick,1
1,lower east side,lower east side,60
1,garment district,morningside heights,9
1,east village,park slope,19
1,chelsea,bushwick,9
1,yorkville,canarsie,1
1,gramercy,carnegie hill,18
1,murray hill,tribeca,9
1,east village,harlem,12
1,garment district,gravesend-sheepshead bay,2
1,LGA,high bridge,1
1,sunny side,garment district,1
1,murray hill,garment district,49
1,hamilton heights,harlem,10
1,financial district,ridgewood,1
1,financial district,midtown,47
1,JFK,maspeth,1
1,upper east side,clinton,63
1,astoria-long island city,washington heights,1
1,upper east side,bushwick,1
1,clinton,university heights,1
1,greenwich village,jackson height,2
1,boerum hill,tribeca,1
1,chelsea,sunny side,7
1,greenwich village,boerum hill,1
1,chelsea,JFK,4
1,garment district,hamilton heights,5
1,upper west side,gramercy,30
1,upper west side,carnegie hill,27
1,upper east side,parkchester,1
1,harlem,midtown,7
1,hamilton heights,clinton,1
1,clinton,morningside heights,5
1,morningside heights,south bronx,2
1,fort green,financial district,1
1,borough park,dyker heights,1
1,chelsea,murray hill,39
1,east village,borough park,2
1,JFK,gravesend-sheepshead bay,7
1,little italy,soho,7
1,upper east side,wakefield-williamsbridge,1
1,JFK,williamsburg,23
1,little italy,morningside heights,1
1,chinatown,chinatown,1
1,chelsea,chelsea,137
1,JFK,cobble hill,1
1,chelsea,harlem,11
1,soho,park slope,2
1,soho,boerum hill,1
1,bedford-stuyvesant,bedford-stuyvesant,12
1,tribeca,chelsea,15
1,morris park,tremont,1
1,midtown,sunset park,1
1,chelsea,jackson height,3
1,greenwich village,greewood,1
1,soho,gravesend-sheepshead bay,1
1,borough park,bensonhurst,1
1,north sutton area,gramercy,18
1,LGA,soundview,1
1,midtown,ridgewood,3
1,east village,bedford-stuyvesant,10
1,LGA,williamsburg,26
1,east village,Auburndale,1
1,gramercy,yorkville,9
1,upper west side,inwood,1
1,murray hill,lower east side,3
1,high bridge,harlem,1
1,central park,yorkville,8
1,JFK,mapleton-flatlands,10
1,forest hills,forest hills,1
1,upper west side,gravesend-sheepshead bay,1
1,midtown,park slope,7
1,harlem,north sutton area,1
1,west village,east harlem,3
1,JFK,chinatown,1
1,woodside,astoria-long island city,3
1,jackson height,astoria-long island city,2
1,greenwich village,north sutton area,1
1,midtown,carroll gardens,1
1,yorkville,upper east side,23
1,mapleton-flatlands,canarsie,1
1,upper west side,yorkville,13
1,upper west side,high bridge,2
1,carnegie hill,upper east side,82
1,east village,soho,20
1,tribeca,LGA,2
1,park slope,fort green,3
1,JFK,ridgewood,3
1,midtown,bushwick,4
1,garment district,williams bridge,1
1,east village,cobble hill,1
1,LGA,chelsea,34
1,greenwich village,forest hills,2
1,forest hills,kwq gardens,1
1,north sutton area,harlem,2
1,east harlem,yorkville,18
1,fort green,mapleton-flatlands,1
1,tribeca,clinton,6
1,chelsea,financial district,28
1,JFK,carroll gardens,7
1,harlem,financial district,2
1,hamilton heights,financial district,1
1,murray hill,north sutton area,6
1,LGA,woodhaven-richmond hill,3
1,harlem,LGA,2
1,financial district,carnegie hill,1
1,LGA,greewood,2
1,hamilton heights,east village,2
1,midtown,little italy,5
1,bedford-stuyvesant,fort green,5
1,lower east side,harlem,2
1,brooklyn-downtown,lower east side,6
1,garment district,spuyten duyvil,1
1,carnegie hill,washington heights,1
1,LGA,carnegie hill,5
1,LGA,tremont,1
1,upper east side,tribeca,10
1,financial district,garment district,9
1,hamilton heights,east harlem,2
1,tribeca,hamilton heights,1
1,midtown,hamilton heights,12
1,soho,borough park,1
1,LGA,astoria-long island city,35
1,financial district,lower east side,13
1,financial district,greenwich village,15
1,west village,annandale,1
1,JFK,sunset park,2
1,upper east side,midtown,734
1,upper east side,bensonhurst,1
1,battery park,little italy,1
1,little italy,tribeca,4
1,brooklyn-downtown,midtown,2
1,chelsea,cobble hill,1
1,fort green,borough park,1
1,yorkville,south bronx,1
1,greenwich village,little italy,7
1,midtown,brooklyn-downtown,7
1,north sutton area,LGA,1
1,soho,little italy,3
1,williamsburg,tribeca,1
1,JFK,tremont,1
1,gramercy,hunts point,1
1,carnegie hill,gramercy,5
1,east harlem,hamilton heights,4
1,boerum hill,bedford-stuyvesant,1
1,west village,midtown,76
1,chelsea,little neck,1
1,JFK,jackson height,5
1,williamsburg,lower east side,3
1,east village,maspeth,1
1,garment district,fort green,5
1,north sutton area,battery park,3
1,midtown,upper west side,121
1,greenwich village,mapleton-flatlands,2
1,greenwich village,yorkville,1
1,east harlem,harlem,13
1,forest hills,utopia,1
1,gramercy,fort green,5
1,carroll gardens,LGA,2
1,washington heights,hamilton heights,4
1,garment district,bedford-stuyvesant,8
1,fort green,fort green,12
1,yorkville,harlem,8
1,JFK,queens village,1
1,LGA,east brooklyn,3
1,north sutton area,financial district,12
1,chelsea,borough park,1
1,astoria-long island city,gramercy,3
1,garment district,murray hill,90
1,harlem,morningside heights,2
1,upper east side,ridgewood,2
1,JFK,upper west side,23
1,JFK,garment district,24
1,LGA,hamilton heights,8
1,west village,harlem,3
1,midtown,riverdale,1
1,cobble hill,upper east side,1
1,JFK,Auburndale,1
1,tribeca,ridgewood,1
1,brooklyn-downtown,upper east side,2
1,central park,east harlem,2
1,park slope,JFK,1
1,morris heights,morris heights,1
1,east village,east harlem,4
1,carroll gardens,cobble hill,1
1,upper east side,washington heights,10
1,harlem,west village,1
1,fort green,gramercy,2
1,upper east side,astoria-long island city,11
1,hamilton heights,mott haven,1
1,north sutton area,chinatown,1
1,financial district,east harlem,3
1,gramercy,washington heights,3
1,gramercy,high bridge,1
1,greenwich village,tribeca,16
1,battery park,upper west side,2
1,greenwich village,fort green,6
1,central park,LGA,3
1,LGA,brooklyn-downtown,14
1,JFK,east harlem,1
1,astoria-long island city,clinton,2
1,soho,chelsea,25
1,park slope,park slope,2
1,morningside heights,inwood,1
1,little italy,little italy,1
1,greenwich village,woodside,3
1,central park,carnegie hill,8
1,sunny side,sunset park,1
1,north sutton area,greenwich village,2
1,east village,chinatown,5
1,chelsea,soho,13
1,hamilton heights,midtown,5
1,upper west side,tremont,1
1,JFK,astoria-long island city,9
1,upper west side,financial district,12
1,harlem,harlem,28
1,murray hill,central park,4
1,garment district,JFK,2
1,east village,lower east side,33
1,hamilton heights,yorkville,1
1,upper east side,mott haven,8
1,upper east side,yorkville,69
1,soho,lower east side,9
1,little italy,LGA,1
1,LGA,washington heights,13
1,jamaica,bedford-stuyvesant,1
1,washington heights,upper east side,3
1,cobble hill,greenwich village,1
1,murray hill,little italy,1
1,tribeca,carnegie hill,1
1,gramercy,bedford park,1
1,gramercy,tribeca,21
1,soho,bedford-stuyvesant,2
1,lower east side,financial district,20
1,battery park,bay ridge,1
1,gramercy,west village,9
1,harlem,chelsea,1
1,upper east side,central park,38
1,west village,brooklyn-downtown,3
1,murray hill,bushwick,1
1,greenwich village,battery park,19
1,little italy,greewood,1
1,upper east side,high bridge,3
1,sunny side,woodside,2
1,lower east side,sunny side,3
1,inwood,upper east side,1
1,JFK,midtown,91
1,little italy,financial district,6
1,washington heights,upper west side,4
1,harlem,south bronx,3
1,little italy,bushwick,1
1,JFK,soundview,1
1,midtown,bedford-stuyvesant,2
1,gramercy,midtown,319
1,west village,west village,19
1,lower east side,upper west side,7
1,yorkville,upper west side,12
1,west village,boerum hill,2
1,LGA,chinatown,2
1,gramercy,woodside,1
1,east village,west village,12
1,little italy,bedford-stuyvesant,2
1,garment district,east harlem,4
1,LGA,bensonhurst,1
1,gramercy,hamilton heights,5
1,astoria-long island city,north sutton area,3
1,east village,jackson height,7
1,gramercy,murray hill,96
1,chinatown,midtown,2
1,LGA,little neck,2
1,upper west side,chinatown,1
1,LGA,mott haven,2
1,LGA,south bronx,2
1,battery park,greenwich village,9
1,carroll gardens,greenwich village,1
1,midtown,east village,26
1,garment district,battery park,7
1,carnegie hill,chelsea,5
1,upper west side,woodside,2
1,soho,west village,12
1,upper west side,clinton,31
1,hamilton heights,gramercy,1
1,west village,gramercy,36
1,brooklyn-downtown,little italy,1
1,upper east side,financial district,86
1,gramercy,chelsea,82
1,LGA,lower east side,14
1,soho,greenwich village,22
1,greenwich village,ridgewood,3
1,tribeca,murray hill,5
1,jamaica,greenwich village,1
1,central park,JFK,1
1,tribeca,lower east side,9
1,garment district,sunny side,6
1,west village,cobble hill,2
1,fort green,lower east side,1
1,gramercy,gramercy,166
1,clinton,harlem,9
1,chinatown,mott haven,1
1,garment district,brooklyn-downtown,3
1,JFK,boerum hill,3
1,financial district,clinton,3
1,chinatown,astoria-long island city,1
1,upper east side,harlem,30
1,jackson height,woodside,5
1,midtown,utopia,1
1,gramercy,bushwick,2
1,tribeca,garment district,8
1,murray hill,battery park,12
1,LGA,hunts point,1
1,hamilton heights,hamilton heights,12
1,JFK,todt hill,1
1,sunny side,chelsea,3
1,financial district,gramercy,16
1,midtown,gramercy,159
1,harlem,high bridge,1
1,morningside heights,astoria-long island city,1
1,lower east side,battery park,5
1,morningside heights,morningside heights,6
1,morningside heights,midtown,8
1,greewood,bedford-stuyvesant,1
1,upper west side,greenwich village,5
1,west village,east village,10
1,clinton,woodside,2
1,garment district,upper east side,87
1,washington heights,morris park,2
1,clinton,carroll gardens,1
1,JFK,clearview,3
1,gramercy,greenwich village,50
1,upper east side,west village,6
1,JFK,brooklyn-downtown,6
1,washington heights,garment district,1
1,park slope,mapleton-flatlands,1
1,brooklyn-downtown,williamsburg,1
1,garment district,park slope,3
1,cobble hill,gramercy,1
1,upper east side,upper west side,138
1,east village,mott haven,1
1,LGA,financial district,52
1,murray hill,upper west side,8
1,carnegie hill,jackson height,1
1,lower east side,north sutton area,2
1,west village,JFK,1
1,upper west side,midtown,316
1,upper east side,carnegie hill,59
1,carroll gardens,carroll gardens,2
1,battery park,garment district,10
1,astoria-long island city,upper east side,8
1,sunny side,gramercy,2
1,soho,east village,4
1,west village,battery park,13
1,sunny side,LGA,2
1,murray hill,clinton,20
1,carroll gardens,murray hill,1
1,clinton,west village,11
1,midtown,greewood,1
1,upper east side,bedford park,1
1,garment district,woodside,3
1,LGA,saintalbans,1
1,financial district,east village,3
1,east harlem,astoria-long island city,1
1,fort green,murray hill,1
1,east village,upper east side,22
1,midtown,gravesend-sheepshead bay,2
1,little italy,battery park,3
1,harlem,clinton,2
1,borough park,mapleton-flatlands,1
1,JFK,wakefield-williamsbridge,3
1,LGA,soho,18
1,gramercy,sunny side,4
1,LGA,north sutton area,6
1,west village,garment district,31
1,garment district,chelsea,73
1,lower east side,lower east side,18
1,garment district,morningside heights,2
1,east village,park slope,6
1,chelsea,bushwick,1
1,gramercy,carnegie hill,2
1,west village,bushwick,2
1,east village,harlem,4
1,LGA,high bridge,1
1,sunny side,garment district,5
1,harlem,carnegie hill,2
1,murray hill,garment district,58
1,LGA,woodside,10
1,financial district,ridgewood,1
1,financial district,midtown,37
1,carnegie hill,utopia,1
1,upper east side,clinton,27
1,midtown,oakwood,1
1,garment district,little italy,4
1,JFK,west village,6
1,greenwich village,park slope,1
1,carnegie hill,murray hill,3
1,hamilton heights,garment district,1
1,JFK,LGA,9
1,upper east side,murray hill,78
1,midtown,east harlem,13
1,clinton,upper west side,34
1,carroll gardens,fort green,2
1,brooklyn-downtown,chinatown,1
1,fort green,boerum hill,3
1,chelsea,west village,35
1,yorkville,clinton,1
1,soho,mapleton-flatlands,1
1,fort green,battery park,1
1,murray hill,gramercy,80
1,lower east side,sunset park,1
1,little italy,yorkville,3
1,morningside heights,gramercy,2
1,williamsburg,bushwick,9
1,tribeca,chinatown,1
1,chelsea,gramercy,84
1,east village,tribeca,12
1,central park,garment district,6
1,sunny side,north sutton area,1
1,JFK,kings bridge,1
1,LGA,upper west side,51
1,lower east side,fort green,7
1,bushwick,williamsburg,2
1,carroll gardens,williamsburg,2
1,midtown,bensonhurst,1
1,carnegie hill,carnegie hill,10
1,bedford-stuyvesant,bushwick,3
1,upper west side,murray hill,30
1,clinton,battery park,13
1,greenwich village,gramercy,68
1,east village,battery park,6
1,LGA,mapleton-flatlands,5
1,woodside,sunny side,8
1,harlem,washington heights,3
1,east harlem,hunts point,1
1,chelsea,greenwich village,35
1,chinatown,soho,3
1,mott haven,lower east side,1
1,yorkville,central park,2
1,JFK,spuyten duyvil,1
1,greenwich village,chelsea,63
1,carnegie hill,tribeca,4
1,little italy,astoria-long island city,2
1,fort green,greenwich village,1
1,chelsea,midtown,179
1,gramercy,little italy,4
1,chelsea,fort green,8
1,east harlem,garment district,2
1,sunny side,east village,2
1,west village,little italy,4
1,mapleton-flatlands,mapleton-flatlands,2
1,little italy,clinton,3
1,tribeca,bedford-stuyvesant,1
1,east village,carroll gardens,1
1,brooklyn-downtown,financial district,2
1,astoria-long island city,south bronx,2
1,west village,financial district,27
1,tribeca,harlem,1
1,carnegie hill,harlem,1
1,midtown,morningside heights,5
1,battery park,hamilton heights,2
1,JFK,chelsea,24
1,upper east side,morningside heights,10
1,sunny side,midtown,14
1,chelsea,south bronx,1
1,JFK,battery park,7
1,soho,bay ridge,1
1,murray hill,middle village,1
1,upper west side,battery park,12
1,lower east side,chelsea,12
1,midtown,greenwich village,38
1,west village,hamilton heights,3
1,jamaica,spuyten duyvil,1
1,clinton,midtown,131
1,little italy,mott haven,1
1,soho,LGA,2
1,mott haven,south bronx,1
1,sunset park,tribeca,1
1,chinatown,financial district,4
1,lower east side,east harlem,2
1,greenwich village,williamsburg,10
1,upper east side,hamilton heights,5
1,morningside heights,high bridge,1
1,soho,greewood,2
1,LGA,middle village,1
1,forest hills,murray hill,1
1,upper east side,inwood,2
1,battery park,washington heights,1
1,west village,astoria-long island city,3
1,murray hill,murray hill,23
1,JFK,JFK,20
1,soho,financial district,10
1,west village,soho,20
1,gramercy,east village,45
1,williamsburg,morningside heights,1
1,JFK,upper east side,48
1,financial district,williamsburg,2
1,garment district,LGA,5
1,carnegie hill,battery park,2
1,central park,hamilton heights,2
1,east village,upper west side,8
1,east harlem,morris heights,1
1,west village,sunny side,1
1,chelsea,dyker heights,1
1,yorkville,hamilton heights,1
1,LGA,morris heights,1
1,yorkville,williamsburg,1
1,greenwich village,murray hill,34
1,north sutton area,bedford-stuyvesant,2
1,JFK,morningside heights,5
1,murray hill,midtown,163
1,battery park,astoria-long island city,1
1,east village,garment district,23
1,financial district,west village,7
1,boerum hill,midtown,1
1,LGA,murray hill,48
1,north sutton area,astoria-long island city,1
1,upper west side,central park,26
1,LGA,flushing,5
1,midtown,carnegie hill,14
1,upper west side,morningside heights,31
1,upper west side,hamilton heights,15
1,JFK,kwq gardens,4
1,little italy,midtown,9
1,JFK,little italy,5
1,garment district,carnegie hill,4
1,midtown,springfield gardens,1
1,tribeca,east village,8
1,clinton,soho,5
1,west village,upper east side,16
1,midtown,kwq gardens,3
1,chelsea,bedford-stuyvesant,9
1,williamsburg,chelsea,2
1,garment district,todt hill,1
1,west village,williamsburg,3
1,garment district,central park,3
1,midtown,west village,26
1,gramercy,harlem,4
1,chinatown,murray hill,1
1,JFK,bay ridge,4
1,financial district,chinatown,5
1,JFK,bedford-stuyvesant,25
1,chelsea,battery park,25
1,LGA,garment district,41
1,midtown,south bronx,2
1,battery park,clinton,2
1,clinton,murray hill,18
1,LGA,jackson height,17
1,financial district,brooklyn-downtown,2
1,west village,upper west side,11
1,financial district,washington heights,2
1,east village,astoria-long island city,13
1,greenwich village,clinton,19
1,garment district,washington heights,14
1,carnegie hill,yorkville,5
1,midtown,woodside,7
1,soho,williamsburg,3
1,financial district,chelsea,10
1,harlem,central park,4
1,JFK,clinton,17
1,JFK,hamilton heights,4
1,kwq gardens,bedford-stuyvesant,1
1,kwq gardens,forest hills,1
1,JFK,bensonhurst,1
1,north sutton area,east village,1
1,garment district,parkchester,1
1,washington heights,midtown,1
1,east harlem,morningside heights,1
1,upper west side,upper east side,142
1,upper east side,forest hills,1
1,west village,bedford-stuyvesant,6
1,sunny side,williamsburg,1
1,east village,clinton,9
1,boerum hill,fort green,3
1,boerum hill,greenwich village,1
1,upper east side,upper east side,655
1,JFK,soho,5
1,lower east side,clinton,5
1,brooklyn-downtown,east village,2
1,upper west side,morris heights,1
1,east harlem,gramercy,1
1,central park,murray hill,8
1,midtown,soho,28
1,west village,greenwich village,34
1,cobble hill,lower east side,1
1,morningside heights,central park,1
1,garment district,soho,12
1,upper west side,williamsburg,2
1,JFK,little neck,2
1,gramercy,east harlem,6
1,upper west side,forest hills,1
1,brooklyn-downtown,battery park,1
1,little italy,upper east side,4
1,upper west side,wakefield-williamsbridge,1
1,lower east side,little italy,12
1,soho,garment district,8
1,soho,astoria-long island city,1
1,maspeth,greenwich village,1
1,fort green,williamsburg,9
1,west village,chelsea,58
1,brooklyn-downtown,LGA,1
1,lower east side,bedford-stuyvesant,15
1,gramercy,north sutton area,5
1,williamsburg,middle village,1
1,battery park,financial district,34
1,JFK,greenwich village,14
1,LGA,gramercy,58
1,chelsea,yorkville,2
1,greenwich village,midtown,102
1,carnegie hill,garment district,8
1,williamsburg,sunny side,1
1,brooklyn-downtown,bedford-stuyvesant,4
1,LGA,central park,5
1,tribeca,upper east side,9
1,morningside heights,east harlem,1
1,bedford park,clinton,1
1,chelsea,east village,31
1,tribeca,midtown,47
1,midtown,sunny side,15
1,astoria-long island city,garment district,1
1,yorkville,financial district,6
1,financial district,bushwick,1
1,garment district,midtown,328
1,LGA,ridgewood,3
1,carnegie hill,upper west side,9
1,JFK,washington heights,5
1,bedford-stuyvesant,williamsburg,6
1,bedford-stuyvesant,canarsie,1
1,middle village,maspeth,1
1,upper west side,soho,7
1,little italy,murray hill,2
1,upper east side,woodhaven-richmond hill,1
1,lower east side,yorkville,2
1,battery park,soho,13
1,tribeca,soho,15
1,JFK,lower east side,11
