rain,from,to,count
1,JFK,forest hills,16
1,brooklyn-downtown,fort green,18
1,greenwich village,washington heights,3
1,garment district,the rockaways,2
1,chelsea,park slope,24
1,clinton,bedford-stuyvesant,2
1,carroll gardens,borough park,1
1,mott haven,JFK,1
1,astoria-long island city,financial district,1
1,upper east side,lower east side,86
1,tribeca,brooklyn-downtown,6
1,LGA,queensboro hill,10
1,tremont,JFK,1
1,upper west side,astoria-long island city,12
1,harlem,morris heights,2
1,greenwich village,carnegie hill,10
1,washington heights,central park,1
1,east village,little italy,44
1,carroll gardens,brooklyn-downtown,4
1,east harlem,upper west side,9
1,greenwich village,bushwick,5
1,williamsburg,upper west side,1
1,LGA,south beach,1
1,JFK,queensboro hill,4
1,upper east side,battery park,26
1,murray hill,fort green,11
1,upper east side,flushing,4
1,carnegie hill,boerum hill,1
1,lower east side,greenwich village,83
1,JFK,financial district,23
1,park slope,carroll gardens,2
1,north sutton area,garment district,50
1,greenwich village,bay ridge,3
1,hamilton heights,washington heights,5
1,lower east side,JFK,5
1,central park,washington heights,3
1,upper east side,bedford-stuyvesant,5
1,woodside,maspeth,1
1,carroll gardens,upper west side,3
1,soho,battery park,46
1,lower east side,astoria-long island city,1
1,clinton,garment district,165
1,financial district,upper west side,30
1,carroll gardens,midtown,4
1,west village,morningside heights,2
1,garment district,fordham,2
1,springfield gardens,battery park,2
1,JFK,east village,32
1,sunny side,maspeth,4
1,tribeca,JFK,6
1,yorkville,north sutton area,5
1,carnegie hill,financial district,1
1,LGA,carroll gardens,8
1,tribeca,borough park,1
1,washington heights,washington heights,18
1,lower east side,west village,37
1,morningside heights,washington heights,7
1,gramercy,brooklyn-downtown,12
1,bushwick,bushwick,2
1,washington heights,morris heights,2
1,clinton,forest hills,1
1,east harlem,chinatown,2
1,LGA,LGA,33
1,murray hill,chinatown,15
1,north sutton area,yorkville,6
1,kwq gardens,west village,1
1,JFK,yorkville,7
1,financial district,gravesend-sheepshead bay,3
1,upper west side,JFK,50
1,lower east side,jackson height,2
1,carnegie hill,central park,29
1,williamsburg,little italy,2
1,chelsea,mott haven,2
1,kwq gardens,utopia,1
1,midtown,fort green,11
1,murray hill,sunny side,10
1,greenwich village,cobble hill,11
1,morningside heights,upper east side,24
1,sunny side,upper east side,6
1,chelsea,hamilton heights,6
1,battery park,fordham,1
1,astoria-long island city,woodside,5
1,astoria-long island city,chelsea,2
1,financial district,little italy,47
1,upper east side,throggs neck,1
1,upper west side,mapleton-flatlands,2
1,little italy,greenwich village,55
1,financial district,kings bridge,1
1,murray hill,astoria-long island city,4
1,central park,jackson height,1
1,tribeca,tribeca,79
1,carnegie hill,little italy,2
1,jamaica,greenwich village,1
1,midtown,JFK,141
1,tribeca,yorkville,2
1,battery park,LGA,2
1,upper west side,williams bridge,1
1,flushing,flushing,5
1,east harlem,carnegie hill,1
1,garment district,north sutton area,24
1,springfield gardens,midtown,1
1,soho,soho,81
1,chelsea,north sutton area,14
1,east village,williamsburg,23
1,soho,greenwich village,185
1,gramercy,soho,191
1,washington heights,riverdale,1
1,fort green,bedford-stuyvesant,2
1,financial district,sunny side,2
1,clinton,east village,26
1,greenwich village,west village,188
1,murray hill,upper east side,412
1,LGA,gravesend-sheepshead bay,1
1,murray hill,maspeth,2
1,battery park,upper east side,34
1,carnegie hill,midtown,162
1,sunny side,greenwich village,1
1,chelsea,parkchester,1
1,harlem,upper west side,46
1,little italy,gramercy,63
1,lower east side,ettingville,1
1,greenwich village,upper east side,115
1,soho,harlem,3
1,fort green,central park,1
1,williamsburg,murray hill,1
1,central park,inwood,2
1,central park,west village,7
1,soho,clinton,28
1,clinton,boerum hill,2
1,west village,murray hill,38
1,greenwich village,gravesend-sheepshead bay,2
1,upper west side,university heights,2
1,chinatown,garment district,23
1,gramercy,brownsville,1
1,carroll gardens,financial district,4
1,astoria-long island city,east harlem,1
1,boerum hill,mapleton-flatlands,1
1,east brooklyn,east brooklyn,5
1,JFK,gramercy,47
1,washington heights,harlem,3
1,upper east side,boerum hill,5
1,sunny side,astoria-long island city,24
1,soho,north sutton area,8
1,south bronx,harlem,1
1,soho,carroll gardens,6
1,battery park,carnegie hill,2
1,east village,greenwich village,203
1,garment district,jackson height,4
1,tribeca,park slope,6
1,woodside,forest hills,1
1,carnegie hill,wakefield-williamsbridge,1
1,upper east side,sunset park,1
1,clinton,south bronx,1
1,maspeth,midtown,1
1,east harlem,upper east side,43
1,chinatown,east village,19
1,brooklyn-downtown,JFK,1
1,murray hill,inwood,3
1,lower east side,gravesend-sheepshead bay,1
1,garment district,greewood,4
1,park slope,boerum hill,4
1,carroll gardens,tribeca,1
1,gramercy,mott haven,4
1,murray hill,LGA,29
1,chelsea,brownsville,1
1,garment district,yorkville,20
1,astoria-long island city,jackson height,5
1,JFK,flushing,7
1,woodside,middle village,1
1,midtown,garment district,1319
1,JFK,williamsburg,30
1,JFK,bushwick,26
1,upper west side,riverdale,4
1,brooklyn-downtown,tribeca,1
1,clinton,upper east side,121
1,central park,soho,9
1,little italy,chelsea,38
1,little italy,sunny side,2
1,JFK,fort green,32
1,LGA,west village,12
1,inwood,riverdale,1
1,central park,upper west side,286
1,midtown,bay ridge,3
1,brooklyn-downtown,mapleton-flatlands,1
1,yorkville,jackson height,1
1,battery park,park slope,3
1,midtown,tribeca,122
1,garment district,mapleton-flatlands,2
1,JFK,borough park,8
1,LGA,yorkville,22
1,east village,chelsea,125
1,park slope,lower east side,1
1,carroll gardens,east brooklyn,1
1,LGA,bedford park,2
1,upper east side,greenwich village,139
1,hamilton heights,soho,1
1,clinton,mott haven,2
1,kwq gardens,flushing,1
1,LGA,city island,1
1,greenwich village,east village,309
1,gramercy,chinatown,40
1,west village,forest hills,1
1,central park,upper east side,329
1,midtown,morris heights,2
1,tribeca,carnegie hill,3
1,JFK,cobble hill,2
1,greenwich village,astoria-long island city,7
1,little italy,harlem,2
1,upper west side,chinatown,3
1,tribeca,washington heights,2
1,LGA,utopia,3
1,gramercy,middle village,1
1,lower east side,chinatown,17
1,JFK,harlem,21
1,murray hill,jackson height,2
1,upper east side,tremont,1
1,greenwich village,east harlem,3
1,upper east side,LGA,70
1,williamsburg,financial district,1
1,LGA,little neck,2
1,north sutton area,east harlem,2
1,cobble hill,carroll gardens,2
1,east village,upper west side,34
1,hamilton heights,upper west side,18
1,carroll gardens,boerum hill,8
1,east village,fort green,15
1,north sutton area,carroll gardens,3
1,brownsville,little italy,1
1,clinton,chelsea,266
1,williamsburg,fort green,2
1,tribeca,central park,1
1,financial district,queensboro hill,1
1,chinatown,chelsea,18
1,tribeca,greenwich village,97
1,gramercy,greenwich village,497
1,midtown,financial district,264
1,lower east side,battery park,14
1,north sutton area,chelsea,18
1,financial district,middle village,1
1,west village,tribeca,55
1,tribeca,bay ridge,3
1,east brooklyn,fort green,1
1,garment district,west village,101
1,sunny side,sunny side,62
1,financial district,williamsburg,23
1,clinton,morningside heights,11
1,west village,greewood,1
1,upper east side,chelsea,203
1,greenwich village,carroll gardens,9
1,JFK,lower east side,24
1,little italy,north sutton area,3
1,tribeca,soho,82
1,clinton,borough park,1
1,battery park,soho,39
1,lower east side,yorkville,2
1,upper east side,woodhaven-richmond hill,2
1,little italy,murray hill,26
1,chinatown,chinatown,6
1,upper west side,soho,32
1,bedford-stuyvesant,williamsburg,1
1,jackson height,north sutton area,1
1,JFK,washington heights,16
1,williamsburg,battery park,1
1,lower east side,brooklyn-downtown,4
1,carnegie hill,upper west side,188
1,LGA,ridgewood,4
1,garment district,midtown,1429
1,financial district,bushwick,2
1,carnegie hill,north sutton area,10
1,astoria-long island city,garment district,1
1,midtown,sunny side,45
1,tribeca,midtown,78
1,chelsea,east village,178
1,midtown,morris park,1
1,morningside heights,east harlem,15
1,clinton,chinatown,7
1,financial district,brownsville,1
1,tribeca,upper east side,28
1,financial district,mapleton-flatlands,2
1,LGA,central park,23
1,central park,tribeca,1
1,bedford park,bedford park,4
1,gramercy,east brooklyn,2
1,LGA,queens village,4
1,yorkville,tremont,3
1,washington heights,fordham,1
1,williamsburg,sunny side,2
1,carnegie hill,garment district,24
1,greenwich village,midtown,286
1,chelsea,yorkville,12
1,LGA,maspeth,1
1,LGA,gramercy,75
1,JFK,greenwich village,27
1,tribeca,east harlem,3
1,battery park,financial district,102
1,north sutton area,williamsburg,3
1,gramercy,north sutton area,63
1,lower east side,bedford-stuyvesant,7
1,springfield gardens,west village,1
1,murray hill,parkchester,2
1,brooklyn-downtown,LGA,1
1,carnegie hill,lower east side,9
1,west village,chelsea,240
1,fort green,williamsburg,6
1,jamaica,east village,1
1,hamilton heights,bedford-stuyvesant,1
1,soho,astoria-long island city,1
1,boerum hill,chelsea,2
1,soho,garment district,87
1,lower east side,little italy,29
1,upper west side,ridgewood,2
1,williamsburg,chinatown,1
1,little italy,upper east side,23
1,brooklyn-downtown,battery park,2
1,gramercy,ridgewood,1
1,upper west side,forest hills,1
1,gramercy,east harlem,22
1,JFK,little neck,4
1,upper west side,williamsburg,2
1,garment district,soho,75
1,morningside heights,central park,6
1,harlem,little italy,2
1,cobble hill,lower east side,1
1,west village,greenwich village,165
1,bushwick,midtown,1
1,fort green,tribeca,1
1,midtown,soho,217
1,tribeca,carroll gardens,7
1,carnegie hill,williamsburg,1
1,central park,murray hill,16
1,boerum hill,brooklyn-downtown,7
1,midtown,union port,1
1,east harlem,gramercy,3
1,cobble hill,brooklyn-downtown,1
1,brooklyn-downtown,east village,4
1,lower east side,clinton,11
1,financial district,cobble hill,7
1,JFK,clifton,1
1,JFK,soho,13
1,upper east side,upper east side,4983
1,midtown,north sutton area,163
1,west village,high bridge,1
1,boerum hill,fort green,10
1,east village,clinton,24
1,sunny side,williamsburg,1
1,west village,bedford-stuyvesant,1
1,upper east side,forest hills,5
1,upper west side,upper east side,1173
1,east harlem,morningside heights,3
1,washington heights,midtown,2
1,garment district,parkchester,2
1,carnegie hill,country club,1
1,north sutton area,east village,25
1,JFK,bensonhurst,4
1,south bronx,high bridge,2
1,financial district,hunts point,1
1,east harlem,kwq gardens,1
1,carnegie hill,east village,12
1,utopia,flushing,1
1,JFK,hamilton heights,5
1,JFK,clinton,59
1,harlem,central park,4
1,financial district,chelsea,94
1,soho,williamsburg,19
1,midtown,woodside,8
1,carnegie hill,yorkville,42
1,garment district,washington heights,16
1,greenwich village,clinton,47
1,sunny side,brooklyn-downtown,1
1,east village,astoria-long island city,2
1,financial district,washington heights,5
1,murray hill,cobble hill,2
1,carnegie hill,woodside,2
1,west village,upper west side,45
1,financial district,brooklyn-downtown,17
1,flushing,JFK,1
1,LGA,jackson height,42
1,clinton,murray hill,73
1,battery park,clinton,26
1,midtown,south bronx,1
1,JFK,university heights,2
1,soho,financial district,85
1,LGA,garment district,67
1,west village,spuyten duyvil,1
1,chelsea,battery park,66
1,JFK,bedford-stuyvesant,39
1,financial district,chinatown,40
1,little italy,central park,2
1,soho,sunny side,2
1,JFK,bay ridge,6
1,chinatown,murray hill,4
1,gramercy,harlem,12
1,midtown,west village,229
1,garment district,central park,91
1,chinatown,park slope,1
1,west village,williamsburg,8
1,astoria-long island city,chinatown,1
1,upper east side,bay ridge,1
1,high bridge,high bridge,9
1,chelsea,bedford-stuyvesant,12
1,midtown,kwq gardens,2
1,west village,upper east side,28
1,clinton,soho,20
1,tribeca,east village,40
1,midtown,springfield gardens,1
1,garment district,carnegie hill,34
1,jamaica,morningside heights,1
1,JFK,little italy,6
1,little italy,midtown,54
1,east harlem,east village,3
1,JFK,kwq gardens,9
1,upper west side,hamilton heights,44
1,midtown,harlem,80
1,midtown,carnegie hill,263
1,LGA,flushing,11
1,upper west side,central park,271
1,sunny side,dyker heights,1
1,upper west side,borough park,1
1,carnegie hill,soundview,1
1,little italy,chinatown,3
1,north sutton area,astoria-long island city,9
1,west village,carnegie hill,1
1,yorkville,forest hills,1
1,midtown,jamaica,3
1,LGA,murray hill,51
1,boerum hill,midtown,1
1,financial district,west village,57
1,north sutton area,jackson height,3
1,east village,garment district,104
1,battery park,astoria-long island city,1
1,murray hill,midtown,728
1,JFK,morningside heights,8
1,chelsea,utopia,3
1,greenwich village,murray hill,115
1,midtown,cobble hill,4
1,east village,east village,202
1,yorkville,hamilton heights,1
1,chelsea,dyker heights,1
1,middle village,JFK,1
1,west village,sunny side,1
1,gramercy,mapleton-flatlands,1
1,hamilton heights,upper east side,9
1,morningside heights,carnegie hill,12
1,yorkville,washington heights,5
1,carnegie hill,battery park,1
1,garment district,LGA,39
1,chelsea,middle village,1
1,JFK,upper east side,68
1,garment district,inwood,2
1,greenwich village,sunny side,1
1,gramercy,east village,476
1,clinton,little italy,7
1,clinton,JFK,18
1,mapleton-flatlands,bay ridge,1
1,JFK,JFK,94
1,murray hill,murray hill,119
1,west village,astoria-long island city,2
1,upper east side,inwood,1
1,LGA,middle village,3
1,soho,greewood,1
1,upper east side,hamilton heights,14
1,greenwich village,williamsburg,19
1,upper west side,morningside heights,241
1,chinatown,financial district,33
1,north sutton area,forest hills,1
1,jamaica,garment district,1
1,central park,financial district,6
1,mott haven,south bronx,1
1,soho,LGA,4
1,clinton,midtown,488
1,battery park,bensonhurst,2
1,west village,hamilton heights,2
1,midtown,greenwich village,368
1,upper west side,dyker heights,2
1,lower east side,chelsea,51
1,upper west side,battery park,24
1,murray hill,middle village,1
1,borough park,clinton,1
