1,clinton,LGA,194
1,north sutton area,queensboro hill,1
1,borough park,financial district,2
1,bedford park,tremont,2
1,woodside,mott haven,3
1,LGA,dyker heights,3
1,financial district,port richmond,1
1,astoria-long island city,hamilton heights,6
1,astoria-long island city,midtown,236
1,fort green,canarsie,10
1,mott haven,upper west side,10
1,midtown,clinton,6671
1,upper west side,west village,536
1,bedford park,parkchester,1
1,dyker heights,williamsburg,2
1,little italy,williamsburg,213
1,gramercy,utopia,14
1,gramercy,carroll gardens,87
1,LGA,riverdale,27
1,yorkville,west village,23
1,soho,kwq gardens,5
1,inwood,morningside heights,4
1,jamaica,kwq gardens,2
1,bedford-stuyvesant,murray hill,1
1,little italy,hunts point,1
1,chelsea,queensboro hill,8
1,utopia,murray hill,2
1,battery park,cobble hill,8
1,south bronx,little italy,1
1,harlem,union port,2
1,chelsea,east brooklyn,3
1,bushwick,bedford-stuyvesant,77
1,east village,flushing,14
1,murray hill,east brooklyn,4
1,cobble hill,fort green,21
1,greewood,boerum hill,6
1,fort green,chinatown,11
1,kings bridge,inwood,5
1,williamsburg,gramercy,86
1,gramercy,forest hills,90
1,greenwich village,morningside heights,115
1,borough park,park slope,13
1,tribeca,bushwick,50
1,carnegie hill,JFK,34
1,upper east side,oakwood,1
1,sunny side,bedford-stuyvesant,8
1,harlem,astoria-long island city,16
1,forest hills,sunny side,14
1,brooklyn-downtown,gramercy,89
1,LGA,rossville,2
1,fort green,woodhaven-richmond hill,5
1,washington heights,jackson height,1
1,greewood,clinton,1
1,chinatown,mapleton-flatlands,3
1,hunts point,clinton,1
1,fort green,carroll gardens,62
1,morningside heights,west village,24
1,utopia,clinton,2
1,upper west side,country club,3
1,chelsea,kwq gardens,30
1,middle village,sunny side,1
1,soho,baychester,2
1,mott haven,harlem,47
1,chelsea,clinton,3320
1,williamsburg,washington heights,7
1,west village,gravesend-sheepshead bay,5
1,soho,upper west side,458
1,west village,yorkville,58
1,chinatown,carnegie hill,6
1,east village,woodside,39
1,gramercy,JFK,358
1,chinatown,washington heights,4
1,fort green,park slope,104
1,greewood,chelsea,2
1,central park,morningside heights,174
1,financial district,soho,705
1,yorkville,riverdale,1
1,jackson height,park slope,1
1,west village,bushwick,76
1,little italy,west village,444
1,garment district,harlem,342
1,forest hills,west village,3
1,upper east side,fort green,107
1,jamaica,harlem,1
1,harlem,brooklyn-downtown,2
1,north sutton area,hamilton heights,15
1,gramercy,hunts point,3
1,sunny side,forest hills,15
1,JFK,the rockaways,26
1,high bridge,brooklyn-downtown,3
1,financial district,sunset park,30
1,bay ridge,new brighten,1
1,gramercy,bedford park,7
1,utopia,Auburndale,1
1,gramercy,little neck,2
1,greenwich village,garment district,1867
1,chelsea,canarsie,10
1,astoria-long island city,mapleton-flatlands,4
1,bedford-stuyvesant,astoria-long island city,8
1,woodside,high bridge,2
1,williamsburg,bay ridge,7
1,upper east side,glendale,4
1,west village,chinatown,112
1,bedford-stuyvesant,gravesend-sheepshead bay,2
1,tribeca,parkchester,4
1,woodside,murray hill,7
1,midtown,westleigh-castleton,1
1,astoria-long island city,morris park,1
1,park slope,gravesend-sheepshead bay,3
1,chinatown,battery park,55
1,morningside heights,soho,14
1,midtown,middle village,61
1,clinton,tribeca,285
1,north sutton area,ridgewood,2
1,brooklyn-downtown,upper west side,17
1,yorkville,yorkville,507
1,clinton,central park,187
1,central park,cobble hill,2
1,mott haven,gramercy,3
1,forest hills,carnegie hill,2
1,washington heights,gramercy,19
1,boerum hill,central park,1
1,lower east side,soho,794
1,midtown,high bridge,43
1,astoria-long island city,forest hills,33
1,inwood,riverdale,1
1,chinatown,williamsburg,77
1,financial district,the rockaways,4
1,bedford-stuyvesant,greenwich village,11
1,morningside heights,yorkville,126
1,gramercy,astoria-long island city,438
1,soho,gramercy,1233
1,williamsburg,upper west side,27
1,upper east side,utopia,8
1,fordham,fordham,3
1,garment district,kwq gardens,18
1,bushwick,garment district,1
1,west village,middle village,9
1,chelsea,garment district,4371
1,west village,bensonhurst,11
1,fort green,brownsville,11
1,chinatown,east harlem,5
1,inwood,williams bridge,2
1,sunny side,kwq gardens,9
1,soho,bushwick,63
1,financial district,hamilton heights,25
1,tribeca,battery park,564
1,university heights,high bridge,2
1,sunny side,inwood,3
1,little italy,bay ridge,7
1,fort green,gramercy,47
1,battery park,chelsea,652
1,tribeca,morris park,1
1,lower east side,Auburndale,2
1,morris park,soundview,1
1,tribeca,gravesend-sheepshead bay,15
1,greewood,soho,1
1,greenwich village,chinatown,228
1,chinatown,dyker heights,4
1,little italy,dyker heights,2
