temp,from,to,count
1,washington heights,gramercy,3
1,boerum hill,central park,1
1,lower east side,soho,380
1,midtown,high bridge,24
1,astoria-long island city,forest hills,22
1,chinatown,williamsburg,41
1,bedford-stuyvesant,greenwich village,4
1,hamilton heights,parkchester,1
1,morningside heights,yorkville,54
1,gramercy,astoria-long island city,230
1,soho,gramercy,361
1,williamsburg,upper west side,19
1,upper east side,utopia,6
1,fordham,fordham,3
1,garment district,kwq gardens,10
1,west village,middle village,2
1,chelsea,garment district,1746
1,west village,bensonhurst,5
1,fort green,brownsville,10
1,chinatown,east harlem,2
1,east brooklyn,soho,1
1,sunny side,kwq gardens,2
1,soho,bushwick,49
1,financial district,hamilton heights,9
1,central park,east harlem,61
1,university heights,midtown,1
1,little italy,bay ridge,1
1,williamsburg,astoria-long island city,15
1,battery park,chelsea,309
1,lower east side,Auburndale,1
1,little italy,parkchester,2
1,tribeca,gravesend-sheepshead bay,3
1,williamsburg,forest hills,2
1,dyker heights,dyker heights,3
1,boerum hill,financial district,14
1,little italy,maspeth,2
1,midtown,midtown,15450
1,midtown,washington heights,379
1,bay ridge,boerum hill,1
1,tribeca,boerum hill,19
1,upper west side,morris park,4
1,tremont,parkchester,1
1,fort green,east village,18
1,maspeth,gramercy,1
1,central park,east village,16
1,garment district,oakwood,1
1,ridgewood,middle village,4
1,greenwich village,harlem,110
1,chinatown,central park,4
1,upper west side,queensboro hill,3
1,financial district,fort green,87
1,financial district,queensboro hill,3
1,lower east side,bushwick,200
1,astoria-long island city,glendale,1
1,brooklyn-downtown,yorkville,3
1,east village,hamilton heights,49
1,upper east side,soho,374
1,forest hills,tribeca,2
1,williamsburg,west village,13
1,borough park,fort green,3
1,central park,clinton,73
1,fort green,chinatown,5
1,JFK,jamaica,57
1,jackson height,ridgewood,4
1,garment district,lower east side,194
1,flushing,jamaica,1
1,soho,forest hills,8
1,murray hill,spuyten duyvil,2
1,morningside heights,astoria-long island city,3
1,LGA,fort green,74
1,washington heights,clinton,7
1,JFK,park slope,92
1,soho,tribeca,303
1,financial district,bay ridge,25
1,yorkville,garment district,75
1,battery park,financial district,645
1,soho,jackson height,9
1,washington heights,morningside heights,33
1,high bridge,south bronx,7
1,murray hill,east village,239
1,clinton,flushing,1
1,east village,JFK,82
1,gramercy,lower east side,487
1,JFK,east brooklyn,43
1,central park,jackson height,1
1,battery park,yorkville,13
1,clinton,bushwick,16
1,fort green,south bronx,2
1,bedford-stuyvesant,lower east side,8
1,financial district,tribeca,550
1,LGA,queensboro hill,7
1,greenwich village,soho,811
1,carroll gardens,park slope,51
1,chelsea,washington heights,109
1,spuyten duyvil,fordham,2
1,JFK,central park,37
1,ridgewood,east brooklyn,1
1,mott haven,yorkville,3
1,soho,morris park,1
1,upper west side,brooklyn-downtown,16
1,sunny side,murray hill,49
1,upper east side,carroll gardens,8
1,sunny side,washington heights,4
1,morris heights,yorkville,1
1,financial district,north sutton area,23
1,greenwich village,union port,3
1,brooklyn-downtown,park slope,14
1,chelsea,astoria-long island city,143
1,east harlem,hunts point,5
1,riverdale,chelsea,3
1,little italy,astoria-long island city,25
1,harlem,east village,5
1,little italy,university heights,2
1,east brooklyn,JFK,2
1,yorkville,carnegie hill,113
1,chinatown,greenwich village,57
1,little italy,east harlem,3
1,woodside,LGA,6
1,clinton,williamsburg,32
1,harlem,bushwick,1
1,cobble hill,carnegie hill,1
1,south bronx,south bronx,12
1,williamsburg,sunset park,6
1,boerum hill,clinton,3
1,little italy,fort green,57
1,cobble hill,bedford-stuyvesant,5
1,west village,soho,460
1,kwq gardens,LGA,1
1,astoria-long island city,soundview,1
1,clinton,gramercy,701
1,cobble hill,financial district,33
1,hamilton heights,central park,8
1,east harlem,mott haven,33
1,union port,university heights,1
1,chelsea,forest hills,17
1,fort green,bay ridge,4
1,greewood,fort green,1
1,yorkville,hunts point,11
1,bensonhurst,financial district,2
1,woodside,hunts point,1
1,financial district,murray hill,202
1,north sutton area,morris heights,1
1,little italy,forest hills,5
1,east harlem,tremont,2
1,LGA,upper east side,363
1,financial district,springfield gardens,1
1,soho,washington heights,21
1,tribeca,inwood,6
1,hamilton heights,sunny side,1
1,midtown,lower east side,462
1,west village,kings bridge,7
1,garment district,country club,1
1,east village,brownsville,1
1,tribeca,dyker heights,1
1,lower east side,flushing,8
1,garment district,chinatown,48
1,JFK,riverdale,10
1,forest hills,Auburndale,5
1,greenwich village,inwood,10
1,soho,murray hill,151
1,chelsea,fort green,126
1,astoria-long island city,washington heights,14
1,bushwick,garment district,3
1,upper east side,bushwick,17
1,lower east side,union port,1
1,clinton,university heights,6
1,greenwich village,jackson height,29
1,upper east side,queensboro hill,1
1,hamilton heights,bedford-stuyvesant,2
1,chelsea,wakefield-williamsbridge,3
1,boerum hill,tribeca,8
1,chelsea,sunny side,74
1,greenwich village,boerum hill,39
1,chelsea,JFK,220
1,gramercy,jackson height,51
1,garment district,hamilton heights,59
1,midtown,fordham,12
1,lower east side,north sutton area,24
1,boerum hill,hamilton heights,1
1,utopia,greenwich village,1
1,east harlem,soundview,4
1,upper west side,gramercy,650
1,upper west side,carnegie hill,626
1,cobble hill,chinatown,3
1,upper east side,parkchester,11
1,west village,utopia,4
1,morningside heights,university heights,3
1,sunny side,tribeca,2
1,hamilton heights,clinton,19
1,hamilton heights,lower east side,1
1,midtown,flushing,23
1,morningside heights,sunny side,2
1,murray hill,Auburndale,2
1,south bronx,hamilton heights,1
1,soho,spuyten duyvil,1
1,boerum hill,carroll gardens,23
1,morningside heights,south bronx,1
1,fort green,financial district,9
1,chelsea,ridgewood,27
1,clinton,baychester,2
1,harlem,fort green,5
1,LGA,dyker heights,3
1,clinton,fordham,4
1,west village,east brooklyn,1
1,LGA,morris park,4
1,south bronx,financial district,1
1,yorkville,clinton,44
1,east harlem,bushwick,1
1,chelsea,murray hill,926
1,astoria-long island city,bedford-stuyvesant,11
1,east village,borough park,23
1,utopia,utopia,10
1,soho,central park,14
1,flushing,flushing,12
1,JFK,gravesend-sheepshead bay,66
1,little italy,soho,116
1,upper east side,wakefield-williamsbridge,2
1,north sutton area,south bronx,5
1,upper east side,little italy,61
1,little italy,morningside heights,9
1,greenwich village,brownsville,3
1,murray hill,gramercy,1860
1,south bronx,upper east side,2
1,forest hills,east village,1
1,chelsea,chelsea,4092
1,clinton,spuyten duyvil,1
1,carnegie hill,high bridge,2
1,JFK,cobble hill,8
1,garment district,bedford-stuyvesant,62
1,financial district,soho,231
1,boerum hill,battery park,4
1,financial district,union port,1
1,soho,boerum hill,7
1,bedford-stuyvesant,bedford-stuyvesant,140
1,tribeca,chelsea,535
1,financial district,flushing,3
1,midtown,sunset park,21
1,murray hill,carroll gardens,9
1,upper west side,canarsie,1
1,fort green,jackson height,1
1,clinton,kwq gardens,7
1,chelsea,jackson height,30
1,east harlem,soho,12
1,greenwich village,greewood,19
1,astoria-long island city,brooklyn-downtown,7
1,williamsburg,bensonhurst,2
1,parkchester,kings bridge,2
1,tribeca,mariners harbor,1
1,north sutton area,riverdale,1
1,morningside heights,murray hill,13
1,borough park,JFK,2
1,borough park,bensonhurst,3
1,hamilton heights,spuyten duyvil,2
1,north sutton area,gramercy,380
1,little italy,high bridge,1
1,LGA,soundview,4
1,west village,sunset park,3
1,midtown,ridgewood,30
1,ridgewood,woodhaven-richmond hill,1
1,boerum hill,borough park,2
1,east village,bedford-stuyvesant,224
1,boerum hill,LGA,10
1,chinatown,JFK,12
1,LGA,williamsburg,75
1,east village,Auburndale,1
1,garment district,gramercy,2825
1,harlem,williamsburg,3
1,upper west side,inwood,37
1,park slope,LGA,6
1,mapleton-flatlands,bensonhurst,3
1,carnegie hill,inwood,1
1,north sutton area,maspeth,2
1,jamaica,little italy,1
1,bedford-stuyvesant,gramercy,2
1,chelsea,carnegie hill,69
1,high bridge,harlem,7
1,central park,yorkville,130
1,chelsea,inwood,17
1,middle village,saintalbans,2
1,tribeca,bensonhurst,1
1,JFK,mapleton-flatlands,68
1,borough park,park slope,9
1,park slope,jackson height,1
1,west village,bedford park,8
1,forest hills,forest hills,50
1,upper west side,gravesend-sheepshead bay,6
1,clinton,morris heights,3
1,west village,soundview,3
1,midtown,park slope,126
1,chelsea,woodhaven-richmond hill,1
1,greewood,park slope,10
1,astoria-long island city,sunset park,2
1,harlem,north sutton area,7
1,bedford-stuyvesant,soho,2
1,west village,east harlem,26
1,mapleton-flatlands,Auburndale,1
1,morris park,midtown,1
1,LGA,east brooklyn,11
1,JFK,chinatown,8
1,murray hill,bedford park,4
1,woodside,astoria-long island city,61
1,jackson height,south bronx,2
1,chelsea,baychester,3
1,park slope,cobble hill,3
1,north sutton area,financial district,131
1,garment district,sunset park,10
1,north sutton area,union port,2
1,JFK,midland beach,3
1,jackson height,astoria-long island city,59
1,greenwich village,north sutton area,60
1,chinatown,morris park,1
1,chelsea,country club,3
1,yorkville,brooklyn-downtown,7
1,midtown,carroll gardens,61
1,ridgewood,ridgewood,4
1,yorkville,upper east side,709
1,murray hill,borough park,3
1,upper west side,yorkville,488
1,springfield gardens,chelsea,1
1,gravesend-sheepshead bay,gravesend-sheepshead bay,22
1,carnegie hill,upper east side,1458
1,sunny side,clinton,19
1,chelsea,gravesend-sheepshead bay,9
1,maspeth,ridgewood,4
1,east village,soho,339
1,battery park,dyker heights,4
1,LGA,sunset park,6
1,brooklyn-downtown,parkchester,3
1,tribeca,LGA,52
1,park slope,fort green,32
1,tribeca,kwq gardens,1
1,JFK,ridgewood,23
1,midtown,bushwick,58
1,upper west side,little italy,20
1,soho,east brooklyn,1
1,clinton,bensonhurst,4
1,bedford-stuyvesant,JFK,2
1,east village,cobble hill,8
1,soundview,hunts point,2
1,washington heights,carroll gardens,2
1,battery park,williamsburg,10
1,soho,middle village,2
1,LGA,chelsea,181
1,greenwich village,forest hills,26
1,chinatown,bay ridge,6
1,upper east side,fordham,10
1,forest hills,kwq gardens,7
1,north sutton area,harlem,19
1,LGA,woodlawn-nordwood,1
1,inwood,kings bridge,1
1,east harlem,yorkville,319
1,fort green,mapleton-flatlands,5
1,chelsea,financial district,648
1,boerum hill,lower east side,15
1,JFK,carroll gardens,28
1,harlem,financial district,10
1,tribeca,westleigh-castleton,2
1,yorkville,greenwich village,19
1,borough park,borough park,11
1,hamilton heights,financial district,2
1,murray hill,north sutton area,82
1,woodside,JFK,3
1,boerum hill,jackson height,4
1,williamsburg,east brooklyn,2
1,LGA,woodhaven-richmond hill,5
1,harlem,LGA,56
1,sunny side,south bronx,7
1,brooklyn-downtown,harlem,1
1,kwq gardens,JFK,2
1,garment district,ridgewood,15
1,financial district,carnegie hill,20
1,LGA,greewood,7
1,fort green,soho,19
1,hamilton heights,east village,9
1,midtown,little italy,189
1,lower east side,carroll gardens,23
1,bedford-stuyvesant,fort green,68
1,west village,woodlawn-nordwood,2
1,lower east side,harlem,78
1,soho,brooklyn-downtown,32
1,sunny side,bushwick,7
1,borough park,greenwich village,3
1,middle village,woodhaven-richmond hill,2
1,carnegie hill,flushing,1
1,carroll gardens,sunset park,7
1,brooklyn-downtown,lower east side,26
1,tribeca,greewood,7
1,carnegie hill,spuyten duyvil,1
1,garment district,spuyten duyvil,3
1,carnegie hill,washington heights,23
1,LGA,carnegie hill,23
1,LGA,tremont,2
1,lower east side,cobble hill,19
1,east village,woodhaven-richmond hill,5
1,tribeca,JFK,34
1,bedford-stuyvesant,east village,2
1,financial district,garment district,281
1,cobble hill,boerum hill,14
1,chelsea,williams bridge,3
1,soundview,south bronx,2
1,hamilton heights,east harlem,40
1,harlem,bedford park,2
1,tribeca,hamilton heights,11
1,midtown,hamilton heights,200
1,soho,borough park,8
1,university heights,inwood,4
1,woodside,clinton,4
1,LGA,astoria-long island city,105
1,yorkville,high bridge,2
1,yorkville,ridgewood,1
1,financial district,lower east side,298
1,garment district,astoria-long island city,207
1,gramercy,mapleton-flatlands,13
1,lower east side,bensonhurst,8
1,upper east side,dyker heights,1
1,murray hill,canarsie,1
1,canarsie,mapleton-flatlands,4
1,upper east side,spuyten duyvil,6
1,JFK,sunset park,10
1,west village,central park,37
1,upper east side,midtown,12467
1,garment district,morris park,8
1,west village,mapleton-flatlands,18
1,throggs neck,throggs neck,1
1,upper east side,bensonhurst,5
1,battery park,sunny side,4
1,battery park,little italy,11
1,carroll gardens,forest hills,1
1,little italy,tribeca,120
1,upper east side,brownsville,5
1,brooklyn-downtown,midtown,70
1,gramercy,wakefield-williamsbridge,8
1,chelsea,cobble hill,34
1,west village,morris heights,3
1,greewood,JFK,1
1,fort green,borough park,3
1,yorkville,south bronx,26
1,astoria-long island city,ridgewood,13
1,mott haven,jackson height,2
1,sunny side,soho,6
1,flushing,upper east side,4
1,forest hills,carroll gardens,1
1,yorkville,west village,4
1,greenwich village,little italy,175
1,midtown,brooklyn-downtown,80
1,murray hill,east brooklyn,9
1,kwq gardens,midtown,2
1,JFK,parkchester,12
1,soho,little italy,94
1,williamsburg,tribeca,19
1,harlem,tremont,6
1,borough park,carroll gardens,3
1,JFK,tremont,4
1,mapleton-flatlands,park slope,1
1,boerum hill,soho,8
1,carnegie hill,gramercy,117
1,east harlem,hamilton heights,28
1,sunny side,fort green,3
1,boerum hill,bedford-stuyvesant,47
1,west village,midtown,1430
1,chelsea,little neck,2
1,brooklyn-downtown,central park,2
1,JFK,jackson height,71
1,financial district,todt hill,2
1,williamsburg,lower east side,66
1,east village,maspeth,14
1,garment district,fort green,51
1,north sutton area,battery park,37
1,midtown,upper west side,3478
1,morris park,gramercy,2
1,brownsville,bushwick,1
1,LGA,the rockaways,4
1,financial district,parkchester,1
1,forest hills,upper west side,2
1,tribeca,jamaica,1
1,greenwich village,mapleton-flatlands,21
1,greenwich village,yorkville,90
1,east harlem,harlem,216
1,midtown,clifton,1
1,high bridge,washington heights,6
1,midtown,glendale,6
1,utopia,harlem,1
1,east village,country club,2
1,greenwich village,queensboro hill,3
1,gramercy,fort green,134
1,carroll gardens,LGA,22
1,carnegie hill,baychester,1
1,upper west side,greewood,1
1,LGA,parkchester,3
1,astoria-long island city,saintalbans,1
1,gramercy,bay ridge,20
1,mott haven,washington heights,2
1,washington heights,hamilton heights,70
1,high bridge,morris heights,2
1,chelsea,harlem,184
1,fort green,fort green,257
1,yorkville,harlem,125
1,battery park,kwq gardens,2
1,JFK,queens village,18
1,williamsburg,jackson height,3
1,mott haven,upper east side,4
1,gramercy,woodlawn-nordwood,1
1,lower east side,woodhaven-richmond hill,7
1,battery park,harlem,6
1,lower east side,battery park,93
1,brownsville,canarsie,4
1,astoria-long island city,battery park,6
1,jackson height,kwq gardens,7
1,tribeca,hunts point,1
1,chelsea,borough park,14
1,garment district,kings bridge,4
1,jackson height,washington heights,7
1,jackson height,midtown,36
1,astoria-long island city,gramercy,92
1,garment district,murray hill,1593
1,garment district,forest hills,32
1,gramercy,bensonhurst,5
1,harlem,morningside heights,207
1,upper east side,ridgewood,8
1,JFK,upper west side,237
1,greenwich village,springfield gardens,2
1,JFK,garment district,201
1,astoria-long island city,west village,6
1,clinton,tremont,4
1,LGA,hamilton heights,35
1,west village,harlem,52
1,midtown,riverdale,19
1,hunts point,mott haven,2
1,cobble hill,upper east side,11
1,carnegie hill,brooklyn-downtown,3
1,washington heights,university heights,3
1,upper east side,hunts point,11
1,JFK,Auburndale,13
1,mapleton-flatlands,gramercy,1
1,tribeca,ridgewood,4
1,sunset park,greewood,4
1,harlem,wakefield-williamsbridge,5
1,mapleton-flatlands,dyker heights,2
1,harlem,greenwich village,9
1,brooklyn-downtown,upper east side,21
1,mott haven,brooklyn-downtown,1
1,battery park,greewood,3
1,tribeca,battery park,285
1,park slope,JFK,5
1,astoria-long island city,carroll gardens,2
1,morris heights,morris heights,3
1,east village,east harlem,68
1,gramercy,baychester,1
1,carroll gardens,cobble hill,26
1,williamsburg,morris heights,2
1,carroll gardens,dyker heights,1
1,upper east side,washington heights,237
1,JFK,mariners harbor,1
1,inwood,upper west side,4
1,clinton,jamaica,1
1,harlem,west village,2
1,north sutton area,spuyten duyvil,1
1,fort green,gramercy,22
1,upper west side,murray hill,473
1,brooklyn-downtown,sunny side,7
1,hamilton heights,mott haven,15
1,gramercy,riverdale,9
1,north sutton area,chinatown,3
1,hamilton heights,greenwich village,6
1,financial district,east harlem,13
1,gramercy,washington heights,111
1,astoria-long island city,queens village,2
1,gramercy,high bridge,4
1,upper east side,clearview,1
1,north sutton area,kings bridge,2
1,canarsie,laurelton,1
1,greenwich village,tribeca,464
1,east village,gravesend-sheepshead bay,7
1,greenwich village,saintalbans,4
1,JFK,morris park,2
1,battery park,upper west side,73
1,greewood,financial district,2
1,greenwich village,fort green,179
1,park slope,upper east side,14
1,west village,carroll gardens,21
1,east harlem,williams bridge,1
1,central park,LGA,104
1,LGA,brooklyn-downtown,25
1,JFK,east harlem,18
1,lower east side,jamaica,5
1,astoria-long island city,clinton,20
1,gramercy,morris park,2
1,high bridge,hamilton heights,3
1,soho,chelsea,566
1,park slope,park slope,80
1,soundview,upper west side,1
1,morningside heights,inwood,7
1,east harlem,boerum hill,1
1,tribeca,flushing,1
1,little italy,little italy,56
1,bedford-stuyvesant,canarsie,2
1,washington heights,financial district,6
1,greenwich village,woodside,20
1,riverdale,bedford park,1
1,brooklyn-downtown,north sutton area,1
1,central park,carnegie hill,197
1,sunny side,sunset park,4
1,park slope,chinatown,1
1,west village,woodhaven-richmond hill,1
1,north sutton area,kwq gardens,1
1,north sutton area,greenwich village,61
1,tribeca,riverdale,3
1,east village,chinatown,89
1,LGA,todt hill,1
1,chelsea,soho,657
1,murray hill,lower east side,150
1,garment district,bensonhurst,7
1,midtown,soundview,19
1,east harlem,parkchester,1
1,gramercy,cobble hill,13
1,battery park,middle village,2
1,greenwich village,chinatown,71
1,hamilton heights,midtown,71
1,greenwich village,throggs neck,3
1,harlem,battery park,8
1,upper west side,tremont,16
1,gravesend-sheepshead bay,bedford-stuyvesant,1
1,north sutton area,morningside heights,4
1,JFK,astoria-long island city,89
1,upper west side,financial district,217
1,fort green,harlem,2
1,harlem,harlem,635
1,murray hill,central park,69
1,tribeca,kings bridge,1
1,canarsie,brownsville,2
1,garment district,JFK,152
1,east village,lower east side,817
1,hamilton heights,yorkville,30
1,forest hills,gramercy,4
1,east harlem,brooklyn-downtown,6
1,upper east side,mott haven,76
1,chinatown,woodside,3
1,chelsea,east harlem,52
1,upper east side,yorkville,1533
1,east harlem,sunny side,5
1,soho,lower east side,214
1,sunny side,ridgewood,13
1,little italy,LGA,23
1,LGA,washington heights,37
1,washington heights,upper east side,22
1,cobble hill,greenwich village,9
1,east harlem,high bridge,6
1,flushing,garment district,1
1,murray hill,little italy,39
1,jamaica,washington heights,1
1,sunny side,flushing,2
1,north sutton area,tribeca,23
1,murray hill,utopia,4
1,murray hill,mott haven,10
1,yorkville,borough park,1
1,murray hill,bay ridge,13
1,gramercy,tribeca,428
1,fort green,midtown,31
1,soho,bedford-stuyvesant,65
1,jackson height,harlem,4
1,williamsburg,kwq gardens,2
1,lower east side,financial district,444
1,ridgewood,jackson height,2
1,carnegie hill,clinton,43
1,gramercy,west village,481
1,harlem,mott haven,38
1,dyker heights,bensonhurst,2
1,woodside,soho,2
1,harlem,chelsea,39
1,yorkville,woodside,1
1,kwq gardens,forest hills,17
1,sunny side,east harlem,6
1,upper east side,central park,951
1,financial district,south bronx,2
1,carroll gardens,JFK,6
1,west village,brooklyn-downtown,17
1,murray hill,bushwick,10
1,gramercy,kwq gardens,5
1,greenwich village,battery park,318
1,north sutton area,Auburndale,2
1,morningside heights,jackson height,3
1,williamsburg,woodhaven-richmond hill,1
1,little italy,greewood,2
1,forest hills,LGA,7
1,cobble hill,middle village,2
1,soundview,soundview,3
1,upper east side,high bridge,25
1,sunny side,woodside,42
1,lower east side,sunny side,45
1,financial district,high bridge,1
1,park slope,greewood,13
1,little neck,lower east side,2
1,JFK,midtown,733
1,chelsea,morris heights,9
1,little italy,financial district,110
1,washington heights,upper west side,55
1,washington heights,mott haven,8
1,fort green,bensonhurst,3
1,harlem,south bronx,35
1,morningside heights,LGA,41
1,little italy,bushwick,41
1,JFK,soundview,7
1,midtown,bedford-stuyvesant,113
1,tribeca,forest hills,9
1,jamaica,utopia,1
1,clinton,canarsie,1
1,gramercy,midtown,5893
1,west village,west village,619
1,mott haven,financial district,1
1,lower east side,upper west side,168
1,yorkville,upper west side,330
1,west village,boerum hill,10
1,garment district,utopia,11
1,LGA,chinatown,11
1,LGA,brownsville,8
1,gramercy,woodside,34
1,harlem,soundview,3
1,east village,west village,296
1,little italy,bedford-stuyvesant,33
1,garment district,east harlem,61
1,greenwich village,flushing,1
1,LGA,bensonhurst,2
1,maspeth,woodside,3
1,astoria-long island city,lower east side,11
1,gramercy,hamilton heights,49
1,murray hill,woodside,20
1,east village,jackson height,16
1,garment district,maspeth,13
1,tribeca,little italy,107
1,chinatown,midtown,95
1,LGA,little neck,7
1,upper west side,chinatown,21
1,morningside heights,park slope,1
1,cobble hill,east village,3
1,jackson height,utopia,4
1,LGA,mott haven,3
1,jamaica,tribeca,2
1,LGA,south bronx,8
1,battery park,greenwich village,163
1,east harlem,south bronx,20
1,north sutton area,brooklyn-downtown,6
1,carroll gardens,greenwich village,9
1,midtown,east village,814
1,yorkville,university heights,3
1,east brooklyn,LGA,1
1,inwood,garment district,1
1,south bronx,fort green,1
1,garment district,battery park,162
1,carnegie hill,chelsea,68
1,park slope,murray hill,6
1,east village,bensonhurst,3
1,upper west side,woodside,16
1,soho,west village,354
1,financial district,clifton,2
1,upper west side,clinton,897
1,tribeca,mapleton-flatlands,10
1,clinton,park slope,18
1,morningside heights,carroll gardens,1
1,washington heights,tremont,8
1,harlem,university heights,4
1,astoria-long island city,utopia,1
1,murray hill,sunset park,12
1,harlem,JFK,25
1,west village,gramercy,704
1,brooklyn-downtown,little italy,8
1,upper east side,financial district,971
1,gramercy,chelsea,2478
1,LGA,lower east side,50
1,soho,greenwich village,498
1,greenwich village,ridgewood,26
1,hamilton heights,tremont,2
1,tribeca,murray hill,171
1,little italy,upper west side,62
1,boerum hill,greewood,9
1,tribeca,queensboro hill,3
1,east village,inwood,10
1,central park,mott haven,4
1,central park,JFK,55
1,chelsea,university heights,8
1,tribeca,lower east side,183
1,williamsburg,morris park,1
1,upper east side,queens village,2
1,brooklyn-downtown,jackson height,2
1,soundview,kings bridge,2
1,garment district,sunny side,139
1,astoria-long island city,jamaica,3
1,lower east side,inwood,3
1,soho,the rockaways,2
1,tribeca,sunset park,13
1,chelsea,woodlawn-nordwood,3
1,murray hill,mapleton-flatlands,11
1,midtown,queensboro hill,13
1,central park,gramercy,123
1,clinton,harlem,165
1,midtown,saintalbans,1
1,garment district,brooklyn-downtown,38
1,upper west side,bedford park,17
1,north sutton area,springfield gardens,1
1,garment district,springfield gardens,2
1,chelsea,tremont,13
1,JFK,boerum hill,27
1,central park,morningside heights,64
1,greenwich village,clearview,1
1,financial district,clinton,175
1,chinatown,astoria-long island city,2
1,upper east side,harlem,577
1,jackson height,woodside,63
1,little italy,JFK,37
1,sunny side,central park,9
1,midtown,utopia,26
1,little italy,brownsville,2
1,west village,parkchester,2
1,boerum hill,brownsville,2
1,hamilton heights,williams bridge,1
1,tribeca,woodside,12
1,gramercy,bushwick,55
1,sunset park,bay ridge,4
1,bay ridge,bensonhurst,1
1,hamilton heights,LGA,25
1,tribeca,garment district,251
1,park slope,greenwich village,2
1,murray hill,battery park,149
1,east village,hunts point,4
1,tribeca,jackson height,6
1,LGA,hunts point,2
1,greenwich village,mott haven,16
1,hamilton heights,hamilton heights,132
1,sunny side,chelsea,31
1,financial district,gramercy,408
1,midtown,gramercy,4132
1,LGA,clearview,5
1,park slope,bay ridge,8
1,harlem,high bridge,21
1,astoria-long island city,fort green,6
1,queensboro hill,astoria-long island city,1
1,mott haven,east harlem,11
1,LGA,laurelton,3
1,upper west side,university heights,11
1,wakefield-williamsbridge,kings bridge,1
1,upper east side,jamaica,9
1,morningside heights,morningside heights,311
1,ridgewood,bushwick,2
1,jackson height,williamsburg,6
1,JFK,richmondtown,1
1,jackson height,JFK,1
1,yorkville,financial district,64
1,upper west side,greenwich village,220
1,west village,east village,461
1,clinton,woodside,9
1,garment district,upper east side,1548
1,clinton,carroll gardens,4
1,JFK,clearview,9
1,hunts point,midtown,1
1,south bronx,parkchester,1
1,tribeca,utopia,1
1,bedford-stuyvesant,greewood,1
1,upper west side,high bridge,26
1,financial district,bedford park,2
1,sunny side,lower east side,7
1,gramercy,williams bridge,8
1,williamsburg,carroll gardens,15
1,JFK,brooklyn-downtown,26
1,sunny side,hamilton heights,1
1,washington heights,garment district,8
1,park slope,mapleton-flatlands,4
1,brooklyn-downtown,williamsburg,62
1,financial district,dyker heights,4
1,sunny side,morningside heights,7
1,garment district,park slope,37
1,cobble hill,gramercy,14
1,fort green,morningside heights,1
1,upper east side,upper west side,3068
1,east village,mott haven,21
