temp,from,to,count
1,LGA,financial district,198
1,murray hill,upper west side,317
1,JFK,morris heights,5
1,bedford-stuyvesant,upper west side,2
1,garment district,laurelton,4
1,west village,JFK,77
1,upper west side,midtown,5967
1,greenwich village,bedford park,8
1,brooklyn-downtown,east harlem,1
1,upper east side,carnegie hill,1746
1,carroll gardens,carroll gardens,86
1,washington heights,LGA,12
1,gramercy,inwood,13
1,battery park,garment district,192
1,east village,fordham,3
1,country club,harlem,2
1,upper east side,williams bridge,2
1,tribeca,central park,23
1,williamsburg,boerum hill,11
1,garment district,soundview,7
1,midtown,canarsie,6
1,astoria-long island city,upper east side,223
1,sunny side,gramercy,65
1,midtown,maspeth,47
1,carroll gardens,brownsville,1
1,soho,east village,244
1,parkchester,fordham,3
1,west village,battery park,251
1,sunny side,LGA,22
1,murray hill,clinton,543
1,east village,ridgewood,34
1,carroll gardens,murray hill,15
1,bedford-stuyvesant,midtown,4
1,middle village,middle village,2
1,morningside heights,little neck,1
1,hamilton heights,bushwick,1
1,clinton,west village,224
1,soho,hamilton heights,14
1,yorkville,woodlawn-nordwood,2
1,bushwick,carroll gardens,6
1,jamaica,upper west side,1
1,garment district,borough park,13
1,east village,mapleton-flatlands,32
1,garment district,woodside,37
1,garment district,carroll gardens,19
1,murray hill,hamilton heights,20
1,carnegie hill,carnegie hill,171
1,chelsea,hunts point,2
1,LGA,saintalbans,3
1,jackson height,woodhaven-richmond hill,3
1,cobble hill,north sutton area,2
1,financial district,east village,175
1,fort green,LGA,11
1,high bridge,parkchester,4
1,east harlem,astoria-long island city,11
1,fort green,carnegie hill,1
1,brooklyn-downtown,west village,14
1,clinton,yorkville,77
1,fort green,murray hill,10
1,east village,upper east side,615
1,central park,woodside,2
1,bushwick,fort green,7
1,midtown,gravesend-sheepshead bay,37
1,little italy,battery park,40
1,high bridge,east harlem,1
1,harlem,clinton,25
1,murray hill,greewood,6
1,murray hill,woodhaven-richmond hill,3
1,little italy,bensonhurst,1
1,bay ridge,midtown,2
1,battery park,bushwick,2
1,borough park,mapleton-flatlands,7
1,JFK,wakefield-williamsbridge,2
1,hamilton heights,soundview,3
1,garment district,baychester,2
1,chinatown,harlem,12
1,LGA,soho,69
1,washington heights,soundview,4
1,fort green,west village,9
1,chinatown,bushwick,11
1,boerum hill,little italy,2
1,carnegie hill,borough park,1
1,gramercy,sunny side,134
1,clinton,laurelton,2
1,astoria-long island city,upper west side,29
1,union port,harlem,1
1,lower east side,maspeth,15
1,LGA,north sutton area,34
1,greenwich village,jamaica,2
1,chinatown,brownsville,2
1,west village,garment district,533
1,clinton,kings bridge,10
1,financial district,boerum hill,33
1,garment district,chelsea,1723
1,astoria-long island city,east brooklyn,4
1,fordham,morris heights,1
1,astoria-long island city,bushwick,6
1,high bridge,kings bridge,1
1,woodside,kings bridge,1
1,boerum hill,garment district,6
1,clinton,mapleton-flatlands,5
1,bushwick,sunny side,2
1,lower east side,lower east side,710
1,morris park,morris park,4
1,garment district,morningside heights,106
1,east village,park slope,90
1,chelsea,bushwick,90
1,utopia,clinton,1
1,gramercy,carnegie hill,92
1,murray hill,tribeca,180
1,east village,harlem,113
1,garment district,gravesend-sheepshead bay,9
1,LGA,high bridge,1
1,sunny side,garment district,35
1,harlem,carnegie hill,30
1,murray hill,garment district,1237
1,hamilton heights,harlem,144
1,financial district,ridgewood,7
1,financial district,midtown,915
1,JFK,maspeth,10
1,west village,kwq gardens,3
1,tribeca,clearview,2
1,midtown,ardon heights,1
1,jamaica,financial district,1
1,central park,chinatown,2
1,riverdale,upper east side,2
1,upper east side,clinton,623
1,woodside,north sutton area,9
1,lower east side,mott haven,4
1,midtown,oakwood,1
1,upper east side,mapleton-flatlands,13
1,garment district,little italy,77
1,little italy,cobble hill,10
1,morris heights,throggs neck,2
1,sunny side,carroll gardens,3
1,upper east side,east brooklyn,2
1,JFK,west village,50
1,morningside heights,JFK,28
1,astoria-long island city,LGA,79
1,morningside heights,garment district,27
1,flushing,gramercy,1
1,sunny side,springfield gardens,2
1,carnegie hill,murray hill,80
1,hamilton heights,garment district,14
1,JFK,mott haven,11
1,upper west side,kings bridge,14
1,jackson height,murray hill,4
1,JFK,LGA,58
1,upper east side,murray hill,1538
1,midtown,east harlem,217
1,clinton,upper west side,804
1,carroll gardens,fort green,40
1,woodside,yorkville,1
1,brooklyn-downtown,chinatown,9
1,fort green,boerum hill,33
1,high bridge,fort green,4
1,throggs neck,LGA,1
1,chelsea,west village,890
1,east village,carroll gardens,39
1,astoria-long island city,JFK,27
1,upper west side,fordham,14
1,central park,little neck,1
1,battery park,inwood,2
1,lower east side,dyker heights,3
1,fort green,battery park,6
1,lower east side,sunset park,10
1,fort green,cobble hill,7
1,mott haven,tribeca,1
1,hamilton heights,chelsea,40
1,carroll gardens,bay ridge,4
1,maspeth,maspeth,1
1,JFK,new brighten,1
1,corona,east village,1
1,brooklyn-downtown,washington heights,2
1,woodhaven-richmond hill,woodhaven-richmond hill,7
1,williamsburg,cobble hill,3
1,little italy,yorkville,10
1,morningside heights,gramercy,21
1,williamsburg,bushwick,152
1,midtown,south beach,2
1,bedford-stuyvesant,jamaica,1
1,morningside heights,greenwich village,20
1,clifton,new brighten,1
1,tribeca,chinatown,50
1,chelsea,gramercy,2574
1,west village,new brighten,1
1,east village,tribeca,168
1,garment district,cobble hill,2
1,central park,garment district,126
1,union port,throggs neck,1
1,mott haven,sunny side,2
1,mott haven,midtown,1
1,sunny side,north sutton area,25
1,JFK,kings bridge,5
1,chelsea,greewood,14
1,little italy,east village,228
1,lower east side,fort green,175
1,upper east side,greewood,5
1,washington heights,ridgewood,1
1,bushwick,williamsburg,20
1,carroll gardens,williamsburg,27
1,midtown,bensonhurst,23
1,garment district,bay ridge,20
1,washington heights,yorkville,5
1,yorkville,morris heights,3
1,bedford-stuyvesant,bushwick,53
1,kings bridge,central park,1
1,gramercy,saintalbans,4
1,harlem,chinatown,1
1,high bridge,yorkville,2
1,upper east side,astoria-long island city,300
1,clinton,battery park,170
1,greenwich village,gramercy,1587
1,gramercy,central park,117
1,east village,battery park,116
1,utopia,JFK,2
1,LGA,mapleton-flatlands,17
1,bushwick,middle village,2
1,financial district,yorkville,34
1,financial district,utopia,3
1,greewood,lower east side,1
1,upper west side,hunts point,5
1,west village,wakefield-williamsbridge,2
1,carroll gardens,washington heights,2
1,williamsburg,upper east side,18
1,murray hill,new brighten,1
1,woodside,sunny side,73
1,harlem,washington heights,87
1,maspeth,bushwick,3
1,LGA,little italy,15
1,yorkville,sunny side,7
1,hamilton heights,inwood,12
1,central park,fort green,7
1,bedford-stuyvesant,sunny side,7
1,chelsea,greenwich village,1450
1,financial district,bensonhurst,4
1,park slope,williamsburg,10
1,sunset park,kwq gardens,1
1,forest hills,canarsie,1
1,williamsburg,yorkville,4
1,yorkville,central park,92
1,JFK,spuyten duyvil,6
1,financial district,kwq gardens,2
1,financial district,maspeth,1
1,astoria-long island city,middle village,7
1,laurelton,upper west side,1
1,central park,south bronx,2
1,greenwich village,chelsea,1667
1,midtown,university heights,16
1,yorkville,bedford park,6
1,upper west side,boerum hill,3
1,chelsea,glendale,3
1,carnegie hill,tribeca,21
1,morris heights,harlem,1
1,east village,murray hill,446
1,parkchester,parkchester,3
1,fort green,greenwich village,7
1,chelsea,midtown,4063
1,gramercy,little italy,185
1,astoria-long island city,central park,6
1,upper west side,throggs neck,1
1,lower east side,morris heights,2
1,lower east side,greewood,21
1,east harlem,garment district,22
1,morris heights,east harlem,1
1,yorkville,inwood,5
1,gramercy,throggs neck,6
1,sunny side,east village,17
1,yorkville,parkchester,6
1,astoria-long island city,greenwich village,23
1,gramercy,boerum hill,33
1,chinatown,gramercy,75
1,corona,soho,1
1,central park,little italy,6
1,mapleton-flatlands,mapleton-flatlands,22
1,little italy,clinton,54
1,boerum hill,upper east side,12
1,morningside heights,bedford park,2
1,bedford-stuyvesant,yorkville,3
1,tribeca,bedford-stuyvesant,66
1,hamilton heights,borough park,2
1,brooklyn-downtown,forest hills,1
1,borough park,midtown,2
1,east harlem,queensboro hill,2
1,west village,bay ridge,20
1,brooklyn-downtown,financial district,57
1,astoria-long island city,south bronx,5
1,west village,financial district,353
1,astoria-long island city,high bridge,2
1,tribeca,harlem,23
1,boerum hill,gramercy,15
1,garment district,high bridge,4
1,carnegie hill,harlem,46
1,park slope,financial district,6
1,midtown,morningside heights,282
1,battery park,hamilton heights,1
1,JFK,chelsea,182
1,west village,jackson height,16
1,LGA,williams bridge,3
1,sunny side,midtown,208
1,high bridge,battery park,1
1,carnegie hill,mott haven,1
1,forest hills,financial district,4
1,carnegie hill,parkchester,1
1,chelsea,south bronx,8
1,borough park,greewood,1
1,lower east side,fordham,1
1,JFK,battery park,33
1,soho,bay ridge,11
1,murray hill,middle village,3
1,upper west side,battery park,231
1,park slope,astoria-long island city,1
1,soho,soundview,2
1,borough park,east village,1
1,parkchester,tremont,2
1,lower east side,chelsea,424
1,upper west side,dyker heights,2
1,midtown,greenwich village,964
1,university heights,fordham,2
1,west village,hamilton heights,53
1,battery park,bensonhurst,2
1,kwq gardens,mapleton-flatlands,1
1,clinton,midtown,3593
1,brooklyn-downtown,east brooklyn,2
1,little italy,mott haven,1
1,soho,LGA,78
1,east village,morris heights,1
1,mott haven,south bronx,13
1,bedford-stuyvesant,ridgewood,4
1,central park,financial district,14
1,jamaica,garment district,3
1,north sutton area,forest hills,3
1,park slope,lower east side,4
1,chinatown,financial district,81
1,brooklyn-downtown,morningside heights,2
1,lower east side,east harlem,20
1,greenwich village,williamsburg,240
1,upper east side,hamilton heights,92
1,morningside heights,high bridge,1
1,soho,greewood,19
1,LGA,middle village,5
1,forest hills,murray hill,6
1,upper east side,inwood,22
1,battery park,washington heights,3
1,brooklyn-downtown,brownsville,1
1,west village,astoria-long island city,94
1,murray hill,murray hill,646
1,williamsburg,LGA,17
1,jackson height,east harlem,4
1,sunny side,parkchester,2
1,JFK,JFK,319
1,little italy,woodside,4
1,central park,williamsburg,1
1,sunny side,battery park,9
1,cobble hill,morningside heights,1
1,soho,financial district,289
1,utopia,maspeth,2
1,saintalbans,gramercy,1
1,harlem,sunny side,5
1,clinton,JFK,114
1,clinton,little italy,41
1,boerum hill,forest hills,1
1,woodside,financial district,5
1,gramercy,east village,1121
1,north sutton area,little italy,12
1,astoria-long island city,Auburndale,2
1,garment district,dyker heights,4
1,flushing,washington heights,1
1,west village,brownsville,1
1,boerum hill,bushwick,8
1,williamsburg,morningside heights,2
1,garment district,inwood,9
1,JFK,upper east side,263
1,sunny side,borough park,1
1,financial district,williamsburg,82
1,garment district,LGA,257
1,carnegie hill,battery park,16
1,soho,mott haven,4
1,central park,hamilton heights,12
1,yorkville,washington heights,37
1,financial district,tremont,2
1,morningside heights,carnegie hill,49
1,forest hills,chelsea,3
1,east village,upper west side,295
1,LGA,yorkville,34
1,bushwick,LGA,4
1,borough park,bay ridge,1
1,murray hill,throggs neck,2
1,murray hill,queensboro hill,1
1,east village,canarsie,2
1,west village,sunny side,53
1,utopia,soho,1
1,forest hills,utopia,1
1,yorkville,mapleton-flatlands,1
1,cobble hill,borough park,1
1,jamaica,clinton,3
1,chelsea,dyker heights,2
1,carnegie hill,morris heights,2
1,soho,woodhaven-richmond hill,2
1,yorkville,hamilton heights,18
1,springfield gardens,east village,1
1,LGA,morris heights,2
1,cobble hill,LGA,5
1,hamilton heights,carnegie hill,7
1,battery park,bay ridge,6
1,yorkville,williamsburg,2
1,bedford-stuyvesant,LGA,5
1,midtown,cobble hill,21
1,greenwich village,murray hill,608
1,chelsea,utopia,10
1,north sutton area,bedford-stuyvesant,8
1,JFK,morningside heights,29
1,woodhaven-richmond hill,gramercy,1
1,murray hill,midtown,3199
1,mott haven,fordham,4
1,battery park,astoria-long island city,1
1,east village,garment district,456
1,bushwick,chelsea,8
1,north sutton area,jackson height,5
1,chelsea,clearview,2
1,central park,sunny side,5
1,greewood,garment district,5
1,financial district,west village,152
1,corona,midtown,4
1,bedford-stuyvesant,brooklyn-downtown,2
1,tribeca,maspeth,1
1,boerum hill,midtown,21
1,washington heights,astoria-long island city,4
1,LGA,murray hill,261
1,sunset park,jackson height,1
1,midtown,jamaica,25
1,yorkville,forest hills,1
1,astoria-long island city,flushing,13
1,west village,carnegie hill,24
1,forest hills,queensboro hill,1
1,north sutton area,astoria-long island city,34
1,little italy,chinatown,32
1,carnegie hill,soundview,1
1,chelsea,riverdale,1
1,upper west side,borough park,8
1,upper west side,central park,559
1,LGA,flushing,38
1,midtown,carnegie hill,430
1,upper west side,morningside heights,1215
1,washington heights,battery park,3
1,upper west side,hamilton heights,299
1,JFK,kwq gardens,82
1,east harlem,east village,6
1,harlem,kwq gardens,1
1,little italy,midtown,299
1,JFK,little italy,24
1,north sutton area,fort green,7
1,jamaica,morningside heights,1
1,garment district,carnegie hill,88
1,midtown,springfield gardens,10
1,tribeca,east village,183
1,clinton,soho,155
1,financial district,east brooklyn,1
1,west village,upper east side,331
1,midtown,kwq gardens,45
1,brooklyn-downtown,mapleton-flatlands,1
1,kings bridge,upper west side,1
1,chelsea,bedford-stuyvesant,105
1,high bridge,high bridge,12
1,gramercy,Auburndale,3
1,financial district,mott haven,2
1,upper east side,bay ridge,11
1,williamsburg,chelsea,40
1,midtown,rossville,1
1,midtown,corona,3
1,garment district,todt hill,1
1,astoria-long island city,chinatown,4
1,west village,williamsburg,144
1,chinatown,park slope,11
1,south bronx,midtown,3
1,garment district,central park,117
1,JFK,woodhaven-richmond hill,44
1,gramercy,harlem,157
1,chinatown,murray hill,42
1,JFK,bay ridge,20
1,brooklyn-downtown,sunset park,4
1,soho,sunny side,21
1,south bronx,tremont,4
1,morningside heights,battery park,6
1,little italy,central park,10
1,financial district,chinatown,98
1,JFK,bedford-stuyvesant,111
1,chelsea,battery park,403
1,north sutton area,washington heights,21
1,LGA,garment district,247
1,JFK,university heights,4
1,chinatown,east brooklyn,2
1,forest hills,kings bridge,1
1,midtown,south bronx,39
1,battery park,clinton,102
1,upper west side,maspeth,4
1,clinton,murray hill,466
1,LGA,jackson height,87
1,financial district,brooklyn-downtown,56
1,north sutton area,sunset park,2
1,west village,upper west side,316
1,carnegie hill,woodside,1
1,murray hill,cobble hill,2
1,financial district,washington heights,20
1,east village,astoria-long island city,130
1,sunny side,brooklyn-downtown,9
1,cobble hill,woodside,1
1,midtown,country club,5
1,greenwich village,clinton,359
1,chelsea,jamaica,4
1,garment district,washington heights,93
1,mapleton-flatlands,borough park,5
1,midtown,woodside,138
1,soho,williamsburg,105
1,yorkville,soundview,5
1,financial district,chelsea,429
1,jackson height,queensboro hill,2
1,harlem,central park,47
1,JFK,clinton,120
1,JFK,hamilton heights,25
1,astoria-long island city,hunts point,4
1,east village,queensboro hill,2
1,cobble hill,west village,1
1,carnegie hill,east village,6
1,park slope,bushwick,1
1,north sutton area,west village,14
1,JFK,bensonhurst,13
1,north sutton area,east village,65
1,garment district,parkchester,4
1,spuyten duyvil,inwood,2
1,washington heights,midtown,42
1,tribeca,soundview,1
1,west village,maspeth,1
1,east harlem,morningside heights,50
1,upper west side,upper east side,3547
1,upper east side,forest hills,26
1,west village,bedford-stuyvesant,66
1,sunny side,williamsburg,9
1,utopia,central park,1
1,east village,clinton,233
1,boerum hill,fort green,47
1,boerum hill,greenwich village,12
1,jamaica,gramercy,5
1,boerum hill,gravesend-sheepshead bay,4
1,upper east side,upper east side,14834
1,JFK,soho,61
1,jackson height,LGA,18
1,chinatown,queensboro hill,1
1,financial district,cobble hill,6
1,garment district,canarsie,4
1,lower east side,clinton,177
1,washington heights,carnegie hill,3
1,brooklyn-downtown,east village,14
1,upper west side,morris heights,10
1,gramercy,morris heights,2
1,east harlem,gramercy,32
1,little italy,south bronx,2
1,greenwich village,richmondtown,1
1,clinton,riverdale,1
1,sunny side,financial district,24
1,bedford-stuyvesant,sunset park,1
1,clinton,middle village,2
1,midtown,union port,6
1,boerum hill,brooklyn-downtown,22
1,central park,murray hill,94
1,jackson height,maspeth,7
1,carnegie hill,williamsburg,4
1,tribeca,carroll gardens,26
1,morningside heights,williamsburg,1
1,midtown,soho,631
1,fort green,tribeca,20
1,west village,greenwich village,688
1,greenwich village,tremont,8
1,jackson height,morningside heights,2
1,cobble hill,lower east side,9
1,fort green,parkchester,3
1,woodside,brooklyn-downtown,4
1,morningside heights,central park,53
1,bushwick,murray hill,1
1,lower east side,riverdale,4
1,garment district,soho,227
1,garment district,middle village,5
1,upper west side,williamsburg,35
1,lower east side,canarsie,6
1,clinton,maspeth,3
1,upper west side,parkchester,6
1,JFK,little neck,30
1,jackson height,yorkville,5
1,gramercy,east harlem,109
1,LGA,university heights,2
1,upper west side,forest hills,6
1,high bridge,murray hill,1
1,jamaica,battery park,1
1,west village,hunts point,1
1,woodlawn-nordwood,woodlawn-nordwood,2
1,gramercy,ridgewood,32
1,south bronx,fordham,1
1,brooklyn-downtown,battery park,20
1,little italy,upper east side,112
1,williamsburg,chinatown,9
1,murray hill,morris heights,2
1,upper west side,ridgewood,6
1,upper west side,wakefield-williamsbridge,1
1,lower east side,little italy,174
1,high bridge,LGA,2
1,soho,garment district,230
1,boerum hill,chelsea,12
1,cobble hill,clinton,2
1,soho,astoria-long island city,43
1,garment district,university heights,8
1,south beach,battery park,1
1,maspeth,greenwich village,3
1,north sutton area,soundview,2
1,chelsea,bedford park,10
1,harlem,utopia,2
1,astoria-long island city,tremont,1
1,mapleton-flatlands,gravesend-sheepshead bay,5
1,fort green,williamsburg,76
1,west village,chelsea,1488
1,murray hill,kings bridge,4
1,carnegie hill,lower east side,5
1,brooklyn-downtown,LGA,23
1,murray hill,parkchester,5
1,upper west side,Auburndale,1
1,lower east side,bedford-stuyvesant,237
1,gramercy,north sutton area,164
1,harlem,riverdale,2
1,north sutton area,williamsburg,1
1,brooklyn-downtown,canarsie,6
1,williamsburg,middle village,2
1,financial district,woodside,5
1,mott haven,LGA,4
1,tribeca,east harlem,4
1,JFK,greenwich village,123
1,chinatown,morningside heights,19
1,LGA,gramercy,255
1,sunny side,middle village,1
1,hamilton heights,hunts point,4
1,LGA,maspeth,13
1,chelsea,yorkville,87
1,central park,kings bridge,3
1,greenwich village,midtown,2062
1,south bronx,wakefield-williamsbridge,5
1,carnegie hill,garment district,114
1,williamsburg,sunny side,11
1,fort green,garment district,11
1,washington heights,fordham,5
1,parkchester,williams bridge,2
1,brooklyn-downtown,inwood,1
1,yorkville,tremont,3
1,jackson height,cobble hill,1
1,LGA,queens village,3
1,woodside,utopia,2
1,gramercy,east brooklyn,9
1,springfield gardens,springfield gardens,2
1,woodside,little italy,2
1,bedford park,bedford park,2
1,fort green,clinton,4
1,brooklyn-downtown,bedford-stuyvesant,45
1,upper west side,woodlawn-nordwood,2
1,LGA,central park,39
1,financial district,mapleton-flatlands,10
1,soho,bensonhurst,2
1,tribeca,upper east side,177
1,financial district,brownsville,4
1,mott haven,hamilton heights,1
1,inwood,yorkville,1
1,parkchester,harlem,2
1,forest hills,high bridge,2
1,woodside,garment district,12
1,jackson height,mott haven,7
1,park slope,clinton,1
1,tremont,high bridge,2
1,soho,riverdale,6
1,clinton,chinatown,21
1,washington heights,greenwich village,7
1,morningside heights,east harlem,65
1,kwq gardens,murray hill,2
1,midtown,morris park,11
1,fort green,ridgewood,2
1,garment district,wakefield-williamsbridge,5
1,chelsea,east village,710
1,woodside,east village,1
1,tribeca,midtown,1017
1,midtown,sunny side,428
1,midtown,laurelton,1
1,chinatown,woodhaven-richmond hill,1
1,astoria-long island city,garment district,33
1,forest hills,harlem,4
1,cobble hill,cobble hill,6
1,carnegie hill,north sutton area,27
1,greenwich village,east brooklyn,3
1,financial district,bushwick,16
1,chelsea,soundview,2
1,south bronx,union port,1
1,garment district,midtown,7296
1,LGA,ridgewood,7
1,carnegie hill,upper west side,476
1,fordham,high bridge,1
1,lower east side,brooklyn-downtown,57
1,clinton,woodlawn-nordwood,7
1,bedford-stuyvesant,west village,2
1,williamsburg,laurelton,2
1,williamsburg,battery park,9
1,JFK,washington heights,40
1,jackson height,north sutton area,4
1,bedford-stuyvesant,williamsburg,32
1,south bronx,LGA,1
1,soho,woodside,3
1,chinatown,greewood,3
1,queens village,washington heights,1
1,clinton,ridgewood,9
1,upper west side,soho,129
1,chinatown,chinatown,20
1,gramercy,mott haven,11
1,little italy,murray hill,72
1,upper east side,woodhaven-richmond hill,1
1,lower east side,yorkville,58
1,kwq gardens,gramercy,5
1,university heights,bedford park,1
1,battery park,soho,185
1,clinton,borough park,6
1,tribeca,soho,443
1,little italy,north sutton area,11
1,JFK,lower east side,60
1,greenwich village,carroll gardens,44
1,upper east side,chelsea,913
1,west village,greewood,9
1,clinton,morningside heights,95
1,chelsea,middle village,6
1,east village,laurelton,1
1,cobble hill,garment district,7
1,mott haven,clinton,1
1,sunny side,sunny side,478
1,murray hill,carnegie hill,44
1,sunny side,upper west side,41
1,chinatown,gravesend-sheepshead bay,3
1,garment district,west village,246
1,tribeca,bay ridge,14
1,west village,tribeca,385
1,midtown,Auburndale,3
1,hamilton heights,west village,2
1,financial district,middle village,2
1,laurelton,soho,1
1,north sutton area,chelsea,104
1,west village,woodside,8
1,midtown,financial district,1445
1,lower east side,gravesend-sheepshead bay,2
1,gramercy,greenwich village,1497
1,tribeca,greenwich village,385
1,chinatown,chelsea,63
1,astoria-long island city,north sutton area,28
1,yorkville,bedford-stuyvesant,2
1,east harlem,greenwich village,3
1,east harlem,financial district,14
1,midtown,greewood,21
1,williamsburg,fort green,101
1,middle village,ridgewood,1
1,clinton,chelsea,1434
1,carnegie hill,chinatown,1
1,gramercy,murray hill,2039
1,east harlem,lower east side,8
1,east village,fort green,225
1,carroll gardens,boerum hill,48
1,hamilton heights,upper west side,130
1,east harlem,fort green,1
1,cobble hill,carroll gardens,5
1,bay ridge,sunset park,2
1,north sutton area,east harlem,9
1,west village,south bronx,11
1,sunny side,harlem,8
1,williamsburg,financial district,26
1,upper east side,LGA,826
1,greenwich village,east harlem,28
1,upper east side,tremont,12
1,lower east side,country club,2
1,murray hill,jackson height,15
1,JFK,harlem,55
1,lower east side,chinatown,116
1,gramercy,middle village,5
1,LGA,utopia,10
1,tribeca,washington heights,14
1,JFK,saintalbans,30
1,garment district,ardon heights,1
1,little italy,harlem,14
1,greenwich village,astoria-long island city,115
1,tribeca,south bronx,1
1,tribeca,carnegie hill,12
1,greewood,bedford-stuyvesant,6
1,midtown,morris heights,12
1,utopia,washington heights,1
1,little italy,carroll gardens,15
1,east harlem,clinton,10
1,central park,upper east side,1011
1,west village,forest hills,4
1,gramercy,chinatown,81
1,carnegie hill,south bronx,1
1,greenwich village,east village,1090
1,kwq gardens,flushing,2
1,clinton,mott haven,11
1,hamilton heights,soho,5
1,washington heights,little neck,1
1,chinatown,soho,34
1,gramercy,springfield gardens,1
1,upper east side,greenwich village,478
1,woodside,fort green,6
1,LGA,bedford park,5
1,battery park,kings bridge,1
1,mott haven,murray hill,2
1,east village,chelsea,778
1,clinton,gravesend-sheepshead bay,13
1,astoria-long island city,parkchester,2
1,washington heights,north sutton area,4
1,washington heights,east village,3
1,yorkville,battery park,10
1,soho,brownsville,2
1,clinton,springfield gardens,2
1,gramercy,sunset park,21
1,JFK,borough park,33
1,garment district,mapleton-flatlands,26
1,east harlem,washington heights,24
1,midtown,tribeca,522
1,hamilton heights,astoria-long island city,2
1,battery park,park slope,6
1,yorkville,jackson height,2
1,east harlem,jackson height,2
1,carroll gardens,bensonhurst,2
1,clinton,brownsville,5
1,fort green,soundview,2
1,chinatown,borough park,1
1,lower east side,wakefield-williamsbridge,1
1,midtown,bay ridge,30
1,central park,upper west side,769
1,fort green,little italy,6
1,LGA,west village,38
1,chinatown,LGA,6
1,JFK,fort green,151
1,little italy,sunny side,14
1,little italy,chelsea,216
1,dyker heights,chelsea,1
1,murray hill,high bridge,1
1,central park,soho,12
1,clinton,upper east side,639
1,hamilton heights,high bridge,7
1,canarsie,canarsie,4
1,midtown,woodhaven-richmond hill,14
1,bay ridge,borough park,3
1,brooklyn-downtown,tribeca,32
1,corona,upper west side,1
1,east village,middle village,3
1,upper west side,riverdale,32
1,upper east side,kings bridge,8
1,bushwick,woodside,2
1,forest hills,washington heights,2
1,JFK,bushwick,38
1,JFK,williamsburg,121
1,midtown,garment district,4236
1,east village,throggs neck,2
1,lower east side,bedford park,2
1,cobble hill,brooklyn-downtown,20
1,brooklyn-downtown,boerum hill,8
1,morris park,parkchester,3
1,soundview,gramercy,1
1,east village,parkchester,4
1,greewood,bushwick,1
1,cobble hill,central park,1
1,astoria-long island city,jackson height,70
1,fort green,hunts point,1
1,garment district,yorkville,122
1,chelsea,brownsville,3
1,murray hill,LGA,340
1,woodhaven-richmond hill,east brooklyn,2
1,tremont,morris park,1
1,garment district,bedford park,18
1,carroll gardens,tribeca,27
1,park slope,boerum hill,10
1,garment district,greewood,9
1,woodside,greenwich village,2
1,little italy,glendale,1
1,murray hill,inwood,8
1,murray hill,brooklyn-downtown,24
1,brooklyn-downtown,JFK,7
1,east village,utopia,2
1,greenwich village,university heights,3
1,brooklyn-downtown,soundview,2
1,ridgewood,gramercy,1
1,chinatown,east village,75
1,east harlem,upper east side,254
1,north sutton area,woodside,2
1,east village,east village,1237
1,maspeth,midtown,3
1,clinton,south bronx,12
1,upper east side,sunset park,3
1,harlem,tribeca,17
1,woodside,forest hills,5
1,tribeca,park slope,48
1,carroll gardens,maspeth,1
1,garment district,jackson height,43
1,east village,greenwich village,1133
1,battery park,carnegie hill,7
1,fort green,canarsie,5
1,murray hill,springfield gardens,2
1,carroll gardens,east harlem,4
1,inwood,JFK,1
1,lower east side,forest hills,15
1,parkchester,morris heights,1
1,carroll gardens,astoria-long island city,2
1,chinatown,yorkville,8
1,bushwick,greenwich village,1
1,astoria-long island city,woodhaven-richmond hill,6
1,chelsea,flushing,5
1,morris park,fordham,1
1,battery park,sunset park,1
1,soho,carroll gardens,23
1,south bronx,harlem,1
1,murray hill,richmondtown,1
1,soho,north sutton area,30
1,sunny side,astoria-long island city,169
1,greenwich village,kwq gardens,11
1,washington heights,harlem,57
1,JFK,gramercy,210
1,east brooklyn,east brooklyn,1
1,hamilton heights,gramercy,11
1,astoria-long island city,east harlem,14
1,greewood,battery park,2
1,garment district,brownsville,2
1,carroll gardens,financial district,38
1,morris park,tremont,2
1,little neck,Auburndale,1
1,chinatown,garment district,47
1,carroll gardens,gravesend-sheepshead bay,1
1,greenwich village,gravesend-sheepshead bay,7
1,tremont,hamilton heights,2
1,west village,murray hill,263
1,carroll gardens,clinton,4
1,clinton,boerum hill,6
1,chelsea,woodside,20
1,washington heights,west village,8
1,cobble hill,upper west side,15
1,upper west side,soundview,7
1,soho,clinton,154
1,williamsburg,north sutton area,9
1,west village,lower east side,238
1,central park,west village,21
1,harlem,morris heights,4
1,east harlem,riverdale,2
1,bushwick,east brooklyn,4
1,bensonhurst,bensonhurst,23
1,west village,fordham,2
1,williamsburg,murray hill,21
1,brooklyn-downtown,astoria-long island city,2
1,fort green,central park,2
1,JFK,middle village,10
1,soho,harlem,24
1,chinatown,ridgewood,1
1,murray hill,ridgewood,8
1,sunny side,boerum hill,1
1,financial district,university heights,1
1,upper west side,sunset park,2
1,greenwich village,upper east side,700
1,little italy,gramercy,229
1,east harlem,borough park,1
1,harlem,upper west side,357
1,chelsea,parkchester,11
1,upper east side,borough park,3
1,south bronx,upper west side,3
1,sunny side,greenwich village,15
1,west village,washington heights,61
1,carnegie hill,midtown,1081
1,upper west side,east brooklyn,1
1,battery park,murray hill,99
1,murray hill,maspeth,6
1,kings bridge,kings bridge,3
1,morningside heights,queensboro hill,1
1,LGA,gravesend-sheepshead bay,14
1,forest hills,soho,1
1,murray hill,upper east side,1152
1,greenwich village,west village,851
