1,washington heights,upper west side,1
1,little italy,financial district,1
1,JFK,midtown,9
1,little italy,upper east side,1
1,harlem,east harlem,2
1,sunny side,woodside,1
1,gramercy,east harlem,1
1,battery park,battery park,3
1,jackson height,sunny side,1
1,battery park,tribeca,12
1,garment district,soho,3
1,garment district,LGA,6
1,central park,harlem,1
1,upper east side,upper west side,34
1,upper west side,riverdale,2
1,central park,astoria-long island city,1
1,greenwich village,battery park,2
1,upper east side,north sutton area,4
1,washington heights,battery park,1
1,west village,greenwich village,2
1,midtown,soho,2
1,upper east side,central park,20
1,north sutton area,murray hill,2
1,greenwich village,midtown,10
1,soho,upper east side,3
1,financial district,tremont,1
1,midtown,yorkville,3
1,east village,LGA,2
1,lower east side,financial district,2
1,boerum hill,williamsburg,1
1,east harlem,gramercy,1
1,soho,financial district,4
1,fort green,midtown,1
1,harlem,yorkville,4
1,gramercy,tribeca,4
1,garment district,greenwich village,4
1,north sutton area,tribeca,1
1,little italy,garment district,1
1,harlem,garment district,2
1,upper east side,upper east side,143
1,astoria-long island city,sunny side,2
1,east harlem,garment district,1
1,east village,yorkville,1
1,LGA,washington heights,1
1,soho,lower east side,1
1,LGA,fordham,1
1,upper east side,yorkville,11
1,upper west side,upper east side,25
1,east harlem,morningside heights,2
1,battery park,west village,3
1,carnegie hill,carnegie hill,3
1,washington heights,midtown,1
1,sunset park,chelsea,1
1,upper east side,gramercy,31
1,garment district,JFK,3
1,harlem,harlem,13
1,financial district,battery park,7
1,upper east side,JFK,8
1,JFK,astoria-long island city,2
1,hamilton heights,harlem,1
1,JFK,clinton,1
1,hamilton heights,midtown,1
1,harlem,central park,1
1,north sutton area,JFK,4
1,upper west side,LGA,2
1,financial district,chelsea,2
1,soho,williamsburg,1
1,carnegie hill,yorkville,2
1,garment district,washington heights,1
1,chelsea,williamsburg,1
1,chelsea,soho,5
1,battery park,gramercy,1
1,yorkville,east harlem,2
1,carnegie hill,morningside heights,1
1,upper east side,east village,3
1,harlem,upper east side,2
1,central park,carnegie hill,3
1,LGA,jackson height,1
1,clinton,murray hill,3
1,battery park,clinton,6
1,brooklyn-downtown,chelsea,1
1,carnegie hill,greenwich village,1
1,soho,chelsea,4
1,battery park,washington heights,1
1,astoria-long island city,clinton,1
1,harlem,JFK,1
1,chelsea,battery park,4
1,JFK,bedford-stuyvesant,2
1,financial district,chinatown,1
1,battery park,upper west side,1
1,battery park,JFK,1
1,chelsea,upper west side,2
1,williamsburg,battery park,1
1,west village,upper east side,1
1,greenwich village,tribeca,4
1,forest hills,LGA,1
1,yorkville,chelsea,1
1,JFK,woodhaven-richmond hill,1
1,gramercy,upper west side,6
1,carnegie hill,clinton,1
1,garment district,central park,4
1,midtown,LGA,36
1,morningside heights,upper west side,12
1,midtown,chelsea,17
1,garment district,upper west side,5
1,brooklyn-downtown,sunny side,1
1,upper west side,washington heights,5
1,greewood,carroll gardens,1
1,upper east side,astoria-long island city,1
1,chelsea,central park,2
1,upper east side,midtown,165
1,LGA,battery park,1
1,gramercy,clinton,1
1,east village,financial district,1
1,gramercy,upper east side,13
1,upper east side,south bronx,2
1,tribeca,west village,2
1,LGA,upper east side,2
1,upper east side,washington heights,2
1,brooklyn-downtown,murray hill,2
1,tribeca,soho,4
1,murray hill,west village,1
1,little italy,midtown,4
1,morris heights,morris heights,1
1,greenwich village,upper east side,6
1,JFK,kwq gardens,1
1,upper west side,hamilton heights,1
1,park slope,JFK,3
1,midtown,carnegie hill,6
1,greenwich village,JFK,3
1,upper west side,central park,3
1,JFK,Auburndale,1
1,forest hills,forest hills,2
1,woodside,washington heights,2
1,yorkville,midtown,10
1,upper west side,upper west side,55
1,LGA,murray hill,1
1,JFK,garment district,3
1,JFK,upper west side,2
1,morningside heights,chelsea,1
1,harlem,morningside heights,8
1,chinatown,west village,1
1,garment district,murray hill,11
1,battery park,midtown,13
1,brooklyn-downtown,greewood,1
1,astoria-long island city,gramercy,4
1,north sutton area,midtown,22
1,sunny side,JFK,1
1,garment district,east village,1
1,north sutton area,financial district,3
1,carnegie hill,north sutton area,1
1,central park,lower east side,1
1,east village,garment district,4
1,central park,midtown,8
1,murray hill,midtown,30
1,upper east side,garment district,26
1,financial district,greenwich village,3
1,east harlem,east harlem,5
1,tribeca,tremont,1
1,carroll gardens,chelsea,3
1,yorkville,harlem,2
1,LGA,east harlem,1
1,washington heights,hamilton heights,2
1,east village,east village,2
1,upper east side,jackson height,1
1,harlem,midtown,5
1,east harlem,washington heights,1
1,JFK,forest hills,2
1,soho,LGA,3
1,financial district,murray hill,3
1,morningside heights,clinton,2
1,east harlem,harlem,9
1,south bronx,mott haven,1
1,upper east side,lower east side,4
1,tribeca,brooklyn-downtown,3
1,tribeca,JFK,2
1,murray hill,chelsea,9
1,midtown,upper west side,18
1,carnegie hill,battery park,1
1,garment district,west village,1
1,gramercy,west village,4
1,financial district,williamsburg,1
1,carroll gardens,brooklyn-downtown,1
1,carnegie hill,LGA,1
1,JFK,upper east side,2
1,JFK,jackson height,2
1,financial district,JFK,2
1,west village,midtown,13
1,carnegie hill,gramercy,1
1,upper east side,battery park,3
1,sunny side,jackson height,1
1,gramercy,east village,4
1,williamsburg,tribeca,1
1,north sutton area,LGA,2
1,astoria-long island city,williamsburg,2
1,midtown,brooklyn-downtown,1
1,lower east side,greenwich village,1
1,JFK,financial district,1
1,murray hill,JFK,5
1,north sutton area,garment district,4
1,clinton,greenwich village,4
1,tribeca,morningside heights,1
1,midtown,north sutton area,3
1,JFK,JFK,1
1,hamilton heights,washington heights,1
1,brooklyn-downtown,midtown,1
1,williamsburg,brooklyn-downtown,1
1,central park,washington heights,2
1,battery park,little italy,2
1,greenwich village,clinton,2
1,murray hill,murray hill,10
1,woodside,maspeth,1
1,carroll gardens,upper west side,1
1,soho,battery park,1
