temp,from,to,count
2,washington heights,midtown,5
2,north sutton area,east village,37
2,JFK,bensonhurst,4
2,north sutton area,west village,17
2,harlem,the rockaways,2
2,carnegie hill,east village,3
2,JFK,hamilton heights,4
2,JFK,clinton,90
2,harlem,central park,26
2,jackson height,queensboro hill,2
2,financial district,chelsea,164
2,soho,williamsburg,27
2,midtown,woodside,6
2,carnegie hill,yorkville,28
2,garment district,washington heights,13
2,greenwich village,clinton,107
2,east village,astoria-long island city,6
2,murray hill,cobble hill,2
2,west village,upper west side,77
2,financial district,brooklyn-downtown,19
2,flushing,JFK,1
2,LGA,jackson height,42
2,clinton,murray hill,126
2,battery park,clinton,76
2,midtown,south bronx,5
2,JFK,university heights,1
2,LGA,garment district,185
2,chelsea,battery park,94
2,JFK,bedford-stuyvesant,25
2,financial district,chinatown,104
2,little italy,central park,5
2,morningside heights,battery park,1
2,soho,sunny side,3
2,brooklyn-downtown,sunset park,1
2,JFK,bay ridge,14
2,chinatown,murray hill,17
2,gramercy,harlem,12
2,JFK,woodhaven-richmond hill,4
2,garment district,central park,130
2,chinatown,park slope,4
2,west village,williamsburg,2
2,fort green,greewood,1
2,williamsburg,chelsea,5
2,upper east side,bay ridge,1
2,financial district,mott haven,2
2,high bridge,high bridge,1
2,chelsea,bedford-stuyvesant,10
2,midtown,kwq gardens,2
2,west village,upper east side,74
2,clinton,soho,87
2,tribeca,east village,34
2,midtown,springfield gardens,1
2,garment district,carnegie hill,39
2,JFK,little italy,7
2,little italy,midtown,101
2,east harlem,east village,1
2,JFK,kwq gardens,17
2,upper west side,hamilton heights,77
2,midtown,harlem,79
2,midtown,carnegie hill,121
2,LGA,flushing,23
2,upper west side,central park,310
2,little italy,chinatown,3
2,north sutton area,astoria-long island city,5
2,west village,carnegie hill,3
2,soho,springfield gardens,1
2,jackson height,financial district,1
2,LGA,murray hill,130
2,washington heights,astoria-long island city,1
2,tribeca,maspeth,1
2,central park,north sutton area,12
2,corona,midtown,1
2,financial district,west village,94
2,west village,borough park,1
2,central park,sunny side,3
2,woodside,park slope,1
2,east village,garment district,202
2,murray hill,midtown,555
2,carnegie hill,university heights,1
2,JFK,morningside heights,4
2,greenwich village,murray hill,151
2,yorkville,williamsburg,2
2,hamilton heights,carnegie hill,2
2,cobble hill,LGA,1
2,yorkville,hamilton heights,9
2,west village,sunny side,2
2,brooklyn-downtown,gravesend-sheepshead bay,1
2,gramercy,sunset park,1
2,east village,upper west side,34
2,morningside heights,carnegie hill,9
2,yorkville,washington heights,9
2,central park,hamilton heights,5
2,carnegie hill,battery park,3
2,garment district,LGA,102
2,financial district,williamsburg,28
2,astoria-long island city,cobble hill,1
2,JFK,upper east side,141
2,garment district,inwood,1
2,north sutton area,little italy,4
2,gramercy,east village,381
2,clinton,little italy,36
2,clinton,JFK,32
2,soho,bedford-stuyvesant,1
2,tribeca,spuyten duyvil,1
2,central park,williamsburg,1
2,JFK,JFK,149
2,sunny side,bedford park,2
2,williamsburg,LGA,1
2,murray hill,murray hill,118
2,west village,astoria-long island city,2
2,battery park,washington heights,1
2,upper east side,inwood,4
2,springfield gardens,jamaica,1
2,LGA,middle village,2
2,morningside heights,high bridge,2
2,upper east side,hamilton heights,11
2,greenwich village,williamsburg,17
2,upper west side,morningside heights,235
2,chinatown,financial district,63
2,north sutton area,forest hills,2
2,jamaica,garment district,1
2,central park,financial district,9
2,mott haven,south bronx,4
2,jackson height,east village,2
2,soho,LGA,32
2,clinton,midtown,759
2,high bridge,central park,1
2,midtown,greenwich village,287
2,lower east side,chelsea,99
2,soho,soundview,1
2,upper west side,battery park,38
2,borough park,clinton,1
2,JFK,battery park,19
2,borough park,greewood,1
2,sunny side,midtown,19
2,upper east side,morningside heights,59
2,JFK,chelsea,90
2,midtown,morningside heights,31
2,carnegie hill,harlem,16
2,boerum hill,gramercy,4
2,sunny side,university heights,1
2,west village,financial district,64
2,brooklyn-downtown,financial district,11
2,east village,carroll gardens,9
2,boerum hill,upper east side,1
2,little italy,clinton,19
2,mapleton-flatlands,mapleton-flatlands,4
2,central park,little italy,4
2,chinatown,gramercy,21
2,gramercy,boerum hill,1
2,astoria-long island city,greenwich village,3
2,yorkville,parkchester,1
2,sunny side,east village,1
2,yorkville,carnegie hill,13
2,east harlem,garment district,7
2,chelsea,fort green,22
2,carnegie hill,borough park,1
2,astoria-long island city,central park,1
2,gramercy,little italy,59
2,chelsea,midtown,1047
2,fort green,greenwich village,2
2,yorkville,fort green,1
2,little italy,astoria-long island city,2
2,carnegie hill,tribeca,1
2,jackson height,JFK,3
2,upper west side,boerum hill,3
2,yorkville,bedford park,1
2,midtown,university heights,1
2,greenwich village,chelsea,428
2,financial district,kwq gardens,1
2,sunny side,tremont,1
2,JFK,spuyten duyvil,2
2,yorkville,central park,9
2,gramercy,jamaica,2
2,park slope,williamsburg,1
2,financial district,bensonhurst,2
2,chelsea,greenwich village,381
2,central park,fort green,1
2,LGA,little italy,8
2,chinatown,central park,1
2,jackson height,bensonhurst,1
2,woodside,sunny side,4
2,williamsburg,upper east side,1
2,financial district,yorkville,2
2,corona,harlem,2
2,LGA,mapleton-flatlands,10
2,east village,battery park,35
2,gramercy,central park,90
2,greenwich village,gramercy,357
2,clinton,battery park,76
2,upper west side,murray hill,97
2,bedford-stuyvesant,bushwick,4
2,washington heights,yorkville,6
2,carnegie hill,carnegie hill,33
2,carroll gardens,williamsburg,2
2,upper east side,greewood,2
2,lower east side,fort green,12
2,LGA,upper west side,220
2,chelsea,greewood,2
2,sunny side,north sutton area,1
2,kwq gardens,midtown,2
2,central park,garment district,75
2,garment district,cobble hill,2
2,east village,tribeca,35
2,chelsea,gramercy,574
2,tribeca,chinatown,18
2,north sutton area,park slope,1
2,midtown,south beach,1
2,williamsburg,bushwick,7
2,morningside heights,gramercy,2
2,maspeth,soho,1
2,williamsburg,cobble hill,3
2,woodhaven-richmond hill,woodhaven-richmond hill,2
2,hamilton heights,chelsea,6
2,fort green,cobble hill,2
2,murray hill,gramercy,391
2,upper west side,fordham,4
2,astoria-long island city,JFK,4
2,west village,bay ridge,2
2,chelsea,west village,306
2,fort green,boerum hill,2
2,brooklyn-downtown,chinatown,9
2,carroll gardens,fort green,7
2,clinton,upper west side,342
2,midtown,east harlem,33
2,upper east side,murray hill,325
2,JFK,LGA,55
2,JFK,mott haven,1
2,hamilton heights,garment district,2
2,carnegie hill,murray hill,8
2,greenwich village,park slope,2
2,morningside heights,JFK,5
2,JFK,west village,25
2,fordham,midtown,1
2,garment district,little italy,42
2,upper east side,mapleton-flatlands,3
2,financial district,city island,1
2,upper east side,clinton,278
2,central park,chinatown,5
2,jamaica,financial district,1
2,financial district,midtown,403
2,cobble hill,brooklyn-downtown,3
2,murray hill,garment district,312
2,harlem,carnegie hill,7
2,sunny side,garment district,7
2,LGA,high bridge,4
2,garment district,gravesend-sheepshead bay,4
2,east village,harlem,3
2,murray hill,tribeca,45
2,gramercy,carnegie hill,15
2,chelsea,bushwick,3
2,east village,park slope,10
2,garment district,morningside heights,25
2,lower east side,lower east side,122
2,boerum hill,garment district,1
2,astoria-long island city,bushwick,2
2,garment district,chelsea,390
2,west village,garment district,141
2,LGA,north sutton area,21
2,astoria-long island city,upper west side,4
2,gramercy,sunny side,20
2,boerum hill,little italy,2
2,chinatown,bushwick,3
2,LGA,soho,41
2,carroll gardens,little italy,1
2,JFK,wakefield-williamsbridge,2
2,little italy,ridgewood,1
2,harlem,clinton,18
2,little italy,battery park,8
2,central park,woodside,1
2,east village,upper east side,155
2,brooklyn-downtown,west village,3
2,east harlem,astoria-long island city,4
2,financial district,east village,97
2,cobble hill,north sutton area,1
2,tremont,mott haven,1
2,LGA,saintalbans,3
2,murray hill,hamilton heights,2
2,garment district,carroll gardens,3
2,garment district,woodside,1
2,upper east side,bedford park,4
2,midtown,greewood,2
2,soho,hamilton heights,2
2,clinton,west village,159
2,murray hill,clinton,144
2,sunny side,LGA,2
2,west village,battery park,83
2,soho,east village,86
2,midtown,maspeth,2
2,sunny side,gramercy,14
2,astoria-long island city,upper east side,37
2,midtown,canarsie,3
2,williamsburg,boerum hill,2
2,washington heights,morningside heights,5
2,upper east side,williams bridge,2
2,east village,fordham,2
2,battery park,garment district,87
2,gramercy,inwood,1
2,carroll gardens,carroll gardens,5
2,upper east side,carnegie hill,275
2,brooklyn-downtown,east harlem,1
2,upper west side,midtown,1234
2,west village,JFK,26
2,garment district,laurelton,1
2,lower east side,north sutton area,4
2,murray hill,upper west side,117
2,LGA,financial district,85
2,upper east side,upper west side,1195
2,north sutton area,central park,3
2,financial district,dyker heights,1
2,brooklyn-downtown,williamsburg,19
2,jamaica,JFK,2
2,washington heights,garment district,2
2,JFK,brooklyn-downtown,17
2,williamsburg,carroll gardens,2
2,upper east side,west village,101
2,sunny side,lower east side,2
2,financial district,woodside,1
2,murray hill,soho,73
2,JFK,clearview,9
2,clinton,carroll gardens,3
2,garment district,upper east side,587
2,clinton,woodside,3
2,west village,east village,80
2,upper west side,greenwich village,77
2,yorkville,financial district,2
2,chelsea,glendale,1
2,morningside heights,morningside heights,26
2,astoria-long island city,LGA,14
2,mott haven,east harlem,1
2,astoria-long island city,fort green,3
2,harlem,high bridge,2
2,north sutton area,chelsea,28
2,midtown,gramercy,855
2,financial district,gramercy,132
2,garment district,lower east side,89
2,JFK,todt hill,2
2,hamilton heights,hamilton heights,25
2,greenwich village,mott haven,3
2,LGA,hunts point,1
2,murray hill,battery park,39
2,park slope,greenwich village,2
2,tribeca,garment district,67
2,sunset park,bay ridge,1
2,gramercy,bushwick,4
2,little italy,JFK,4
2,jackson height,woodside,5
2,upper east side,harlem,168
2,financial district,clinton,94
2,JFK,boerum hill,16
2,upper west side,bedford park,2
2,garment district,brooklyn-downtown,9
2,clinton,harlem,21
2,gramercy,gramercy,660
2,fort green,lower east side,3
2,murray hill,mapleton-flatlands,1
2,park slope,park slope,1
2,tribeca,sunset park,1
2,soho,the rockaways,1
2,garment district,sunny side,10
2,brooklyn-downtown,jackson height,2
2,chinatown,soho,9
2,tribeca,lower east side,62
2,chelsea,university heights,1
2,central park,JFK,19
2,east village,inwood,1
2,little italy,upper west side,20
2,tribeca,murray hill,22
2,murray hill,washington heights,4
2,LGA,lower east side,26
2,gramercy,chelsea,486
2,upper east side,financial district,104
2,brooklyn-downtown,little italy,2
2,west village,gramercy,107
2,harlem,JFK,6
2,tribeca,harlem,1
2,washington heights,tremont,3
2,clinton,park slope,3
2,tribeca,mapleton-flatlands,2
2,upper west side,clinton,482
2,soho,west village,186
2,upper west side,woodside,1
2,carnegie hill,chelsea,14
2,jamaica,jackson height,1
2,garment district,battery park,94
2,midtown,east village,198
2,east harlem,south bronx,4
2,battery park,greenwich village,60
2,LGA,south bronx,6
2,jamaica,tribeca,1
2,LGA,mott haven,4
2,jackson height,utopia,1
2,upper west side,chinatown,5
2,LGA,little neck,7
2,chinatown,midtown,65
2,gramercy,murray hill,317
2,garment district,maspeth,2
2,east village,jackson height,1
2,astoria-long island city,north sutton area,7
2,gramercy,hamilton heights,1
2,astoria-long island city,lower east side,1
2,LGA,bensonhurst,1
2,garment district,east harlem,13
2,little italy,bedford-stuyvesant,6
2,east village,west village,102
2,gramercy,woodside,3
2,LGA,brownsville,5
2,LGA,chinatown,7
2,garment district,utopia,1
2,west village,boerum hill,2
2,yorkville,upper west side,81
2,lower east side,upper west side,26
2,west village,west village,89
2,gramercy,midtown,972
2,battery park,high bridge,1
2,midtown,bedford-stuyvesant,11
2,JFK,soundview,2
2,little italy,bushwick,1
2,morningside heights,LGA,7
2,harlem,south bronx,4
2,washington heights,upper west side,16
2,little italy,financial district,46
2,JFK,midtown,578
2,park slope,greewood,3
2,lower east side,sunny side,1
2,sunny side,woodside,8
2,upper east side,high bridge,1
2,little italy,greewood,1
2,greenwich village,battery park,72
2,murray hill,bushwick,5
2,west village,brooklyn-downtown,4
2,upper east side,central park,268
2,sunny side,east harlem,2
2,flushing,queensboro hill,1
2,yorkville,woodside,1
2,harlem,chelsea,15
2,woodside,soho,1
2,harlem,mott haven,5
2,gramercy,west village,213
2,gramercy,washington heights,9
2,lower east side,financial district,144
2,soho,financial district,114
2,fort green,midtown,3
2,gramercy,tribeca,87
2,murray hill,bay ridge,3
2,murray hill,mott haven,1
2,tribeca,carnegie hill,3
2,murray hill,little italy,22
2,east harlem,high bridge,2
2,washington heights,upper east side,3
2,LGA,washington heights,40
2,little italy,LGA,4
2,sunny side,ridgewood,2
2,soho,lower east side,104
2,east harlem,sunny side,1
2,upper east side,yorkville,299
2,chelsea,east harlem,7
2,upper east side,mott haven,7
2,forest hills,gramercy,1
2,hamilton heights,yorkville,4
2,east village,lower east side,186
2,garment district,JFK,76
2,murray hill,central park,53
2,harlem,harlem,148
2,upper west side,financial district,26
2,JFK,astoria-long island city,44
2,upper west side,tremont,1
2,harlem,battery park,3
2,hamilton heights,midtown,6
2,gramercy,cobble hill,2
2,midtown,soundview,3
2,garment district,bensonhurst,1
2,chelsea,soho,260
2,east village,chinatown,32
2,north sutton area,greenwich village,14
2,central park,carnegie hill,15
2,little italy,little italy,9
2,morningside heights,inwood,3
2,east village,south bronx,1
2,soho,chelsea,263
2,astoria-long island city,clinton,4
2,JFK,east harlem,8
2,LGA,brooklyn-downtown,23
2,central park,LGA,44
2,west village,carroll gardens,6
2,park slope,upper east side,2
2,greenwich village,fort green,14
2,battery park,upper west side,30
2,JFK,morris park,1
2,inwood,upper west side,1
2,greenwich village,tribeca,136
2,upper east side,clearview,1
2,carnegie hill,clinton,11
2,upper east side,fordham,1
2,financial district,east harlem,1
2,gramercy,riverdale,1
2,upper east side,astoria-long island city,64
2,harlem,west village,1
2,garment district,city island,2
2,central park,borough park,2
2,upper east side,washington heights,29
2,east village,east harlem,3
2,central park,east harlem,15
2,brooklyn-downtown,upper east side,2
2,harlem,greenwich village,6
2,JFK,Auburndale,7
2,cobble hill,upper east side,2
2,midtown,riverdale,5
2,west village,harlem,4
2,LGA,hamilton heights,11
2,astoria-long island city,west village,4
2,JFK,garment district,96
2,midtown,flushing,2
2,JFK,upper west side,96
2,harlem,morningside heights,38
2,gramercy,bensonhurst,1
2,garment district,forest hills,2
2,garment district,murray hill,295
2,astoria-long island city,gramercy,5
2,jackson height,midtown,5
2,chelsea,borough park,2
2,jackson height,kwq gardens,1
2,north sutton area,financial district,8
2,LGA,east brooklyn,7
2,battery park,harlem,2
2,JFK,queens village,11
2,yorkville,harlem,43
2,fort green,fort green,30
2,garment district,bedford-stuyvesant,9
2,washington heights,hamilton heights,15
2,lower east side,east harlem,2
2,LGA,parkchester,6
2,carroll gardens,LGA,1
2,gramercy,fort green,14
2,east harlem,harlem,70
2,greenwich village,yorkville,6
2,kwq gardens,garment district,1
2,midtown,upper west side,1059
2,north sutton area,battery park,5
2,garment district,fort green,8
2,williamsburg,lower east side,27
2,JFK,jackson height,12
2,west village,midtown,277
2,boerum hill,bedford-stuyvesant,2
2,sunny side,fort green,2
2,east harlem,hamilton heights,8
2,carnegie hill,gramercy,19
2,gramercy,hunts point,1
2,JFK,tremont,4
2,north sutton area,inwood,1
2,harlem,tremont,2
2,williamsburg,tribeca,3
2,soho,little italy,25
2,north sutton area,LGA,17
2,midtown,brooklyn-downtown,4
2,greenwich village,little italy,71
2,yorkville,west village,3
2,sunny side,soho,2
2,brooklyn-downtown,bensonhurst,1
2,astoria-long island city,ridgewood,1
2,fort green,borough park,2
2,sunny side,little neck,1
2,chelsea,cobble hill,4
2,brooklyn-downtown,midtown,10
2,little italy,tribeca,17
2,maspeth,JFK,2
2,gramercy,jackson height,7
2,battery park,sunny side,3
2,upper east side,midtown,2192
2,west village,central park,16
2,JFK,sunset park,6
2,upper east side,spuyten duyvil,1
2,east harlem,soundview,2
2,garment district,astoria-long island city,21
2,financial district,lower east side,167
2,yorkville,high bridge,3
2,LGA,astoria-long island city,94
2,woodside,clinton,3
2,soho,borough park,2
2,midtown,hamilton heights,9
2,tribeca,hamilton heights,1
2,hamilton heights,east harlem,8
2,maspeth,mapleton-flatlands,1
2,cobble hill,boerum hill,2
2,financial district,garment district,161
2,upper east side,tribeca,42
2,east village,woodhaven-richmond hill,1
2,lower east side,cobble hill,4
2,LGA,tremont,1
2,LGA,carnegie hill,13
2,carnegie hill,washington heights,4
2,garment district,spuyten duyvil,3
2,brooklyn-downtown,lower east side,10
2,soho,brooklyn-downtown,3
2,lower east side,harlem,4
2,bedford-stuyvesant,fort green,9
2,lower east side,carroll gardens,6
2,JFK,westleigh-castleton,2
2,midtown,little italy,65
2,kwq gardens,woodhaven-richmond hill,1
2,fort green,soho,3
2,LGA,greewood,1
2,financial district,carnegie hill,2
2,garment district,ridgewood,1
2,kwq gardens,JFK,2
2,brooklyn-downtown,harlem,1
2,harlem,LGA,8
2,LGA,woodhaven-richmond hill,4
2,garment district,little neck,2
2,woodside,JFK,1
2,murray hill,north sutton area,28
2,borough park,borough park,1
2,yorkville,greenwich village,3
2,harlem,financial district,1
2,JFK,carroll gardens,14
2,boerum hill,lower east side,1
2,chelsea,financial district,115
2,east harlem,yorkville,49
2,LGA,woodlawn-nordwood,1
2,north sutton area,harlem,2
2,financial district,boerum hill,5
2,LGA,chelsea,115
2,battery park,williamsburg,6
2,east village,cobble hill,1
2,bedford-stuyvesant,JFK,2
2,garment district,williams bridge,2
2,carnegie hill,hamilton heights,3
2,midtown,bushwick,1
2,JFK,ridgewood,7
2,park slope,fort green,5
2,tribeca,LGA,14
2,hamilton heights,wakefield-williamsbridge,1
2,east village,soho,108
2,chelsea,gravesend-sheepshead bay,1
2,sunny side,clinton,4
2,carnegie hill,upper east side,202
2,upper west side,high bridge,4
2,upper west side,yorkville,128
2,murray hill,borough park,1
2,yorkville,upper east side,191
2,corona,murray hill,1
2,midtown,carroll gardens,6
2,greenwich village,north sutton area,4
2,jackson height,astoria-long island city,8
2,JFK,midland beach,1
2,east village,midtown,247
2,woodside,astoria-long island city,15
2,JFK,chinatown,1
2,west village,east harlem,1
2,bedford-stuyvesant,soho,1
2,harlem,north sutton area,3
2,greewood,park slope,1
2,midtown,park slope,3
2,forest hills,forest hills,6
2,university heights,morris park,1
2,borough park,park slope,2
2,JFK,mapleton-flatlands,18
2,chelsea,inwood,1
2,central park,yorkville,28
2,high bridge,harlem,1
2,murray hill,lower east side,75
2,jamaica,little italy,2
2,north sutton area,maspeth,2
2,upper west side,inwood,14
2,gramercy,yorkville,28
2,LGA,williamsburg,41
2,boerum hill,LGA,1
2,east village,bedford-stuyvesant,9
2,chelsea,brownsville,1
2,LGA,soundview,4
2,north sutton area,gramercy,80
2,soho,carnegie hill,7
2,borough park,JFK,2
2,morningside heights,murray hill,4
2,astoria-long island city,brooklyn-downtown,1
2,battery park,murray hill,20
2,east harlem,soho,1
2,chelsea,jackson height,1
2,clinton,kwq gardens,3
2,murray hill,carroll gardens,3
2,midtown,sunset park,4
2,astoria-long island city,east harlem,1
2,bedford-stuyvesant,bedford-stuyvesant,2
2,soho,boerum hill,4
2,soho,park slope,2
2,chelsea,harlem,28
2,central park,morningside heights,21
2,tribeca,utopia,2
2,chelsea,chelsea,843
2,south bronx,upper east side,2
2,chinatown,chinatown,6
2,greewood,tribeca,2
2,JFK,williamsburg,48
2,upper east side,wakefield-williamsbridge,2
2,flushing,fort green,1
2,JFK,gravesend-sheepshead bay,24
2,soho,central park,27
2,astoria-long island city,bedford-stuyvesant,1
2,chelsea,murray hill,212
2,yorkville,clinton,11
2,LGA,morris park,4
2,clinton,fordham,3
2,harlem,fort green,3
2,clinton,morningside heights,17
2,upper west side,greewood,1
2,hamilton heights,clinton,2
2,upper west side,carnegie hill,83
2,upper west side,gramercy,176
2,sunny side,middle village,1
2,midtown,fordham,4
2,brooklyn-downtown,boerum hill,3
2,chelsea,JFK,80
2,greenwich village,boerum hill,4
2,maspeth,astoria-long island city,1
2,boerum hill,tribeca,2
2,bay ridge,fort green,2
2,high bridge,LGA,1
2,upper east side,bushwick,4
2,fort green,glendale,1
2,maspeth,financial district,1
2,soho,murray hill,37
2,garment district,chinatown,23
2,midtown,lower east side,157
2,canarsie,bedford-stuyvesant,2
2,soho,washington heights,3
2,LGA,upper east side,226
2,east harlem,tremont,2
2,gravesend-sheepshead bay,financial district,2
2,financial district,murray hill,72
2,yorkville,hunts point,1
2,chelsea,forest hills,1
2,east harlem,mott haven,3
2,hamilton heights,central park,4
2,cobble hill,financial district,1
2,clinton,gramercy,174
2,harlem,flushing,2
2,west village,soho,153
2,little italy,fort green,5
2,south bronx,south bronx,2
2,clinton,williamsburg,8
2,chinatown,greenwich village,12
2,yorkville,inwood,1
2,harlem,east village,1
2,east village,murray hill,113
2,yorkville,sunny side,1
2,jamaica,central park,2
2,chelsea,astoria-long island city,7
2,brooklyn-downtown,park slope,4
2,financial district,north sutton area,4
2,upper east side,carroll gardens,5
2,sunny side,murray hill,4
2,mott haven,yorkville,1
2,JFK,central park,19
2,chelsea,washington heights,17
2,carroll gardens,park slope,6
2,greenwich village,soho,211
2,west village,park slope,4
2,financial district,tribeca,123
2,clinton,yorkville,12
2,fort green,LGA,2
2,murray hill,tremont,2
2,JFK,east brooklyn,15
2,gramercy,lower east side,154
2,east village,JFK,38
2,murray hill,east village,108
2,central park,east village,12
2,JFK,hunts point,1
2,corona,flushing,1
2,yorkville,garment district,16
2,financial district,bay ridge,2
2,soho,tribeca,90
2,JFK,park slope,41
2,LGA,fort green,76
2,LGA,laurelton,2
2,soho,forest hills,1
2,sunny side,chelsea,5
2,JFK,jamaica,22
2,central park,clinton,94
2,williamsburg,west village,1
2,upper east side,soho,132
2,lower east side,bushwick,13
2,financial district,fort green,9
2,wakefield-williamsbridge,country club,1
2,greenwich village,harlem,10
2,maspeth,gramercy,2
2,fort green,east village,5
2,upper west side,morris park,5
2,tribeca,boerum hill,1
2,midtown,washington heights,25
2,midtown,midtown,2742
2,little italy,dyker heights,1
2,greenwich village,chinatown,26
2,battery park,chelsea,99
2,fort green,gramercy,2
2,tribeca,battery park,70
2,financial district,hamilton heights,4
2,sunny side,kwq gardens,1
2,chelsea,garment district,561
2,garment district,kwq gardens,2
2,williamsburg,upper west side,1
2,soho,gramercy,133
2,gramercy,astoria-long island city,8
2,morningside heights,yorkville,5
2,chinatown,williamsburg,19
2,astoria-long island city,forest hills,2
2,midtown,high bridge,2
2,lower east side,soho,111
2,washington heights,gramercy,1
2,clinton,central park,91
2,yorkville,yorkville,48
2,brooklyn-downtown,upper west side,1
2,canarsie,gravesend-sheepshead bay,1
2,clinton,tribeca,57
2,midtown,middle village,2
2,morningside heights,soho,5
2,chinatown,battery park,10
2,west village,chinatown,13
2,williamsburg,bay ridge,1
2,inwood,east harlem,1
2,greenwich village,garment district,272
2,gramercy,little neck,2
2,financial district,sunset park,1
2,JFK,the rockaways,14
2,sunny side,forest hills,4
2,north sutton area,hamilton heights,4
2,upper east side,fort green,12
2,garment district,harlem,33
2,little italy,west village,41
2,financial district,soho,153
2,chelsea,LGA,101
2,fort green,park slope,7
2,chinatown,washington heights,2
2,gramercy,JFK,98
2,east village,woodside,1
2,chinatown,carnegie hill,2
2,west village,yorkville,3
2,soho,upper west side,37
2,chelsea,clinton,538
2,mott haven,harlem,2
2,morningside heights,west village,3
2,fort green,carroll gardens,5
2,chinatown,mapleton-flatlands,2
2,williamsburg,glendale,1
2,brooklyn-downtown,gramercy,9
2,harlem,washington heights,18
2,carnegie hill,JFK,10
2,tribeca,bushwick,1
2,JFK,parkchester,3
2,greenwich village,morningside heights,4
2,gramercy,forest hills,2
2,williamsburg,gramercy,2
2,kings bridge,inwood,1
2,fort green,chinatown,2
2,cobble hill,fort green,1
2,fordham,JFK,2
2,east village,flushing,2
2,bushwick,bedford-stuyvesant,1
2,harlem,union port,2
2,chelsea,queensboro hill,1
2,east village,bay ridge,1
2,LGA,riverdale,8
2,gramercy,carroll gardens,4
2,gramercy,utopia,1
2,little italy,williamsburg,15
2,upper west side,west village,79
2,midtown,clinton,749
2,mott haven,upper west side,3
2,astoria-long island city,midtown,19
2,astoria-long island city,hamilton heights,1
2,LGA,dyker heights,2
2,clinton,LGA,52
2,LGA,morningside heights,37
2,chelsea,chinatown,14
2,fort green,chelsea,1
2,north sutton area,mott haven,2
2,harlem,east harlem,8
2,murray hill,east harlem,3
2,west village,LGA,13
2,yorkville,LGA,7
2,LGA,union port,1
2,battery park,battery park,27
2,murray hill,little italy,16
2,carnegie hill,cobble hill,1
2,jackson height,sunny side,3
2,east village,brooklyn-downtown,2
2,greenwich village,sunset park,1
2,gramercy,clinton,146
2,upper east side,north sutton area,251
2,queensboro hill,queensboro hill,4
2,battery park,east village,8
2,north sutton area,murray hill,65
2,JFK,laurelton,21
2,east harlem,bedford park,1
2,lower east side,williamsburg,23
2,harlem,gramercy,4
2,west village,fort green,4
2,greenwich village,parkchester,1
2,jackson height,chelsea,1
2,east village,LGA,15
2,boerum hill,williamsburg,1
2,east harlem,JFK,1
2,kwq gardens,upper west side,1
2,boerum hill,park slope,6
2,brownsville,brownsville,1
2,harlem,yorkville,15
2,murray hill,carnegie hill,30
2,greenwich village,bay ridge,1
2,chelsea,boerum hill,1
2,chinatown,brooklyn-downtown,4
2,little italy,garment district,38
2,harlem,garment district,4
2,LGA,east village,42
2,flushing,Auburndale,1
2,midtown,parkchester,1
2,west village,north sutton area,2
2,astoria-long island city,gravesend-sheepshead bay,1
2,east village,forest hills,2
2,maspeth,chelsea,1
2,financial district,battery park,80
2,east harlem,tribeca,1
2,lower east side,washington heights,1
2,tribeca,williamsburg,7
2,williamsburg,brooklyn-downtown,2
2,clinton,sunny side,6
2,gramercy,south bronx,4
2,north sutton area,JFK,6
2,flushing,upper west side,1
2,upper west side,LGA,90
2,upper west side,chelsea,171
2,battery park,little italy,8
2,yorkville,mott haven,3
2,yorkville,east harlem,36
2,JFK,inwood,2
2,midtown,mapleton-flatlands,5
2,harlem,upper east side,16
2,garment district,south bronx,1
2,chinatown,fort green,7
2,brooklyn-downtown,chelsea,5
2,williamsburg,ridgewood,1
2,greenwich village,central park,25
2,upper east side,union port,1
2,jackson height,soho,1
2,greenwich village,brooklyn-downtown,8
2,midtown,tremont,1
2,financial district,carroll gardens,1
2,battery park,JFK,21
2,chelsea,upper west side,217
2,yorkville,chelsea,4
2,clinton,brooklyn-downtown,2
2,midtown,LGA,540
2,morningside heights,upper west side,178
2,JFK,dyker heights,5
2,garment district,upper west side,285
2,lower east side,carnegie hill,2
2,greewood,carroll gardens,1
2,chelsea,central park,54
2,LGA,battery park,25
2,east village,boerum hill,1
2,gramercy,upper east side,571
2,murray hill,morningside heights,7
2,LGA,country club,4
2,battery park,flushing,1
2,midtown,forest hills,10
2,morningside heights,hamilton heights,18
2,jackson height,upper east side,1
2,upper east side,riverdale,3
2,sunny side,west village,1
2,financial district,park slope,4
2,astoria-long island city,financial district,2
2,astoria-long island city,murray hill,3
2,JFK,carnegie hill,13
2,LGA,inwood,4
2,upper east side,woodside,8
2,park slope,sunset park,1
2,little neck,gramercy,1
2,upper west side,upper west side,2694
2,yorkville,astoria-long island city,2
2,tremont,morris heights,1
2,murray hill,park slope,1
2,morningside heights,chelsea,17
2,JFK,south bronx,6
2,clinton,hamilton heights,5
2,borough park,mapleton-flatlands,1
2,murray hill,flushing,3
2,north sutton area,midtown,192
2,sunny side,JFK,13
2,garment district,east village,90
2,washington heights,murray hill,1
2,LGA,clinton,84
2,tribeca,cobble hill,1
2,JFK,fordham,4
2,gramercy,parkchester,2
2,garment district,astoria-long island city,22
2,west village,lower east side,32
2,chelsea,morningside heights,19
2,east harlem,east harlem,26
2,financial district,forest hills,3
2,murray hill,forest hills,1
2,LGA,east harlem,8
2,upper east side,jackson height,7
2,murray hill,brooklyn-downtown,3
