201501031716,0.08
201501032024,0.1
201501032151,0.1
201501032351,0.09
201501040149,0.08
201501040151,0.07
201501041036,0.08
201501050000,0.08
201501121551,0.1
201501121751,0.08
201501181855,0.08
201501182051,0.07
201501240518,0.09
201501240751,0.07
201501240755,0.07
201501240900,0.08
201502020459,0.07
201502020905,0.1
201502021927,0.08
201502212349,0.1
201502212351,0.08
201502220000,0.1
201502220049,0.1
201502220247,0.07
201503011728,0.08
201503012100,0.07
201503032118,0.07
201503032133,0.09
201503032158,0.1
201503032240,0.1
201503040148,0.08
201503042351,0.09
201503052151,0.1
201503110000,0.08
201503110017,0.1
201503110051,0.07
201503110119,0.08
201503110151,0.08
201503141144,0.1
201503141500,0.08
201503252151,0.08
201503261509,0.1
201503261630,0.07
201504100651,0.09
201504170600,0.08
201504201151,0.08
201504201349,0.09
201504201351,0.08
201505162251,0.1
201505162351,0.1
201506011351,0.08
201506060849,0.07
201506142251,0.07
201506150451,0.07
201506152030,0.08
201506152051,0.08
201506210449,0.09
201506272351,0.1
201507010541,0.08
201508210451,0.07
201509100651,0.09
201509101151,0.08
201509101327,0.1
201509101351,0.09
201509121951,0.09
201509300300,0.09
201509300459,0.09
201510020351,0.08
201510021408,0.08
201510021951,0.1
201510022151,0.09
201510030051,0.07
201510030251,0.09
201510030351,0.07
201510281451,0.1
201511101151,0.07
201511101351,0.09
201511192251,0.09
201511200000,0.09
201511200155,0.08
201512142139,0.1
201512150451,0.08
201512150459,0.08
201512150551,0.08
201512171551,0.07
201512171951,0.07
201512231651,0.08
201512232302,0.07
201512240048,0.07
201512290551,0.1
201512290651,0.08
