YR--MODAHRMN,TEMP
201504021751,53
201504021800,50
201504021851,50
201504021951,48
201504022051,48
201504022100,49
201504022151,48
201504022251,48
201504022351,48
201504030000,48
201504030051,48
201504030151,****
201504030251,47
201504030300,47
201504030351,47
201504030451,47
201504030459,47
201504030551,47
201504030600,47
201504030651,47
201504030751,48
201504030851,48
201504030900,50
201504030951,53
201504031051,55
201504031151,55
201504031200,52
201504031251,54
201504031351,57
201504031451,57
201504031500,56
201504031551,52
201504031651,50
201504031751,50
201504031800,52
201504031851,52
201504031859,52
201504031909,52
201504031916,52
201504031929,52
201504031949,52
201504031951,50
201504032028,50
201504032049,49
201504032051,48
201504032100,48
201504032149,48
201504032151,48
201504032251,48
201504032259,48
201504032322,48
201504032346,47
201504032351,48
201504040000,46
201504040002,46
201504040032,47
201504040051,47
201504040151,46
201504040212,46
201504040247,48
201504040251,****
201504040300,48
201504040331,48
201504040351,49
201504040451,47
201504040459,46
201504040551,46
201504040600,48
201504040651,48
201504040751,54
201504040827,54
201504040849,55
201504040851,52
201504040900,50
201504040935,50
201504040949,50
201504040951,50
201504041026,51
201504041033,53
201504041051,55
201504041151,55
201504041200,55
201504041251,54
201504041351,55
201504041451,55
201504041500,55
201504041551,54
201504041651,54
201504041751,54
201504041800,53
201504041851,51
201504041951,50
201504042051,50
201504042100,48
201504042151,49
201504042251,47
201504042351,46
201504050000,46
201504050017,46
201504050051,44
201504050151,****
201504050251,43
201504050300,43
201504050351,39
201504050451,38
201504050459,39
201504050551,39
201504050600,40
201504050651,41
201504050751,45
201504050851,45
201504050900,49
201504050951,51
201504051051,54
201504051151,54
201504051200,56
201504051251,57
201504051351,63
201504051451,63
201504051500,63
201504051551,63
201504051651,62
201504051751,62
201504051800,62
201504051851,58
201504051951,55
201504052051,55
201504052100,48
201504052151,49
201504052251,50
201504052351,47
201504060000,47
201504060042,44
201504060051,43
201504060151,****
201504060251,40
201504060300,40
201504060351,42
201504060451,41
201504060459,40
201504060551,40
201504060600,40
201504060651,40
201504060751,43
201504060851,43
201504060900,48
201504060951,54
201504061051,55
201504061151,55
201504061200,54
201504061251,55
201504061351,56
201504061451,56
201504061500,58
201504061551,57
201504061651,58
201504061751,58
201504061800,56
201504061851,54
201504061951,53
201504062051,53
201504062100,53
201504062151,52
201504062251,50
201504062351,50
201504070000,50
201504070051,49
201504070151,****
201504070251,48
201504070300,48
201504070351,48
201504070451,48
201504070459,48
201504070551,48
201504070600,49
201504070651,49
201504070751,49
201504070851,49
201504070900,51
201504070951,55
201504071051,57
201504071151,57
201504071200,56
201504071251,54
201504071351,54
201504071451,54
201504071500,54
201504071551,53
201504071651,52
201504071751,50
201504071800,50
201504071851,48
201504071951,48
201504072032,47
201504072051,47
201504072100,46
201504072151,46
201504072251,45
201504072351,45
201504080000,45
201504080051,45
201504080151,45
201504080251,44
201504080300,****
201504080346,45
201504080351,44
201504080427,44
201504080451,44
201504080459,43
201504080534,43
201504080551,42
201504080600,42
201504080651,43
201504080751,42
201504080813,43
201504080851,43
201504080900,43
201504080949,44
201504080951,46
201504081051,47
201504081151,47
201504081200,48
201504081251,48
201504081351,48
201504081451,48
201504081500,49
201504081551,48
201504081651,47
201504081751,47
201504081800,44
201504081851,43
201504081951,43
201504082051,42
201504082100,42
201504082151,40
201504082218,39
201504082251,40
201504082351,39
201504090000,39
201504090051,39
201504090139,39
201504090151,39
201504090232,****
201504090251,39
201504090300,39
201504090351,39
201504090451,38
201504090459,38
201504090551,38
201504090600,38
201504090651,38
201504090751,38
201504090851,38
201504090900,38
201504090951,39
201504091051,39
201504091151,40
201504091200,40
201504091251,41
201504091347,42
201504091351,42
201504091451,42
201504091500,43
201504091551,43
201504091651,43
201504091751,43
201504091800,44
201504091851,44
201504091951,43
201504092051,43
201504092100,43
201504092151,43
201504092251,42
201504092351,42
201504100000,42
201504100051,42
201504100057,41
201504100151,****
201504100251,40
201504100300,40
201504100351,39
201504100451,40
201504100459,40
201504100551,40
201504100600,40
201504100642,41
201504100651,41
201504100751,42
201504100851,42
201504100900,42
201504100949,43
201504100951,43
201504101051,42
201504101151,45
201504101200,44
201504101239,45
201504101249,45
201504101251,46
201504101349,46
201504101351,47
201504101451,48
201504101500,48
201504101533,48
201504101539,48
201504101551,49
201504101612,49
201504101651,48
201504101719,49
201504101749,50
201504101751,50
201504101800,48
201504101847,48
201504101851,48
201504101937,48
201504101951,48
201504102040,50
201504102051,50
201504102100,50
201504102138,50
201504102151,50
201504102248,52
201504102251,54
201504102342,56
201504102351,56
201504110000,56
201504110035,55
201504110051,57
201504110151,****
201504110251,56
201504110300,56
201504110351,56
201504110451,54
201504110459,54
201504110551,54
201504110600,51
201504110651,50
201504110751,55
201504110851,55
201504110900,59
201504110951,58
201504111051,59
201504111151,59
201504111200,60
201504111251,60
201504111351,59
201504111451,59
201504111500,60
201504111551,59
201504111651,58
201504111751,58
201504111800,57
201504111851,55
201504111951,53
201504112051,53
201504112100,51
201504112151,49
201504112251,48
201504112351,48
201504120000,46
201504120051,45
201504120151,****
201504120251,45
201504120300,45
201504120351,46
201504120451,46
201504120459,44
201504120551,44
201504120600,44
201504120651,46
201504120751,48
201504120851,48
201504120900,51
201504120951,53
201504121051,55
201504121151,55
201504121200,57
201504121251,59
201504121351,59
201504121451,59
201504121500,60
201504121551,56
201504121651,55
201504121751,55
201504121800,53
201504121851,51
201504121951,48
201504122051,48
201504122100,47
201504122151,47
201504122251,46
201504122351,46
201504130000,44
201504130051,45
201504130151,****
201504130251,46
201504130300,46
201504130351,46
201504130451,45
201504130459,44
201504130551,44
201504130600,44
201504130651,46
201504130751,47
201504130851,47
201504130900,50
201504130951,52
201504131051,56
201504131151,56
201504131200,57
201504131251,59
201504131351,60
201504131451,60
201504131500,61
201504131551,61
201504131651,59
201504131751,59
201504131800,59
201504131851,58
201504131951,57
201504132051,57
201504132100,53
201504132151,52
201504132251,52
201504132351,52
201504140000,51
201504140051,52
201504140151,****
201504140251,52
201504140300,52
201504140351,50
201504140451,51
201504140459,52
201504140551,52
201504140600,51
201504140651,54
201504140751,52
201504140851,54
201504140900,54
201504140951,54
201504141017,57
201504141051,57
201504141151,57
201504141200,59
201504141251,61
201504141351,62
201504141451,62
201504141500,64
201504141551,65
201504141651,65
201504141751,65
201504141800,58
201504141851,57
201504141951,56
201504142051,56
201504142100,55
201504142151,55
201504142251,55
201504142351,55
201504150000,54
201504150051,51
201504150151,****
201504150251,50
201504150300,50
201504150351,52
201504150451,53
201504150459,52
201504150551,52
201504150600,53
201504150651,53
201504150751,56
201504150851,56
201504150900,59
201504150951,60
201504151051,62
201504151151,62
201504151200,65
201504151251,67
201504151351,69
201504151451,69
201504151500,70
201504151551,70
201504151651,71
201504151751,71
201504151800,71
201504151851,69
201504151951,66
201504152051,66
201504152100,65
201504152151,62
201504152251,61
201504152351,61
201504160000,59
201504160051,57
201504160151,****
201504160251,56
201504160300,56
201504160351,54
201504160451,52
201504160459,50
201504160551,50
201504160600,49
201504160651,49
201504160751,55
201504160851,55
201504160900,57
201504160951,58
201504161051,57
201504161151,57
201504161200,58
201504161251,58
201504161351,58
201504161451,58
201504161500,59
201504161551,59
201504161651,58
201504161751,58
201504161800,56
201504161851,51
201504161951,50
201504162051,50
201504162100,50
201504162151,50
201504162251,50
201504162351,50
201504170000,51
201504170051,52
201504170151,****
201504170251,52
201504170300,52
201504170351,54
201504170451,55
201504170459,54
201504170551,54
201504170600,53
201504170651,53
201504170751,52
201504170851,52
201504170900,54
201504170951,54
201504171051,54
201504171151,54
201504171200,54
201504171224,53
201504171249,53
201504171251,53
201504171312,55
201504171349,55
201504171351,55
201504171451,56
201504171500,57
201504171549,61
201504171551,61
201504171628,66
201504171651,68
201504171717,67
201504171751,65
201504171800,65
201504171851,65
201504171938,62
201504171951,58
201504172051,58
201504172100,57
201504172151,57
201504172251,57
201504172351,57
201504180000,60
201504180051,62
201504180151,****
201504180251,57
201504180300,57
201504180351,55
201504180451,58
201504180459,57
201504180551,57
201504180600,55
201504180651,51
201504180751,60
201504180851,60
201504180900,64
201504180951,66
201504181051,68
201504181151,68
201504181200,71
201504181251,71
201504181351,70
201504181451,70
201504181500,69
201504181551,66
201504181651,63
201504181751,63
201504181800,64
201504181851,61
201504181951,57
201504182051,57
201504182100,58
201504182151,63
201504182251,68
201504182351,68
201504190000,64
201504190051,62
201504190151,****
201504190251,59
201504190300,59
201504190351,58
201504190451,55
201504190459,53
201504190551,53
201504190600,49
201504190651,50
201504190751,53
201504190851,53
201504190900,56
201504190951,56
201504191051,55
201504191151,55
201504191200,57
201504191251,56
201504191351,55
201504191451,55
201504191500,54
201504191551,54
201504191651,52
201504191751,52
201504191800,50
201504191851,49
201504191951,48
201504192051,48
201504192100,48
201504192151,48
201504192251,47
201504192351,47
201504200000,47
201504200051,47
201504200151,****
201504200251,47
201504200300,47
201504200351,48
201504200451,49
201504200459,50
201504200551,50
201504200600,51
201504200651,52
201504200751,51
201504200851,51
201504200900,51
201504200951,52
201504201049,51
201504201051,52
201504201151,52
201504201200,52
201504201249,52
201504201251,52
201504201313,53
201504201327,53
201504201349,54
201504201351,54
201504201409,57
201504201451,57
201504201500,56
201504201545,56
201504201551,55
201504201651,55
201504201708,54
201504201751,54
201504201800,55
201504201836,55
201504201851,54
201504201920,54
201504201924,53
201504201948,53
201504201951,52
201504202036,52
201504202044,52
201504202051,54
201504202100,55
201504202103,55
201504202137,55
201504202151,55
201504202251,54
201504202309,54
201504202346,54
201504202351,53
201504210000,53
201504210030,53
201504210051,53
201504210146,54
201504210151,54
201504210251,****
201504210300,54
201504210351,52
201504210449,52
201504210451,52
201504210459,52
201504210513,52
201504210533,54
201504210551,55
201504210600,53
201504210649,53
201504210651,52
201504210722,52
201504210751,54
201504210851,55
201504210900,55
201504210951,57
201504211051,57
201504211119,57
201504211151,55
201504211200,57
201504211241,57
201504211251,57
201504211303,62
201504211314,62
201504211318,65
201504211349,64
201504211351,66
201504211451,66
201504211500,66
201504211551,66
201504211651,67
201504211751,67
201504211800,66
201504211851,64
201504211951,62
201504212051,62
201504212100,58
201504212151,56
201504212251,52
201504212351,52
201504220000,50
201504220051,52
201504220151,****
201504220251,50
201504220300,50
201504220351,52
201504220451,49
201504220459,50
201504220551,50
201504220600,49
201504220651,49
201504220751,54
201504220851,54
201504220900,59
201504220951,59
201504221051,59
201504221151,59
201504221200,61
201504221251,62
201504221351,62
201504221451,62
201504221500,59
201504221551,56
201504221651,55
201504221751,55
201504221800,55
201504221851,56
201504221951,56
201504222001,54
201504222014,53
201504222038,53
201504222051,53
201504222100,53
201504222151,52
201504222251,52
201504222351,52
201504230000,52
201504230051,49
201504230151,****
201504230251,46
201504230300,46
201504230351,44
201504230451,44
201504230459,43
201504230551,43
201504230600,43
201504230651,43
201504230751,44
201504230851,44
201504230900,47
201504230951,48
201504231051,49
201504231151,49
201504231200,49
201504231251,51
201504231351,51
201504231451,51
201504231500,50
201504231551,50
201504231651,49
201504231751,49
201504231800,49
201504231851,48
201504231951,47
201504232051,47
201504232100,45
201504232151,45
201504232251,44
201504232351,44
201504240000,43
201504240051,42
201504240151,****
201504240251,42
201504240300,42
201504240351,41
201504240451,40
201504240459,39
201504240551,39
201504240600,40
201504240651,40
201504240751,40
201504240851,40
201504240900,40
201504240951,43
201504241051,45
201504241151,45
201504241200,45
201504241251,48
201504241351,49
201504241451,49
201504241500,50
201504241551,52
201504241651,51
201504241751,51
201504241800,50
201504241851,47
201504241951,45
201504242051,45
201504242100,43
201504242151,42
201504242251,41
201504242351,41
201504250000,41
201504250051,40
201504250151,****
201504250251,40
201504250300,40
201504250351,39
201504250451,39
201504250459,39
201504250551,39
201504250600,39
201504250651,40
201504250751,42
201504250851,42
201504250900,45
201504250951,48
201504251051,50
201504251151,50
201504251200,52
201504251251,54
201504251351,56
201504251451,56
201504251500,58
201504251551,58
201504251651,56
201504251751,56
201504251800,51
201504251851,51
201504251951,49
201504252051,49
201504252100,49
201504252151,47
201504252251,46
201504252351,46
201504260000,47
201504260051,45
201504260151,****
201504260251,44
201504260300,44
201504260351,48
201504260451,46
201504260459,45
201504260551,45
201504260600,44
201504260651,46
201504260751,49
201504260851,49
201504260900,53
201504260951,56
201504261051,58
201504261151,58
201504261200,54
201504261251,56
201504261351,57
201504261451,57
201504261500,58
201504261551,57
201504261651,53
201504261751,53
201504261800,52
201504261851,53
201504261951,52
201504262051,52
201504262100,51
201504262151,55
201504262251,55
201504262351,55
201504270000,53
201504270051,52
201504270151,****
201504270251,51
201504270300,51
201504270351,51
201504270451,50
201504270459,49
201504270551,49
201504270600,50
201504270651,50
201504270751,51
201504270851,51
201504270900,52
201504270951,55
201504271051,58
201504271151,58
201504271200,60
201504271251,59
201504271351,60
201504271451,60
201504271500,61
201504271551,61
201504271651,62
201504271751,62
201504271800,62
201504271851,60
201504271951,59
201504272051,59
201504272100,59
201504272151,57
201504272251,56
201504272351,56
201504280000,55
201504280051,53
201504280151,****
201504280251,53
201504280300,53
201504280351,53
201504280451,52
201504280459,51
201504280551,51
201504280600,51
201504280651,52
201504280751,55
201504280851,55
201504280900,56
201504280951,58
201504281051,61
201504281151,61
201504281200,63
201504281251,64
201504281351,67
201504281451,67
201504281500,70
201504281551,70
201504281651,71
201504281751,71
201504281800,57
201504281851,57
201504281951,54
201504282051,53
201504282100,53
201504282140,53
201504282151,54
201504282251,60
201504282351,60
201504290000,60
201504290051,58
201504290151,****
201504290251,59
201504290300,59
201504290351,59
201504290451,57
201504290459,57
201504290551,57
201504290600,57
201504290651,58
201504290751,61
201504290851,61
201504290900,64
201504290951,67
201504291051,70
201504291151,70
201504291200,70
201504291251,74
201504291351,74
201504291451,74
201504291500,73
201504291551,73
201504291651,67
201504291751,67
201504291800,65
201504291851,63
201504291951,59
201504292051,59
201504292100,58
201504292151,54
201504292251,52
201504292351,52
201504300000,51
201504300051,51
201504300151,****
201504300251,50
201504300300,50
201504300351,50
201504300451,49
201504300459,49
201504300551,49
201504300600,49
201504300651,50
201504300751,54
201504300851,54
201504300900,55
201504300951,57
201504301051,60
201504301151,61
201504301200,60
201504301213,60
201504301251,60
201504301351,60
201504301449,60
201504301451,60
201504301500,60
201504301551,58
201504301651,57
201504301751,57
201504301800,56
201504301851,53
201504301951,52
201504302051,52
201504302100,51
201504302151,50
201504302251,50
201504302351,50
201505010000,51
201505010051,51
201505010151,****
201505010251,50
201505010300,50
201505010351,50
201505010451,50
201505010459,50
201505010551,50
201505010600,48
201505010651,50
201505010751,50
201505010851,50
201505010900,53
201505010951,55
201505011051,50
201505011151,50
201505011200,54
201505011251,55
201505011351,53
201505011451,53
201505011500,54
201505011551,53
201505011651,52
201505011751,52
201505011800,51
201505011851,49
201505011951,49
201505012051,49
201505012100,47
201505012151,48
201505012251,48
201505012351,48
201505020000,47
201505020051,47
201505020151,****
201505020251,47
201505020300,47
201505020351,48
201505020451,46
201505020459,47
201505020551,47
201505020600,45
201505020651,47
201505020751,51
201505020851,51
201505020900,54
201505020951,56
201505021051,55
201505021151,55
201505021200,58
201505021251,60
201505021351,57
201505021451,57
201505021500,55
201505021551,55
201505021651,54
201505021751,54
201505021800,53
201505021851,51
201505021951,49
201505022051,49
201505022100,49
201505022151,49
201505022251,50
201505022351,50
201505030000,49
201505030051,48
201505030151,****
201505030251,48
201505030300,48
201505030351,48
201505030451,47
201505030459,47
201505030551,47
201505030600,47
201505030651,50
201505030751,54
201505030851,54
201505030900,56
201505030951,58
201505031051,60
201505031151,62
201505031200,63
201505031251,64
201505031351,64
201505031451,65
201505031551,66
201505031651,63
201505031751,63
201505031800,60
201505031851,59
201505031951,57
201505032051,57
201505032100,57
201505032151,56
201505032251,54
201505032351,54
201505040000,53
201505040051,52
201505040151,****
201505040251,51
201505040300,51
201505040351,50
201505040451,51
201505040459,50
201505040551,50
201505040600,51
201505040651,54
201505040751,58
201505040851,58
201505040900,61
201505040951,65
201505041051,67
201505041151,67
201505041200,70
201505041251,72
201505041351,73
201505041451,73
201505041500,74
201505041551,73
201505041651,71
201505041751,72
201505041800,69
201505041851,67
201505041951,64
201505042051,64
201505042100,64
201505042151,62
201505042251,60
201505042351,60
201505050000,58
201505050051,59
201505050151,****
201505050251,58
201505050300,58
201505050351,57
201505050451,56
201505050459,56
201505050551,56
201505050600,56
201505050651,58
201505050751,65
201505050851,65
201505050900,67
201505050951,73
201505051051,79
201505051151,79
201505051200,77
201505051251,79
201505051351,81
201505051451,81
201505051500,81
201505051551,80
201505051651,71
201505051751,71
201505051800,68
201505051851,67
201505051951,66
201505052051,66
201505052100,65
201505052151,59
201505052251,59
201505052351,59
201505060000,60
201505060051,64
201505060151,****
201505060251,66
201505060300,66
201505060351,67
201505060451,68
201505060459,68
201505060551,68
201505060600,68
201505060651,65
201505060751,63
201505060851,63
201505060900,64
201505060951,66
201505061051,69
201505061151,69
201505061200,68
201505061251,67
201505061351,69
201505061451,69
201505061500,68
201505061551,68
201505061651,66
201505061751,66
201505061800,66
201505061851,64
201505061951,60
201505062051,60
201505062100,59
201505062151,57
201505062251,56
201505062351,56
201505070000,56
201505070051,56
201505070151,****
201505070251,56
201505070300,56
201505070351,55
201505070451,52
201505070459,53
201505070551,53
201505070600,53
201505070651,55
201505070751,63
201505070851,63
201505070900,66
201505070951,69
201505071051,68
201505071151,68
201505071200,68
201505071251,72
201505071351,70
201505071451,70
201505071500,69
201505071551,68
201505071651,68
201505071751,68
201505071800,66
201505071851,60
201505071951,57
201505072051,57
201505072100,55
201505072151,55
201505072251,54
201505072351,55
201505080000,54
201505080013,54
201505080039,54
201505080051,55
201505080151,55
201505080249,55
201505080251,55
201505080300,56
201505080351,****
201505080422,55
201505080433,56
201505080446,55
201505080451,56
201505080459,55
201505080512,55
201505080551,55
201505080558,55
201505080600,54
201505080616,54
201505080651,54
201505080747,54
201505080751,54
201505080816,54
201505080839,53
201505080849,53
201505080851,54
201505080900,54
201505080902,54
201505080951,54
201505081051,55
201505081151,55
201505081200,57
201505081206,63
201505081238,70
201505081249,70
201505081251,64
201505081300,64
201505081351,65
201505081451,67
201505081500,67
201505081551,71
201505081618,70
201505081651,69
201505081751,69
201505081800,68
201505081851,65
201505081951,61
201505082051,61
201505082100,61
201505082151,60
201505082251,61
201505082351,61
201505090000,60
201505090049,60
201505090051,60
201505090110,61
201505090146,60
201505090151,59
201505090251,59
201505090300,59
201505090349,****
201505090351,61
201505090404,59
201505090414,59
201505090451,61
201505090459,61
201505090549,60
201505090551,61
201505090600,61
201505090621,60
201505090634,61
201505090651,60
201505090723,60
201505090743,61
201505090751,60
201505090849,59
201505090851,59
201505090900,60
201505090949,60
201505090951,59
201505091049,60
201505091051,61
201505091151,60
201505091200,60
201505091251,61
201505091351,62
201505091428,64
201505091451,63
201505091500,63
201505091506,63
201505091551,63
201505091651,63
201505091720,62
201505091744,61
201505091751,61
201505091800,63
201505091849,62
201505091851,62
201505091949,61
201505091951,60
201505092049,59
201505092051,59
201505092100,59
201505092137,59
201505092151,59
201505092251,60
201505092351,61
201505100000,61
201505100051,61
201505100124,61
201505100151,60
201505100251,****
201505100300,61
201505100351,60
201505100449,60
201505100451,59
201505100459,60
201505100511,59
201505100551,58
201505100600,58
201505100639,58
201505100651,57
201505100722,59
201505100751,58
201505100851,61
201505100900,60
201505100923,61
201505100949,61
201505100951,61
201505101045,64
201505101051,66
201505101127,63
201505101151,63
201505101200,64
201505101249,67
201505101251,67
201505101349,68
201505101351,72
201505101418,71
201505101451,72
201505101500,71
201505101504,73
201505101549,72
201505101551,72
201505101649,72
201505101651,72
201505101727,72
201505101751,73
201505101800,73
201505101851,69
201505101933,66
201505101951,66
201505102051,69
201505102100,67
201505102151,67
201505102205,66
201505102215,65
201505102251,64
201505102351,64
201505110000,64
201505110051,62
201505110151,****
201505110251,63
201505110300,63
201505110351,62
201505110451,62
201505110459,63
201505110551,63
201505110600,63
201505110651,63
201505110751,63
201505110756,64
201505110812,64
201505110824,64
201505110851,63
201505110900,63
201505110911,63
201505110949,63
201505110951,63
201505111015,64
201505111017,63
201505111031,63
201505111042,63
201505111051,64
201505111108,65
201505111132,66
201505111151,71
201505111200,72
201505111249,72
201505111251,75
201505111316,77
201505111351,77
201505111451,75
201505111500,73
201505111519,76
201505111551,76
201505111651,75
201505111714,70
201505111731,73
201505111751,73
201505111800,73
201505111851,70
201505111951,70
201505112051,68
201505112100,68
201505112151,68
201505112248,66
201505112251,66
201505112351,66
201505120000,66
201505120051,67
201505120112,67
201505120137,66
201505120151,66
201505120246,66
201505120251,****
201505120300,66
201505120343,66
201505120351,66
201505120451,67
201505120459,68
201505120551,68
201505120600,68
201505120651,68
201505120751,67
201505120837,66
201505120851,67
201505120900,66
201505120906,66
201505120951,66
201505121049,66
201505121051,66
201505121055,66
201505121059,66
201505121123,66
201505121135,66
201505121151,67
201505121155,68
201505121200,72
201505121223,77
201505121242,77
201505121251,77
201505121311,85
201505121351,83
201505121451,83
201505121500,86
201505121551,83
201505121651,85
201505121751,85
201505121800,82
201505121851,82
201505121951,81
201505122051,81
201505122100,77
201505122151,80
201505122251,74
201505122351,74
201505130000,67
201505130051,65
201505130151,****
201505130251,63
201505130300,63
201505130351,62
201505130451,61
201505130459,59
201505130551,59
201505130600,59
201505130651,60
201505130751,62
201505130851,62
201505130900,62
201505130951,66
201505131051,68
201505131151,68
201505131200,66
201505131251,67
201505131351,69
201505131451,69
201505131500,71
201505131551,69
201505131651,68
201505131751,68
201505131800,68
201505131851,63
201505131951,60
201505132051,60
201505132100,59
201505132151,57
201505132251,56
201505132351,56
201505140000,55
201505140051,55
201505140151,****
201505140251,54
201505140300,54
201505140351,54
201505140451,53
201505140459,52
201505140551,52
201505140600,52
201505140651,53
201505140751,57
201505140851,57
201505140900,60
201505140951,64
201505141051,65
201505141151,65
201505141200,66
201505141251,69
201505141351,68
201505141451,68
201505141500,68
201505141551,68
201505141651,65
201505141751,65
201505141800,63
201505141851,61
201505141951,58
201505142051,58
201505142100,58
201505142151,58
201505142251,56
201505142351,56
201505150000,56
201505150051,55
201505150151,****
201505150251,53
201505150300,53
201505150351,56
201505150451,54
201505150459,55
201505150551,55
201505150600,55
201505150651,56
201505150751,60
201505150851,60
201505150900,61
201505150951,65
201505151051,65
201505151151,65
201505151200,66
201505151251,68
201505151351,70
201505151451,70
201505151500,70
201505151551,69
201505151651,67
201505151751,67
201505151800,63
201505151851,62
201505151951,60
201505152051,60
201505152100,60
201505152151,60
201505152251,60
201505152351,60
201505160000,60
201505160051,60
201505160151,****
201505160251,60
201505160300,60
201505160351,59
201505160451,58
201505160459,58
201505160551,58
201505160600,59
201505160651,60
201505160751,61
201505160851,61
201505160900,61
201505160951,61
201505161051,61
201505161151,61
201505161200,64
201505161244,64
201505161251,67
201505161330,69
201505161351,67
201505161451,67
201505161500,67
201505161551,69
201505161651,69
201505161751,69
201505161800,67
201505161851,65
201505161951,64
201505162051,64
201505162100,62
201505162151,63
201505162251,64
201505162351,66
201505170000,66
201505170051,66
201505170151,66
201505170239,****
201505170251,67
201505170300,67
201505170351,66
201505170451,63
201505170459,63
201505170551,63
201505170600,63
201505170651,63
201505170751,63
201505170851,63
201505170900,62
201505170916,64
201505170928,64
201505170940,66
201505170949,66
201505170951,66
201505171051,72
201505171149,72
201505171151,73
201505171159,73
201505171200,73
201505171231,77
201505171233,77
201505171251,76
201505171349,79
201505171351,78
201505171451,78
201505171500,78
201505171551,78
201505171651,77
201505171751,77
201505171800,75
201505171851,70
201505171951,70
201505172051,70
201505172100,70
201505172151,69
201505172251,65
201505172351,65
201505180000,64
201505180051,65
201505180151,****
201505180251,64
201505180300,64
201505180351,64
201505180451,64
201505180459,64
201505180551,64
201505180600,66
201505180651,66
201505180751,66
201505180851,67
201505180900,64
201505180951,64
201505181043,63
201505181049,61
201505181051,61
201505181151,61
201505181200,61
201505181241,61
201505181251,61
201505181309,61
201505181340,61
201505181351,61
201505181356,61
201505181451,61
201505181500,60
201505181529,60
201505181551,61
201505181625,61
201505181651,60
201505181751,60
201505181800,59
201505181851,59
201505181951,59
201505182051,59
201505182100,58
201505182151,57
201505182251,58
201505182351,57
201505190000,57
201505190051,57
201505190149,57
201505190151,57
201505190233,58
201505190249,57
201505190251,57
201505190300,57
201505190302,****
201505190351,57
201505190442,57
201505190449,57
201505190451,57
201505190459,58
201505190549,57
201505190551,58
201505190600,59
201505190649,59
201505190651,59
201505190749,61
201505190751,61
201505190851,60
201505190900,60
201505190951,60
201505191043,61
201505191044,63
201505191051,62
201505191151,64
201505191200,64
201505191251,64
201505191343,66
201505191351,67
201505191449,68
201505191451,68
201505191500,65
201505191549,65
201505191551,70
201505191622,74
201505191651,73
201505191751,73
201505191800,69
201505191851,68
201505191951,66
201505192051,65
201505192100,65
201505192151,65
201505192251,66
201505192305,68
201505192351,68
201505200000,73
201505200051,72
201505200151,69
201505200251,****
201505200300,66
201505200325,66
201505200351,63
201505200451,61
201505200459,59
201505200551,59
201505200600,58
201505200651,59
201505200751,61
201505200851,61
201505200900,62
201505200951,61
201505201051,64
201505201151,64
201505201200,64
201505201251,64
201505201351,63
201505201451,63
201505201500,65
201505201551,63
201505201651,63
201505201751,63
201505201800,62
201505201851,62
201505201951,59
201505202051,59
201505202100,58
201505202151,58
201505202251,57
201505202351,57
201505210000,56
201505210051,54
201505210151,****
201505210251,54
201505210300,54
201505210351,54
201505210451,53
201505210459,52
201505210551,52
201505210600,54
201505210651,55
201505210751,56
201505210851,56
201505210900,58
201505210951,60
201505211051,58
201505211151,58
201505211200,58
201505211251,60
201505211351,59
201505211451,59
201505211500,58
201505211551,56
201505211651,56
201505211751,56
201505211800,54
201505211851,54
201505211951,54
201505212051,54
201505212100,54
201505212151,53
201505212251,53
201505212351,53
201505220000,53
201505220051,54
201505220151,****
201505220251,55
201505220300,55
201505220351,55
201505220451,56
201505220459,57
201505220551,57
201505220600,56
201505220651,58
201505220751,62
201505220851,62
201505220900,65
201505220951,67
201505221051,71
201505221151,71
201505221200,72
201505221251,75
201505221351,75
201505221451,75
201505221500,76
201505221551,69
201505221651,73
201505221751,73
201505221800,73
201505221851,71
201505221951,69
201505222051,69
201505222100,68
201505222151,68
201505222251,65
201505222351,65
201505230000,62
201505230051,60
201505230151,****
201505230251,58
201505230300,58
201505230351,56
201505230451,54
201505230459,53
201505230551,53
201505230600,51
201505230651,52
201505230751,53
201505230851,53
201505230900,55
201505230951,56
201505231051,59
201505231151,59
201505231200,60
201505231251,63
201505231351,65
201505231451,65
201505231500,65
201505231551,66
201505231651,64
201505231751,64
201505231800,60
201505231851,58
201505231951,57
201505232051,57
201505232100,56
201505232151,57
201505232251,57
201505232351,57
201505240000,56
201505240051,55
201505240151,****
201505240251,54
201505240300,54
201505240351,54
201505240451,55
201505240459,55
201505240551,55
201505240600,55
201505240651,57
201505240751,61
201505240851,61
201505240900,65
201505240951,68
201505241051,71
201505241151,71
201505241200,72
201505241251,70
201505241351,71
201505241451,71
201505241500,72
201505241551,72
201505241651,70
201505241751,70
201505241800,66
201505241851,66
201505241951,64
201505242051,64
201505242100,63
201505242151,62
201505242251,62
201505242351,62
201505250000,61
201505250051,60
201505250151,****
201505250251,58
201505250300,58
201505250351,58
201505250451,58
201505250459,58
201505250551,58
201505250600,58
201505250651,62
201505250751,63
201505250851,63
201505250900,67
201505250951,69
201505251051,73
201505251151,73
201505251200,73
201505251251,75
201505251351,75
201505251451,75
201505251500,77
201505251551,75
201505251651,72
201505251751,72
201505251800,73
201505251851,71
201505251951,68
201505252051,68
201505252100,66
201505252151,65
201505252251,65
201505252351,65
201505260000,64
201505260051,66
201505260151,****
201505260251,64
201505260300,64
201505260351,62
201505260451,60
201505260459,60
201505260551,60
201505260600,61
201505260651,65
201505260751,67
201505260851,67
