  USAF  WBAN YR--MODAHRMN DIR SPD GUS CLG SKC L M H  VSB MW MW MW MW AW AW AW AW W TEMP DEWP    SLP   ALT    STP MAX MIN PCP01 PCP06 PCP24 PCPXX SD
744860 94789 201501132151 350  13 *** 250 *** * * * 10.0 ** ** ** ** ** ** ** ** *   24    5 1036.5 30.61 1035.7 *** ***  0.00 ***** ***** ***** ** 
744860 94789 201501132251 360  11 *** 250 *** * * * 10.0 ** ** ** ** ** ** ** ** *   22    6 1037.3 30.63 1036.4 *** ***  0.00 ***** ***** ***** ** 
744860 94789 201501132351 360  11 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   21    6 1037.5 30.64 1036.7  27  21  0.00 ***** ***** ***** ** 
744860 94789 201501140000 360  11 *** *** SCT * * * 10.0 ** ** ** ** ** ** ** ** *   21    6 1037.5 ***** 1036.4  32  21 ***** ***** ***** ***** ** 
744860 94789 201501140051 010  10 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   20    6 1037.4 30.64 1036.7 *** ***  0.00 ***** ***** ***** ** 
744860 94789 201501140151 010   8 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   20    7 1037.5 30.64 1036.7 *** ***  0.00 ***** ***** ***** ** 
744860 94789 201501140251 360  10 *** 250 *** * * * 10.0 ** ** ** ** ** ** ** ** *   20    7 1037.2 30.63 1036.4 *** ***  0.00 ***** ***** ***** ** 
744860 94789 201501140300 360  10 *** *** BKN * * * 10.0 ** ** ** ** ** ** ** ** *   20    7 1037.2 ***** 1036.1 *** *** ***** ***** ***** ***** ** 
744860 94789 201501140351 020  10 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   19    7 1037.1 30.63 1036.4 *** ***  0.00 ***** ***** ***** ** 
744860 94789 201501140451 020  11 *** 250 *** * * * 10.0 ** ** ** ** ** ** ** ** *   20    7 1035.9 30.59 1035.0  37  19  0.00 ***** ***** ***** ** 
744860 94789 201501140459 *** *** *** *** *** * * * **** ** ** ** ** ** ** ** ** * **** **** ****** ***** ******  37 *** ***** *****  0.00 *****  0 
744860 94789 201501140551 030  14 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   20    8 1035.4 30.58 1034.7  21  19  0.00 ***** ***** ***** ** 
744860 94789 201501140600 030  14 *** *** SCT * * * 10.0 ** ** ** ** ** ** ** ** *   20    8 1035.4 ***** 1034.4  37  19 ***** ***** ***** ***** ** 
744860 94789 201501140651 030  11 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   20    8 1035.2 30.57 1034.4 *** ***  0.00 ***** ***** ***** ** 
744860 94789 201501140751 030  15 *** 210 *** * * * 10.0 ** ** ** ** ** ** ** ** *   20    9 1033.9 30.54 1033.3 *** ***  0.00 ***** ***** ***** ** 
744860 94789 201501140851 030  11 *** 220 *** * * * 10.0 ** ** ** ** ** ** ** ** *   20    9 1033.4 30.52 1032.7 *** ***  0.00 ***** ***** ***** ** 
744860 94789 201501140900 030  11 *** *** BKN * * * 10.0 ** ** ** ** ** ** ** ** *   20    9 1033.4 ***** 1032.4 *** *** ***** ***** ***** ***** ** 
744860 94789 201501140951 020  10 *** 240 *** * * * 10.0 ** ** ** ** ** ** ** ** *   20    9 1033.1 30.51 1032.3 *** ***  0.00 ***** ***** ***** ** 
744860 94789 201501141051 020  16 *** 250 *** * * * 10.0 ** ** ** ** ** ** ** ** *   20   11 1031.8 30.47 1031.0 *** ***  0.00 ***** ***** ***** ** 
744860 94789 201501141151 030  11 *** 160 *** * * * 10.0 ** ** ** ** ** ** ** ** *   20   12 1031.4 30.46 1030.6  20  19  0.00 ***** ***** ***** ** 
744860 94789 201501141200 030  11 *** *** BKN * * * 10.0 ** ** ** ** ** ** ** ** *   20   12 1031.4 ***** 1030.3  37  19 ***** ***** ***** ***** ** 
744860 94789 201501141251 030  14 *** 160 *** * * * 10.0 ** ** ** ** ** ** ** ** *   21   13 1031.4 30.46 1030.6 *** ***  0.00 ***** ***** ***** ** 
744860 94789 201501141351 030  13 *** 150 *** * * * 10.0 ** ** ** ** ** ** ** ** *   24   15 1031.6 30.47 1031.0 *** ***  0.00 ***** ***** ***** ** 
744860 94789 201501141451 030  13 *** 180 *** * * * 10.0 ** ** ** ** ** ** ** ** *   28   17 1030.3 30.43 1029.6 *** ***  0.00 ***** ***** ***** ** 
744860 94789 201501141500 030  13 *** *** BKN * * * 10.0 ** ** ** ** ** ** ** ** *   28   17 1030.3 ***** 1029.3 *** *** ***** ***** ***** ***** ** 
744860 94789 201501141528 010  11 ***  26 *** * * * 10.0 ** ** ** ** ** ** ** ** *   28   18 ****** 30.43 1029.6 *** *** ***** ***** ***** ***** ** 
744860 94789 201501141551 020  15 ***  24 *** * * * 10.0 ** ** ** ** ** ** ** ** *   30   18 1029.6 30.41 1028.9 *** ***  0.00 ***** ***** ***** ** 
744860 94789 201501141651 020  14 ***  24 *** * * * 10.0 ** ** ** ** ** ** ** ** *   31   19 1028.1 30.36 1027.3 *** ***  0.00 ***** ***** ***** ** 
744860 94789 201501141744 030  13 ***  34 *** * * * 10.0 ** ** ** ** ** ** ** ** *   32   19 ****** 30.33 1026.2 *** *** ***** ***** ***** ***** ** 
744860 94789 201501141751 020  13 ***  34 *** * * * 10.0 ** ** ** ** ** ** ** ** *   32   20 1026.7 30.32 1025.9  32  20  0.00 ***** ***** ***** ** 
744860 94789 201501141800 020  13 *** *** BKN * * * 10.0 ** ** ** ** ** ** ** ** *   32   20 1026.7 ***** 1025.6  32  20 ***** ***** ***** ***** ** 
744860 94789 201501141851 020  13 ***  31 *** * * * 10.0 ** ** ** ** ** ** ** ** *   33   21 1025.9 30.30 1025.2 *** ***  0.00 ***** ***** ***** ** 
744860 94789 201501141951 010  11 ***  33 *** * * * 10.0 ** ** ** ** ** ** ** ** *   33   21 1025.7 30.29 1024.9 *** ***  0.00 ***** ***** ***** ** 
744860 94789 201501142051 010   8 ***  33 *** * * * 10.0 ** ** ** ** ** ** ** ** *   32   21 1025.3 30.28 1024.5 *** ***  0.00 ***** ***** ***** ** 
744860 94789 201501142100 010   8 *** *** OVC * * * 10.0 ** ** ** ** ** ** ** ** *   32   21 1025.3 ***** 1024.3 *** *** ***** ***** ***** ***** ** 
744860 94789 201501142151 020  13 ***  50 *** * * * 10.0 ** ** ** ** ** ** ** ** *   31   21 1024.9 30.27 1024.2 *** ***  0.00 ***** ***** ***** ** 
744860 94789 201501142251 030  13 ***  46 *** * * * 10.0 ** ** ** ** ** ** ** ** *   31   21 1025.0 30.27 1024.2 *** ***  0.00 ***** ***** ***** ** 
744860 94789 201501142351 040   9 ***  46 *** * * * 10.0 ** ** ** ** ** ** ** ** *   31   21 1025.1 30.27 1024.2  33  31  0.00 ***** ***** ***** ** 
744860 94789 201501150000 040   9 *** *** OVC * * * 10.0 ** ** ** ** ** ** ** ** *   31   21 1025.1 ***** 1023.9  33  19 ***** ***** ***** ***** ** 
744860 94789 201501150051 020   8 ***  44 *** * * * 10.0 ** ** ** ** ** ** ** ** *   31   21 1024.1 30.24 1023.2 *** ***  0.00 ***** ***** ***** ** 
744860 94789 201501150151 030   8 ***  42 *** * * * 10.0 ** ** ** ** ** ** ** ** *   31   21 1024.0 30.24 1023.2 *** ***  0.00 ***** ***** ***** ** 
744860 94789 201501150251 360   7 ***  40 *** * * * 10.0 ** ** ** ** ** ** ** ** *   31   21 1023.6 30.23 1022.9 *** ***  0.00 ***** ***** ***** ** 
744860 94789 201501150300 360   7 *** *** OVC * * * 10.0 ** ** ** ** ** ** ** ** *   31   21 1023.6 ***** 1022.6 *** *** ***** ***** ***** ***** ** 
744860 94789 201501150351 030   9 ***  36 *** * * * 10.0 ** ** ** ** ** ** ** ** *   31   21 1023.1 30.22 1022.5 *** ***  0.00 ***** ***** ***** ** 
744860 94789 201501150451 350   9 ***  36 *** * * * 10.0 ** ** ** ** ** ** ** ** *   31   21 1022.3 30.19 1021.5  33  19  0.00 ***** ***** ***** ** 
744860 94789 201501150459 *** *** *** *** *** * * * **** ** ** ** ** ** ** ** ** * **** **** ****** ***** ******  33 *** ***** *****  0.00 *****  0 
744860 94789 201501150551 360   7 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   29   20 1022.0 30.18 1021.2  32  29  0.00 ***** ***** ***** ** 
744860 94789 201501150600 360   7 *** *** SCT * * * 10.0 ** ** ** ** ** ** ** ** *   29   20 1022.0 ***** 1020.9  32  19 ***** ***** ***** ***** ** 
744860 94789 201501150651 010   7 ***  38 *** * * * 10.0 ** ** ** ** ** ** ** ** *   30   21 1021.8 30.18 1021.2 *** ***  0.00 ***** ***** ***** ** 
744860 94789 201501150751 360   6 ***  40 *** * * * 10.0 ** ** ** ** ** ** ** ** *   28   20 1021.7 30.17 1020.8 *** ***  0.00 ***** ***** ***** ** 
744860 94789 201501150851 350   5 ***  46 *** * * * 10.0 ** ** ** ** ** ** ** ** *   29   20 1021.4 30.17 1020.8 *** ***  0.00 ***** ***** ***** ** 
744860 94789 201501150900 350   5 *** *** BKN * * * 10.0 ** ** ** ** ** ** ** ** *   29   20 1021.4 ***** 1020.5 *** *** ***** ***** ***** ***** ** 
744860 94789 201501150951 350   9 ***  42 *** * * * 10.0 ** ** ** ** ** ** ** ** *   28   18 1021.2 30.16 1020.5 *** ***  0.00 ***** ***** ***** ** 
744860 94789 201501151051 350   9 ***  44 *** * * * 10.0 ** ** ** ** ** ** ** ** *   29   17 1021.5 30.17 1020.8 *** ***  0.00 ***** ***** ***** ** 
744860 94789 201501151151 350   7 ***  42 *** * * * 10.0 ** ** ** ** ** ** ** ** *   28   17 1021.6 30.17 1020.8  30  27  0.00 ***** ***** ***** ** 
744860 94789 201501151200 350   7 *** *** BKN * * * 10.0 ** ** ** ** ** ** ** ** *   28   17 1021.6 ***** 1020.5  33  27 ***** ***** ***** ***** ** 
744860 94789 201501151251 330   7 ***  42 *** * * * 10.0 ** ** ** ** ** ** ** ** *   28   18 1021.6 30.17 1020.8 *** ***  0.00 ***** ***** ***** ** 
744860 94789 201501151351 010   8 ***  50 *** * * * 10.0 ** ** ** ** ** ** ** ** *   29   18 1021.2 30.16 1020.5 *** ***  0.00 ***** ***** ***** ** 
744860 94789 201501151424 340   9 ***  48 *** * * * 10.0 ** ** ** ** ** ** ** ** *   28   18 ****** 30.16 1020.5 *** *** ***** ***** ***** ***** ** 
744860 94789 201501151451 320   9 ***  44 *** * * * 10.0 ** ** ** ** ** ** ** ** *   30   18 1021.2 30.16 1020.5 *** ***  0.00 ***** ***** ***** ** 
744860 94789 201501151500 320   9 *** *** BKN * * * 10.0 ** ** ** ** ** ** ** ** *   30   18 1021.2 ***** 1020.2 *** *** ***** ***** ***** ***** ** 
744860 94789 201501151551 310   6 ***  44 *** * * * 10.0 ** ** ** ** ** ** ** ** *   30   17 1020.6 30.14 1019.8 *** ***  0.00 ***** ***** ***** ** 
744860 94789 201501151651 300   6 ***  42 *** * * * 10.0 ** ** ** ** ** ** ** ** *   33   17 1018.9 30.09 1018.1 *** ***  0.00 ***** ***** ***** ** 
744860 94789 201501151751 260  11 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   34   15 1017.6 30.05 1016.8  34  28  0.00 ***** ***** ***** ** 
744860 94789 201501151800 260  11 *** *** SCT * * * 10.0 ** ** ** ** ** ** ** ** *   34   15 1017.6 ***** 1016.5  34  28 ***** ***** ***** ***** ** 
744860 94789 201501151851 270  15 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   35   14 1016.9 30.03 1016.1 *** ***  0.00 ***** ***** ***** ** 
744860 94789 201501151951 260  15  21 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   35   14 1016.1 30.01 1015.4 *** ***  0.00 ***** ***** ***** ** 
744860 94789 201501152051 270  14 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   35   14 1016.2 30.01 1015.4 *** ***  0.00 ***** ***** ***** ** 
744860 94789 201501152100 270  14 *** *** SCT * * * 10.0 ** ** ** ** ** ** ** ** *   35   14 1016.2 ***** 1015.1 *** *** ***** ***** ***** ***** ** 
744860 94789 201501152151 260  14 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   33   15 1016.1 30.01 1015.4 *** ***  0.00 ***** ***** ***** ** 
744860 94789 201501152251 260  13 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   33   17 1016.4 30.02 1015.8 *** ***  0.00 ***** ***** ***** ** 
744860 94789 201501152351 240  10 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   32   18 1016.2 30.01 1015.4  35  31  0.00 ***** ***** ***** ** 
744860 94789 201501160000 240  10 *** *** SCT * * * 10.0 ** ** ** ** ** ** ** ** *   32   18 1016.2 ***** 1015.1  35  27 ***** ***** ***** ***** ** 
744860 94789 201501160051 250  11 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   32   19 1015.6 29.99 1014.7 *** ***  0.00 ***** ***** ***** ** 
744860 94789 201501160151 240  10 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   32   19 1015.1 29.98 1014.4 *** ***  0.00 ***** ***** ***** ** 
744860 94789 201501160251 250  14 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   32   18 1014.9 29.97 1014.1 *** ***  0.00 ***** ***** ***** ** 
744860 94789 201501160300 250  14 *** *** SCT * * * 10.0 ** ** ** ** ** ** ** ** *   32   18 1014.9 ***** 1013.8 *** *** ***** ***** ***** ***** ** 
744860 94789 201501160351 260  11 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   32   16 1014.0 29.95 1013.4 *** ***  0.00 ***** ***** ***** ** 
744860 94789 201501160451 250  10 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   32   16 1013.6 29.93 1012.7  35  27  0.00 ***** ***** ***** ** 
744860 94789 201501160459 *** *** *** *** *** * * * **** ** ** ** ** ** ** ** ** * **** **** ****** ***** ******  35 *** ***** *****  0.00 *****  0 
744860 94789 201501160551 250  14 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   30   18 1012.9 29.91 1012.0  32  30  0.00 ***** ***** ***** ** 
744860 94789 201501160600 250  14 *** *** *** * * * 10.0 ** ** ** ** ** ** ** ** *   30   18 1012.9 ***** 1011.7  32  27 ***** ***** ***** ***** ** 
744860 94789 201501160651 250  14 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   31   19 1012.4 29.90 1011.7 *** ***  0.00 ***** ***** ***** ** 
744860 94789 201501160751 250  13 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   31   19 1012.0 29.89 1011.4 *** ***  0.00 ***** ***** ***** ** 
744860 94789 201501160851 250  14 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   31   17 1011.3 29.87 1010.7 *** ***  0.00 ***** ***** ***** ** 
744860 94789 201501160900 250  14 *** *** *** * * * 10.0 ** ** ** ** ** ** ** ** *   31   17 1011.3 ***** 1010.4 *** *** ***** ***** ***** ***** ** 
744860 94789 201501160951 250  14 ***  65 *** * * * 10.0 ** ** ** ** ** ** ** ** *   32   18 1011.0 29.86 1010.3 *** ***  0.00 ***** ***** ***** ** 
744860 94789 201501161051 260  14 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   31   18 1011.0 29.86 1010.3 *** ***  0.00 ***** ***** ***** ** 
744860 94789 201501161151 250  11 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   31   19 1010.9 29.86 1010.3  32  30  0.00 ***** ***** ***** ** 
744860 94789 201501161200 250  11 *** *** SCT * * * 10.0 ** ** ** ** ** ** ** ** *   31   19 1010.9 ***** 1010.0  35  30 ***** ***** ***** ***** ** 
744860 94789 201501161251 250  11 ***  95 *** * * * 10.0 ** ** ** ** ** ** ** ** *   32   20 1011.4 29.87 1010.7 *** ***  0.00 ***** ***** ***** ** 
744860 94789 201501161351 260  13 ***  85 *** * * * 10.0 ** ** ** ** ** ** ** ** *   34   20 1011.8 29.88 1011.0 *** ***  0.00 ***** ***** ***** ** 
744860 94789 201501161451 270  18  26 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   38   19 1012.1 29.89 1011.4 *** ***  0.00 ***** ***** ***** ** 
744860 94789 201501161500 270  18 *** *** SCT * * * 10.0 ** ** ** ** ** ** ** ** *   38   19 1012.1 ***** 1011.1 *** *** ***** ***** ***** ***** ** 
744860 94789 201501161551 260  15 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   40   20 1011.6 29.88 1011.0 *** ***  0.00 ***** ***** ***** ** 
744860 94789 201501161651 260  20  26 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   41   19 1010.5 29.84 1009.7 *** ***  0.00 ***** ***** ***** ** 
744860 94789 201501161751 280  17  31 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   44   17 1009.9 29.82 1009.0  44  31  0.00 ***** ***** ***** ** 
744860 94789 201501161800 280  17 *** *** SCT * * * 10.0 ** ** ** ** ** ** ** ** *   44   17 1009.9 ***** 1008.7  44  31 ***** ***** ***** ***** ** 
744860 94789 201501161851 300  23  31 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   44   14 1009.8 29.82 1009.0 *** ***  0.00 ***** ***** ***** ** 
744860 94789 201501161951 320  26  31  55 *** * * * 10.0 ** ** ** ** ** ** ** ** *   41   19 1011.3 29.87 1010.7 *** ***  0.00 ***** ***** ***** ** 
744860 94789 201501162051 310  21  30  60 *** * * * 10.0 ** ** ** ** ** ** ** ** *   39   14 1012.4 29.90 1011.7 *** ***  0.00 ***** ***** ***** ** 
744860 94789 201501162100 310  21 *** *** BKN * * * 10.0 ** ** ** ** ** ** ** ** *   39   14 1012.4 ***** 1011.4 *** *** ***** ***** ***** ***** ** 
744860 94789 201501162151 310  31  38 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   34   13 1014.1 29.95 1013.4 *** ***  0.00 ***** ***** ***** ** 
744860 94789 201501162251 340  24  33  70 *** * * * 10.0 ** ** ** ** ** ** ** ** *   31   11 1016.5 30.02 1015.8 *** ***  0.00 ***** ***** ***** ** 
744860 94789 201501162351 320  24  39 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   30    3 1018.1 30.07 1017.4  45  30  0.00 ***** ***** ***** ** 
744860 94789 201501170000 320  24 *** *** SCT * * * 10.0 ** ** ** ** ** ** ** ** *   30    3 1018.1 ***** 1017.2  45  30 ***** ***** ***** ***** ** 
744860 94789 201501170051 310  25  34 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   27   -1 1019.6 30.11 1018.8 *** ***  0.00 ***** ***** ***** ** 
744860 94789 201501170151 330  22  29 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   25   -1 1020.9 30.15 1020.1 *** ***  0.00 ***** ***** ***** ** 
744860 94789 201501170251 320  16 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   23   -1 1022.2 30.19 1021.5 *** ***  0.00 ***** ***** ***** ** 
744860 94789 201501170300 320  16 *** *** *** * * * 10.0 ** ** ** ** ** ** ** ** *   23   -1 1022.2 ***** 1021.2 *** *** ***** ***** ***** ***** ** 
744860 94789 201501170351 330  21  28 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   22    0 1023.5 30.23 1022.9 *** ***  0.00 ***** ***** ***** ** 
744860 94789 201501170451 300  17 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   21    1 1023.7 30.23 1022.9  45  21  0.00 ***** ***** ***** ** 
744860 94789 201501170459 *** *** *** *** *** * * * **** ** ** ** ** ** ** ** ** * **** **** ****** ***** ******  45 *** ***** *****  0.00 *****  0 
744860 94789 201501170551 310  13 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   20    1 1024.1 30.24 1023.2  30  20  0.00 ***** ***** ***** ** 
744860 94789 201501170600 310  13 *** *** *** * * * 10.0 ** ** ** ** ** ** ** ** *   20    1 1024.1 ***** 1022.9  32  20 ***** ***** ***** ***** ** 
744860 94789 201501170651 310  15 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   19    1 1025.0 30.27 1024.2 *** ***  0.00 ***** ***** ***** ** 
744860 94789 201501170751 320  13 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   19    1 1026.1 30.30 1025.2 *** ***  0.00 ***** ***** ***** ** 
744860 94789 201501170851 320  15 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   19    0 1026.8 30.32 1025.9 *** ***  0.00 ***** ***** ***** ** 
744860 94789 201501170900 320  15 *** *** *** * * * 10.0 ** ** ** ** ** ** ** ** *   19    0 1026.8 ***** 1025.6 *** *** ***** ***** ***** ***** ** 
744860 94789 201501170951 320  14 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   19    0 1027.6 30.35 1026.9 *** ***  0.00 ***** ***** ***** ** 
744860 94789 201501171051 320  15 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   18    1 1029.2 30.40 1028.6 *** ***  0.00 ***** ***** ***** ** 
744860 94789 201501171151 320  10 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   18    1 1029.7 30.41 1028.9  20  18  0.00 ***** ***** ***** ** 
744860 94789 201501171200 320  10 *** *** SCT * * * 10.0 ** ** ** ** ** ** ** ** *   18    1 1029.7 ***** 1028.7  45  18 ***** ***** ***** ***** ** 
744860 94789 201501171251 340  10 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   19    2 1029.5 30.40 1028.6 *** ***  0.00 ***** ***** ***** ** 
744860 94789 201501171351 320  13 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   20    2 1029.8 30.41 1028.9 *** ***  0.00 ***** ***** ***** ** 
744860 94789 201501171451 360  10 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   23    2 1029.7 30.41 1028.9 *** ***  0.00 ***** ***** ***** ** 
744860 94789 201501171500 360  10 *** *** *** * * * 10.0 ** ** ** ** ** ** ** ** *   23    2 1029.7 ***** 1028.7 *** *** ***** ***** ***** ***** ** 
744860 94789 201501171551 350   7 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   24    0 1030.0 30.42 1029.3 *** ***  0.00 ***** ***** ***** ** 
744860 94789 201501171651 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   26   -1 1029.0 30.39 1028.3 *** ***  0.00 ***** ***** ***** ** 
744860 94789 201501171751 220   5 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   27   -1 1028.9 30.39 1028.3  27  18  0.00 ***** ***** ***** ** 
744860 94789 201501171800 220   5 *** *** SCT * * * 10.0 ** ** ** ** ** ** ** ** *   27   -1 1028.9 ***** 1028.0  27  18 ***** ***** ***** ***** ** 
744860 94789 201501171851 240   8 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   27    6 1028.6 30.38 1027.9 *** ***  0.00 ***** ***** ***** ** 
744860 94789 201501171951 210   7 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   27    2 1028.2 30.37 1027.6 *** ***  0.00 ***** ***** ***** ** 
744860 94789 201501172051 150   9 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   28    7 1027.9 30.36 1027.3 *** ***  0.00 ***** ***** ***** ** 
744860 94789 201501172100 150   9 *** *** SCT * * * 10.0 ** ** ** ** ** ** ** ** *   28    7 1027.9 ***** 1027.0 *** *** ***** ***** ***** ***** ** 
744860 94789 201501172151 150   7 *** 260 *** * * * 10.0 ** ** ** ** ** ** ** ** *   28   11 1027.7 30.35 1026.9 *** ***  0.00 ***** ***** ***** ** 
744860 94789 201501172251 170   9 *** 170 *** * * * 10.0 ** ** ** ** ** ** ** ** *   29   13 1027.3 30.34 1026.6 *** ***  0.00 ***** ***** ***** ** 
744860 94789 201501172351 170  13 *** 260 *** * * * 10.0 ** ** ** ** ** ** ** ** *   30   14 1026.7 30.32 1025.9  30  26  0.00 ***** ***** ***** ** 
744860 94789 201501180000 170  13 *** *** BKN * * * 10.0 ** ** ** ** ** ** ** ** *   30   14 1026.7 ***** 1025.6  30  18 ***** ***** ***** ***** ** 
744860 94789 201501180051 170  14 *** 260 *** * * * 10.0 ** ** ** ** ** ** ** ** *   31   16 1026.6 30.32 1025.9 *** ***  0.00 ***** ***** ***** ** 
744860 94789 201501180151 240  14 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   30   18 1026.7 30.32 1025.9 *** ***  0.00 ***** ***** ***** ** 
744860 94789 201501180251 230  14 *** 240 *** * * * 10.0 ** ** ** ** ** ** ** ** *   30   18 1026.2 30.31 1025.6 *** ***  0.00 ***** ***** ***** ** 
744860 94789 201501180300 230  14 *** *** BKN * * * 10.0 ** ** ** ** ** ** ** ** *   30   18 1026.2 ***** 1025.3 *** *** ***** ***** ***** ***** ** 
744860 94789 201501180351 230  10 *** 240 *** * * * 10.0 ** ** ** ** ** ** ** ** *   29   18 1025.9 30.30 1025.2 *** ***  0.00 ***** ***** ***** ** 
744860 94789 201501180451 210   9 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   31   21 1024.9 30.27 1024.2  32  18  0.00 ***** ***** ***** ** 
744860 94789 201501180459 *** *** *** *** *** * * * **** ** ** ** ** ** ** ** ** * **** **** ****** ***** ******  32 *** ***** *****  0.00 *****  0 
744860 94789 201501180551 200   8 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   31   23 1023.8 30.24 1023.2  32  29  0.00 ***** ***** ***** ** 
744860 94789 201501180600 200   8 *** *** SCT * * * 10.0 ** ** ** ** ** ** ** ** *   31   23 1023.8 ***** 1022.9  32  18 ***** ***** ***** ***** ** 
744860 94789 201501180651 220   6 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   31   24 1023.7 30.23 1022.9 *** ***  0.00 ***** ***** ***** ** 
744860 94789 201501180751 160   3 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   30   24 1022.7 30.20 1021.8 *** ***  0.00 ***** ***** ***** ** 
744860 94789 201501180851 060   3 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   28   23 1021.8 30.18 1021.2 *** ***  0.00 ***** ***** ***** ** 
744860 94789 201501180900 060   3 *** *** SCT * * * 10.0 ** ** ** ** ** ** ** ** *   28   23 1021.8 ***** 1020.9 *** *** ***** ***** ***** ***** ** 
744860 94789 201501180951 040   3 ***  39 *** * * * 10.0 ** ** ** ** ** ** ** ** *   32   26 1020.9 30.15 1020.1 *** ***  0.00 ***** ***** ***** ** 
744860 94789 201501181051 050   5 ***  40 *** * * * 10.0 ** ** ** ** ** ** ** ** *   34   28 1020.4 30.14 1019.8 *** ***  0.00 ***** ***** ***** ** 
744860 94789 201501181144 010   7 ***  29 *** * * * 10.0 ** ** ** ** 51 ** ** ** *   36   28 ****** 30.11 1018.8 *** ***  0.00T***** ***** ***** ** 
744860 94789 201501181151 060   7 ***  29 *** * * * 10.0 ** ** ** ** 51 ** ** ** *   35   29 1019.4 30.11 1018.8  35  27  0.00T 0.00T***** ***** ** 
744860 94789 201501181200 060   7 *** *** OVC * * * 10.0 51 ** ** ** ** ** ** ** *   35   29 1019.4 ***** 1018.5 ***  28 *****  0.00T***** ***** ** 
744860 94789 201501181251 050   6 ***  27 *** * * * 10.0 ** ** ** ** 61 ** ** ** *   36   31 1018.6 30.08 1017.8 *** ***  0.01 ***** ***** ***** ** 
744860 94789 201501181349 040   3 ***  12 *** * * *  5.0 ** ** ** ** 61 10 ** ** *   37   34 ****** 30.05 1016.8 *** *** ***** ***** ***** ***** ** 
