YR--MODAHRMN,MAX,MIN,PCP01,SD
201511160600,***,***,0,**
201511160651,***,***,0,**
201511160751,52,45,0,**
201511160851,59,45,*****,**
201511160900,***,***,0,**
201511160951,***,***,0,**
201511161051,***,***,0,**
201511161151,***,***,*****,**
201511161200,***,***,0,**
201511161251,***,***,0,**
201511161351,65,48,0,**
201511161451,65,48,*****,**
201511161500,***,***,0,**
201511161551,***,***,0,**
201511161651,***,***,0,**
201511161751,***,***,*****,**
201511161800,***,***,0,**
201511161851,***,***,0,**
201511161951,69,56,0,**
201511162051,69,45,*****,**
201511162100,***,***,0,**
201511162151,***,***,0,**
201511162251,***,***,0,**
201511162351,***,***,*****,**
201511170000,***,***,0,**
201511170051,69,45,0,**
201511170151,69,***,*****,0
201511170251,62,51,0,**
201511170300,62,45,*****,**
201511170351,***,***,0,**
201511170451,***,***,0,**
201511170459,***,***,0,**
201511170551,***,***,*****,**
201511170600,***,***,0,**
201511170651,***,***,0,**
201511170751,51,40,0,**
201511170851,69,40,*****,**
201511170900,***,***,0,**
201511170951,***,***,0,**
201511171051,***,***,0,**
201511171151,***,***,*****,**
201511171200,***,***,0,**
201511171251,***,***,0,**
201511171351,53,41,0,**
201511171451,53,41,*****,**
201511171500,***,***,0,**
201511171551,***,***,0,**
201511171651,***,***,0,**
201511171751,***,***,*****,**
201511171800,***,***,0,**
201511171851,***,***,0,**
201511171951,53,43,0,**
201511172051,53,40,*****,**
201511172100,***,***,0,**
201511172151,***,***,0,**
201511172251,***,***,0,**
201511172351,***,***,*****,**
201511180000,***,***,0,**
201511180051,53,40,0,**
201511180151,53,***,*****,0
201511180251,45,42,0,**
201511180300,51,40,*****,**
201511180351,***,***,0,**
201511180451,***,***,0,**
201511180459,***,***,0,**
201511180551,***,***,*****,**
201511180600,***,***,0,**
201511180651,***,***,0,**
201511180751,48,43,0,**
201511180851,53,42,*****,**
201511180900,***,***,0,**
201511180951,***,***,0,**
201511181051,***,***,0,**
201511181151,***,***,*****,**
201511181200,***,***,0,**
201511181251,***,***,0,**
201511181351,60,47,0,**
201511181451,60,43,*****,**
201511181500,***,***,0,**
201511181551,***,***,0,**
201511181651,***,***,0,**
201511181751,***,***,*****,**
201511181800,***,***,0,**
201511181851,***,***,0,**
201511181951,***,***,*****,**
201511182051,59,57,0,**
201511182100,60,43,*****,**
201511182151,***,***,0,**
201511182251,***,***,0,**
201511182347,***,***,0,**
201511182351,***,***,*****,**
201511190000,***,***,0,**
201511190051,60,43,0,**
201511190151,60,***,*****,0
201511190251,59,58,0,**
201511190300,59,43,*****,**
201511190351,***,***,0,**
201511190451,***,***,0,**
201511190459,***,***,*****,**
201511190551,***,***,0,**
201511190600,***,***,*****,**
201511190651,***,***,0,**
201511190751,***,***,*****,**
201511190846,***,***,0,**
201511190851,59,58,0,**
201511190900,60,58,*****,**
201511190951,***,***,0,**
201511190958,***,***,0,**
201511191051,***,***,*****,**
201511191151,***,***,0,**
201511191200,***,***,*****,**
201511191251,***,***,0,**
201511191351,***,***,0,**
201511191449,***,***,0,**
201511191451,***,***,*****,**
201511191500,62,59,0,**
201511191551,62,57,*****,**
201511191644,***,***,*****,**
201511191651,***,***,*****,**
201511191659,***,***,0,**
201511191751,***,***,0,**
201511191800,***,***,0,**
201511191825,***,***,0,T**
201511191840,***,***,*****,T**
201511191851,***,***,*****,**
201511191951,***,***,0,**
201511192042,***,***,0.01,**
201511192051,***,***,*****,**
201511192100,***,***,0.02,**
201511192137,***,***,0.01,**
201511192151,62,61,0.19,**
201511192238,62,58,*****,**
201511192249,***,***,0.11,**
201511192251,***,***,0.09,**
201511192303,***,***,0.01,**
201511192351,***,***,0,**
201511200000,***,***,0.09,**
201511200032,***,***,0.14,**
201511200051,***,***,*****,**
201511200151,***,***,0.13,**
201511200155,***,***,0.08,**
201511200248,***,***,0.04,**
201511200251,***,***,*****,**
201511200300,63,58,0.05,**
201511200348,***,***,0,**
201511200351,***,***,0,**
201511200437,63,***,*****,0
201511200449,63,60,0,**
201511200451,63,58,*****,**
201511200453,***,***,*****,**
201511200456,***,***,0,**
201511200459,***,***,0,**
201511200551,***,***,0,**
201511200600,***,***,*****,**
201511200605,***,***,0,**
201511200651,***,***,0,**
201511200751,63,56,0,**
201511200851,63,56,*****,**
201511200900,***,***,0,**
201511200951,***,***,0,**
201511201051,***,***,0,**
201511201151,***,***,*****,**
201511201200,***,***,0,**
201511201251,***,***,0,**
201511201351,59,56,0,**
201511201451,63,56,*****,**
201511201500,***,***,0,**
201511201551,***,***,0,**
201511201651,***,***,0,**
201511201751,***,***,*****,**
201511201800,***,***,0,**
201511201851,***,***,0,**
201511201951,60,52,0,**
201511202051,60,52,*****,**
201511202100,***,***,0,**
201511202151,***,***,0,**
201511202251,***,***,0,**
201511202351,***,***,*****,**
201511210000,***,***,0,**
201511210051,63,45,0,**
201511210151,63,***,*****,0
201511210251,53,44,0,**
201511210300,63,44,*****,**
201511210351,***,***,0,**
201511210451,***,***,0,**
201511210459,***,***,0,**
201511210551,***,***,*****,**
201511210600,***,***,0,**
201511210651,***,***,0,**
201511210751,45,42,0,**
201511210851,63,42,*****,**
201511210900,***,***,0,**
201511210951,***,***,0,**
201511211051,***,***,0,**
201511211151,***,***,*****,**
201511211200,***,***,0,**
201511211251,***,***,0,**
201511211351,53,43,0,**
201511211451,53,43,*****,**
201511211500,***,***,0,**
201511211551,***,***,0,**
201511211651,***,***,0,**
201511211751,***,***,*****,**
201511211800,***,***,0,**
201511211851,***,***,0,**
201511211951,52,48,0,**
201511212051,53,42,*****,**
201511212100,***,***,0,**
201511212151,***,***,0,**
201511212251,***,***,0,**
201511212351,***,***,*****,**
201511220000,***,***,0,**
201511220051,55,42,0,**
201511220151,55,***,*****,0
201511220251,55,51,0,**
201511220300,55,42,*****,**
201511220351,***,***,0,**
201511220451,***,***,0,**
201511220459,***,***,*****,**
201511220551,***,***,0,**
201511220600,***,***,*****,**
201511220651,***,***,0,**
201511220751,***,***,0,**
201511220849,58,53,0,**
201511220851,55,51,*****,**
201511220900,***,***,0,**
201511220951,***,***,0,**
201511221051,***,***,0,**
201511221151,***,***,*****,**
201511221200,***,***,0,**
201511221251,***,***,0,**
201511221351,55,51,0,**
201511221451,58,48,*****,**
201511221500,***,***,0,**
201511221551,***,***,0,**
201511221651,***,***,0,**
201511221751,***,***,*****,**
201511221800,***,***,0,**
201511221851,***,***,0,**
201511221951,51,50,0,**
201511222051,55,50,*****,**
201511222100,***,***,0,**
201511222151,***,***,0,**
201511222251,***,***,0,**
201511222351,***,***,*****,**
201511230000,***,***,0,**
201511230051,58,44,0,**
201511230151,58,***,*****,0
201511230251,51,42,0,**
201511230300,58,42,*****,**
201511230351,***,***,0,**
201511230451,***,***,0,**
201511230459,***,***,0,**
201511230551,***,***,*****,**
201511230600,***,***,0,**
201511230651,***,***,0,**
201511230751,42,36,0,**
201511230851,58,36,*****,**
201511230900,***,***,0,**
201511230951,***,***,0,**
201511231051,***,***,0,**
201511231151,***,***,*****,**
201511231200,***,***,0,**
201511231251,***,***,0,**
201511231351,45,36,0,**
201511231451,45,36,*****,**
201511231500,***,***,0,**
201511231551,***,***,0,**
201511231651,***,***,0,**
201511231751,***,***,*****,**
201511231800,***,***,0,**
201511231851,***,***,0,**
201511231951,46,38,0,**
201511232051,46,36,*****,**
201511232100,***,***,0,**
201511232151,***,***,0,**
201511232251,***,***,0,**
201511232351,***,***,*****,**
201511240000,***,***,0,**
201511240051,46,35,0,**
201511240151,46,***,*****,0
201511240251,39,33,0,**
201511240300,42,33,*****,**
201511240351,***,***,0,**
201511240451,***,***,0,**
201511240459,***,***,0,**
201511240551,***,***,*****,**
201511240600,***,***,0,**
201511240651,***,***,0,**
201511240751,35,31,0,**
201511240851,46,31,*****,**
201511240900,***,***,0,**
201511240951,***,***,0,**
201511241051,***,***,0,**
201511241151,***,***,*****,**
201511241200,***,***,0,**
201511241251,***,***,0,**
201511241351,46,33,0,**
201511241451,46,33,*****,**
201511241500,***,***,0,**
201511241551,***,***,0,**
201511241651,***,***,0,**
201511241751,***,***,*****,**
201511241800,***,***,0,**
201511241851,***,***,0,**
201511241951,48,44,0,**
201511242051,48,31,*****,**
201511242100,***,***,0,**
201511242151,***,***,0,**
201511242251,***,***,0,**
201511242351,***,***,*****,**
201511250000,***,***,0,**
201511250051,48,31,0,**
201511250151,48,***,*****,0
201511250251,45,35,0,**
201511250300,45,31,*****,**
201511250351,***,***,0,**
201511250451,***,***,0,**
201511250459,***,***,0,**
201511250551,***,***,*****,**
201511250600,***,***,0,**
201511250651,***,***,0,**
201511250751,39,32,0,**
201511250851,48,32,*****,**
201511250900,***,***,0,**
201511250951,***,***,0,**
201511251051,***,***,0,**
201511251151,***,***,*****,**
201511251200,***,***,0,**
201511251251,***,***,0,**
201511251351,51,36,0,**
201511251451,51,36,*****,**
201511251500,***,***,0,**
201511251551,***,***,0,**
201511251651,***,***,0,**
201511251751,***,***,*****,**
201511251800,***,***,0,**
201511251851,***,***,0,**
201511251951,51,43,0,**
201511252051,51,32,*****,**
201511252100,***,***,0,**
201511252151,***,***,0,**
201511252251,***,***,0,**
201511252351,***,***,*****,**
201511260000,***,***,0,**
201511260051,51,32,0,**
201511260151,51,***,*****,0
201511260251,43,37,0,**
201511260300,43,32,*****,**
201511260351,***,***,0,**
201511260451,***,***,0,**
201511260459,***,***,0,**
201511260551,***,***,*****,**
201511260600,***,***,0,**
201511260651,***,***,0,**
201511260751,39,35,0,**
201511260851,51,35,*****,**
201511260900,***,***,0,**
201511260951,***,***,0,**
201511261051,***,***,0,**
201511261151,***,***,*****,**
201511261200,***,***,0,**
201511261251,***,***,0,**
201511261351,60,38,0,**
201511261451,60,38,*****,**
201511261500,***,***,0,**
201511261551,***,***,0,**
201511261651,***,***,0,**
201511261751,***,***,*****,**
201511261800,***,***,0,**
201511261851,***,***,0,**
201511261951,60,54,0,**
201511262051,60,35,*****,**
201511262100,***,***,0,**
201511262151,***,***,0,**
201511262251,***,***,0,**
201511262351,***,***,*****,**
201511270000,***,***,0,**
201511270051,60,35,0,**
201511270151,60,***,*****,0
201511270251,57,50,0,**
201511270300,57,35,*****,**
201511270351,***,***,0,**
201511270451,***,***,0,**
201511270459,***,***,0,**
201511270551,***,***,*****,**
201511270600,***,***,0,**
201511270651,***,***,0,**
201511270751,***,***,*****,**
201511270851,52,43,0,**
201511270900,60,43,*****,**
201511270951,***,***,0,**
201511271051,***,***,0,**
201511271149,***,***,0,**
201511271151,***,***,*****,**
201511271200,***,***,0,**
201511271251,***,***,0,**
201511271351,63,48,0,**
201511271451,63,48,*****,**
201511271500,***,***,0,**
201511271551,***,***,0,**
201511271651,***,***,0,**
201511271751,***,***,*****,**
201511271800,***,***,0,**
201511271851,***,***,0,**
201511271951,63,54,0,**
201511272051,63,43,*****,**
201511272100,***,***,0,**
201511272151,***,***,0,**
201511272251,***,***,0,**
201511272351,***,***,*****,**
201511280000,***,***,0,**
201511280051,63,43,0,**
201511280151,63,***,*****,0
201511280251,56,50,0,**
201511280300,56,43,*****,**
201511280351,***,***,0,**
201511280451,***,***,0,**
201511280459,***,***,0,**
201511280551,***,***,*****,**
201511280600,***,***,0,**
201511280651,***,***,0,**
201511280751,54,50,0,**
201511280851,63,50,*****,**
201511280900,***,***,0,**
201511280951,***,***,0,**
201511281051,***,***,0,**
201511281151,***,***,*****,**
201511281200,***,***,0,**
201511281251,***,***,0,**
201511281351,65,53,0,**
201511281451,65,53,*****,**
201511281500,***,***,0,**
201511281551,***,***,0,**
201511281651,***,***,0.01,**
201511281751,***,***,*****,**
201511281800,***,***,0,**
201511281851,***,***,0.01,**
201511281951,***,***,0,**
201511282051,***,***,0,**
201511282100,60,50,0,**
201511282103,65,50,*****,**
201511282151,***,***,*****,**
201511282251,***,***,*****,**
201511282302,***,***,0,**
201511282351,***,***,*****,**
201511290000,***,***,0,**
201511290046,***,***,0,**
201511290049,***,***,*****,**
201511290051,***,***,0,**
201511290149,65,46,0,**
201511290151,65,***,*****,0
201511290251,50,45,0,**
201511290300,54,45,*****,**
201511290351,***,***,0,**
201511290451,***,***,0,**
201511290459,***,***,0,**
201511290551,***,***,*****,**
201511290600,***,***,0,**
201511290651,***,***,0,**
201511290751,45,41,0,**
201511290851,65,41,*****,**
201511290900,***,***,0,**
201511290951,***,***,0,**
201511291051,***,***,0,**
201511291151,***,***,*****,**
201511291200,***,***,0,**
201511291251,***,***,0,**
201511291351,47,40,0,**
201511291451,47,40,*****,**
201511291500,***,***,0,**
201511291551,***,***,0,**
201511291651,***,***,0,**
201511291751,***,***,*****,**
201511291800,***,***,0,**
201511291851,***,***,0,**
201511291951,50,43,0,**
201511292051,50,41,*****,**
201511292100,***,***,0,**
201511292151,***,***,0,**
201511292251,***,***,0,**
201511292351,***,***,*****,**
201511300000,***,***,0,**
201511300051,50,38,0,**
201511300151,50,***,*****,0
201511300251,43,38,0,**
201511300300,45,38,*****,**
201511300351,***,***,0,**
201511300451,***,***,0,**
201511300459,***,***,0,**
201511300551,***,***,*****,**
201511300600,***,***,0,**
201511300651,***,***,0,**
201511300751,38,34,0,**
201511300851,50,34,*****,**
201511300900,***,***,0,**
201511300951,***,***,0,**
201511301051,***,***,0,**
201511301151,***,***,*****,**
201511301200,***,***,0,**
201511301251,***,***,0,**
201511301351,49,35,0,**
201511301451,49,35,*****,**
201511301500,***,***,0,**
201511301551,***,***,0,**
201511301651,***,***,0,**
201511301751,***,***,*****,**
201511301800,***,***,0,**
201511301851,***,***,0,**
201511301951,50,44,0,**
201511302051,50,35,*****,**
201511302100,***,***,0,**
201511302151,***,***,0,**
201511302251,***,***,0,**
201511302351,***,***,*****,**
201512010000,***,***,0,**
201512010051,50,34,0,**
201512010151,50,***,*****,0
201512010251,47,44,0.01,**
201512010300,49,35,*****,**
201512010351,***,***,0,**
201512010451,***,***,0,**
201512010459,***,***,0.01,**
201512010551,***,***,0.01,**
201512010600,***,***,*****,**
201512010638,***,***,0.04,**
201512010651,***,***,0.01,**
201512010751,***,***,0.01,**
201512010851,***,***,0,**
201512010900,***,***,*****,**
201512010951,48,46,0.02,**
201512011002,50,44,*****,**
201512011016,***,***,0.01,**
201512011051,***,***,0,**
201512011149,***,***,0.01,**
201512011151,***,***,*****,**
201512011200,***,***,*****,**
201512011251,***,***,0.01,**
201512011351,***,***,0,**
201512011451,53,47,0,**
201512011500,53,44,*****,**
201512011549,***,***,0,**
201512011551,***,***,0.01,**
201512011651,***,***,0.03,**
201512011751,***,***,0.02,**
201512011800,***,***,0.06,**
201512011851,***,***,*****,**
201512011921,***,***,0.02,**
201512011951,***,***,0,**
201512012021,51,49,0,**
201512012051,53,46,*****,**
201512012100,***,***,0.02,**
201512012151,***,***,0.01,**
201512012251,***,***,0.03,**
201512012351,***,***,0.03,**
201512020000,***,***,*****,**
201512020051,***,***,*****,**
201512020151,***,***,0,**
201512020238,53,46,0,**
201512020251,53,***,*****,0
201512020300,49,48,0,**
201512020349,49,46,*****,**
201512020351,***,***,*****,**
201512020451,***,***,0,**
201512020459,***,***,*****,**
201512020551,***,***,0,**
201512020600,***,***,*****,**
201512020641,***,***,0,**
201512020651,***,***,*****,**
201512020735,***,***,0.02,**
201512020751,***,***,0.03,**
201512020849,***,***,*****,**
201512020851,***,***,0.01,**
201512020900,48,***,0,**
201512020941,53,47,*****,**
201512020951,***,***,*****,**
201512021049,***,***,0,**
201512021051,***,***,0,**
201512021151,***,***,0.01,**
201512021200,***,***,*****,**
201512021249,***,***,*****,**
201512021251,***,***,0.02,**
201512021351,***,***,0,**
201512021451,***,***,*****,**
201512021500,***,***,0,**
201512021549,***,***,*****,**
201512021551,***,***,*****,**
201512021631,***,***,*****,**
201512021649,54,48,0,**
201512021651,54,48,*****,**
201512021657,***,***,0,**
201512021733,***,***,0,**
201512021749,***,***,0,**
201512021751,***,***,*****,**
201512021800,***,***,0,**
201512021836,***,***,0,T**
201512021851,***,***,*****,T**
201512021951,***,***,0.02,**
201512022040,***,***,0.02,**
201512022049,***,***,0.01,**
201512022051,55,54,0,**
201512022100,55,47,*****,**
201512022142,***,***,0.01,**
201512022151,***,***,0,**
201512022251,***,***,0.01,**
201512022351,***,***,0.01,**
201512030000,***,***,0.01,**
201512030051,***,***,0.01,**
201512030151,***,***,*****,**
201512030232,***,***,0,**
201512030241,57,47,0,**
201512030248,57,***,*****,0
201512030251,57,55,0,**
201512030300,57,47,*****,**
201512030351,***,***,0,**
201512030451,***,***,0,**
201512030459,***,***,0,**
201512030551,***,***,*****,**
201512030600,***,***,0,**
201512030651,***,***,0,**
201512030751,55,49,0,**
201512030851,57,49,*****,**
201512030900,***,***,0,**
201512030951,***,***,0,**
201512031051,***,***,0,**
201512031151,***,***,*****,**
201512031200,***,***,0,**
201512031251,***,***,0,**
201512031351,52,47,0,**
201512031451,55,47,*****,**
201512031500,***,***,0,**
201512031551,***,***,0,**
201512031651,***,***,0,**
201512031751,***,***,*****,**
201512031800,***,***,0,**
201512031851,***,***,0,**
201512031951,52,47,0,**
201512032051,52,47,*****,**
201512032100,***,***,0,**
201512032151,***,***,0,**
201512032251,***,***,0,**
201512032351,***,***,0,**
201512040000,56,45,0,**
201512040051,56,***,*****,0
201512040151,48,44,0,**
201512040251,55,44,*****,**
201512040351,***,***,0,**
201512040451,***,***,0,**
201512040459,***,***,0,**
201512040551,***,***,*****,**
201512040600,***,***,0,**
201512040651,***,***,0,**
201512040751,45,41,0,**
201512040851,56,41,*****,**
201512040900,***,***,0,**
201512040951,***,***,0,**
201512041051,***,***,0,**
201512041151,***,***,*****,**
201512041200,***,***,0,**
201512041251,***,***,0,**
201512041351,52,44,0,**
201512041451,52,44,*****,**
201512041500,***,***,0,**
201512041551,***,***,0,**
201512041651,***,***,0,**
201512041751,***,***,*****,**
201512041800,***,***,0,**
201512041851,***,***,0,**
201512041951,53,48,0,**
201512042051,53,41,*****,**
201512042100,***,***,0,**
201512042151,***,***,0,**
201512042251,***,***,0,**
201512042351,***,***,*****,**
201512050000,***,***,0,**
201512050051,53,41,0,**
201512050151,53,***,*****,0
201512050251,48,42,0,**
201512050300,48,41,*****,**
201512050351,***,***,0,**
201512050451,***,***,0,**
201512050459,***,***,0,**
201512050551,***,***,*****,**
201512050600,***,***,0,**
201512050651,***,***,0,**
201512050751,43,35,0,**
201512050851,53,35,*****,**
201512050900,***,***,0,**
201512050951,***,***,0,**
201512051051,***,***,0,**
201512051151,***,***,*****,**
201512051200,***,***,0,**
201512051251,***,***,0,**
201512051351,52,39,0,**
201512051451,52,39,*****,**
201512051500,***,***,0,**
201512051551,***,***,0,**
201512051651,***,***,0,**
201512051751,***,***,*****,**
201512051800,***,***,0,**
201512051851,***,***,0,**
201512051951,53,43,0,**
201512052051,53,35,*****,**
201512052100,***,***,0,**
201512052151,***,***,0,**
201512052251,***,***,0,**
201512052351,***,***,*****,**
201512060000,***,***,0,**
201512060051,53,35,0,**
201512060151,53,***,*****,0
201512060251,46,40,0,**
201512060300,46,35,*****,**
201512060351,***,***,0,**
201512060451,***,***,0,**
201512060459,***,***,0,**
201512060551,***,***,*****,**
201512060600,***,***,0,**
201512060651,***,***,0,**
201512060751,43,38,0,**
201512060851,53,38,*****,**
201512060900,***,***,0,**
201512060951,***,***,0,**
201512061051,***,***,0,**
201512061151,***,***,*****,**
201512061200,***,***,0,**
201512061251,***,***,0,**
201512061351,51,39,0,**
201512061451,51,39,*****,**
201512061500,***,***,0,**
201512061551,***,***,0,**
201512061651,***,***,0,**
201512061751,***,***,*****,**
201512061800,***,***,0,**
201512061851,***,***,0,**
201512061951,51,45,0,**
201512062051,51,38,*****,**
201512062100,***,***,0,**
201512062151,***,***,0,**
201512062251,***,***,0,**
201512062351,***,***,*****,**
201512070000,***,***,0,**
201512070051,51,38,0,**
201512070151,51,***,*****,0
201512070251,48,43,0,**
201512070300,48,38,*****,**
201512070351,***,***,0,**
201512070451,***,***,0,**
201512070459,***,***,0,**
201512070551,***,***,*****,**
201512070600,***,***,0,**
201512070651,***,***,0,**
201512070751,44,40,0,**
201512070851,51,40,*****,**
201512070900,***,***,0,**
201512070951,***,***,0,**
201512071051,***,***,0,**
201512071151,***,***,*****,**
201512071200,***,***,0,**
201512071251,***,***,0,**
201512071351,54,41,0,**
201512071451,54,41,*****,**
201512071500,***,***,0,**
201512071551,***,***,0,**
201512071651,***,***,0,**
201512071751,***,***,*****,**
201512071800,***,***,0,**
201512071851,***,***,0,**
201512071951,55,49,0,**
201512072051,55,40,*****,**
201512072100,***,***,0,**
201512072151,***,***,0,**
201512072251,***,***,0,**
201512072351,***,***,*****,**
201512080000,***,***,0,**
201512080051,55,40,0,**
201512080151,55,***,*****,0
201512080251,51,44,0,**
201512080300,51,40,*****,**
201512080351,***,***,0,**
201512080451,***,***,0,**
201512080459,***,***,0,**
201512080551,***,***,*****,**
201512080600,***,***,0,**
201512080651,***,***,0,**
201512080751,***,***,*****,**
201512080851,44,42,0,**
201512080900,55,42,*****,**
201512080951,***,***,0,**
201512081051,***,***,*****,**
201512081136,***,***,0,**
201512081151,***,***,*****,**
201512081200,***,***,0,**
201512081251,***,***,*****,**
201512081339,***,***,*****,**
201512081351,***,***,0,**
201512081446,***,***,*****,**
201512081451,***,***,0,**
201512081500,***,***,*****,**
201512081506,50,42,0,**
201512081551,50,42,*****,**
201512081623,***,***,0,**
201512081651,***,***,0,**
201512081720,***,***,0,**
201512081751,***,***,*****,**
201512081800,***,***,0,**
201512081851,***,***,0,**
201512081951,51,44,0,**
201512082051,51,42,*****,**
201512082100,***,***,0,**
201512082151,***,***,0,**
201512082251,***,***,0,**
201512082351,***,***,*****,**
201512090000,***,***,0,**
201512090051,51,40,0,**
201512090151,51,***,*****,0
201512090251,45,39,0,**
201512090300,45,39,*****,**
201512090351,***,***,0,**
201512090451,***,***,0,**
201512090459,***,***,0,**
201512090551,***,***,*****,**
201512090600,***,***,0,**
201512090651,***,***,0,**
201512090751,41,34,0,**
201512090851,51,34,*****,**
201512090900,***,***,0,**
201512090951,***,***,0,**
201512091051,***,***,0,**
201512091151,***,***,*****,**
201512091200,***,***,0,**
201512091251,***,***,0,**
201512091351,50,41,0,**
201512091451,***,***,0,**
201512091500,***,***,0,**
201512091551,***,***,0,**
201512091651,***,***,0,**
201512091751,***,***,0,**
201512091851,54,50,0,**
201512091951,54,34,*****,**
201512092051,***,***,0,**
201512092151,***,***,0,**
201512092251,***,***,0,**
201512092351,***,***,*****,**
201512100000,***,***,0,**
201512100051,55,34,0,**
201512100151,55,***,*****,0
201512100251,55,54,0,**
201512100300,55,34,*****,**
201512100351,***,***,0,**
201512100451,***,***,0,**
201512100459,***,***,0,**
201512100551,***,***,*****,**
201512100600,***,***,0,**
201512100651,***,***,0,**
201512100751,56,49,0,**
201512100851,55,49,*****,**
201512100900,***,***,0,**
201512100951,***,***,0,**
201512101051,***,***,0,**
201512101151,***,***,*****,**
201512101200,***,***,0,**
201512101251,***,***,0,**
201512101351,59,48,0,**
201512101451,59,48,*****,**
201512101500,***,***,0,**
201512101551,***,***,0,**
201512101651,***,***,0,**
201512101751,***,***,*****,**
201512101800,***,***,0,**
201512101851,***,***,0,**
201512101951,59,50,0,**
201512102051,59,49,*****,**
201512102100,***,***,0,**
201512102151,***,***,0,**
201512102251,***,***,0,**
201512102351,***,***,*****,**
201512110000,***,***,0,**
201512110051,59,48,0,**
201512110151,59,***,*****,0
201512110251,53,50,0,**
201512110300,56,49,*****,**
201512110351,***,***,0,**
201512110451,***,***,0,**
201512110459,***,***,0,**
201512110551,***,***,*****,**
201512110600,***,***,0,**
201512110651,***,***,0,**
201512110751,50,46,0,**
201512110851,***,***,*****,**
201512110900,59,46,*****,**
201512110951,***,***,*****,**
201512111051,***,***,*****,**
201512111151,***,***,*****,**
201512111154,***,***,*****,**
201512111200,***,***,*****,**
201512111203,***,***,0,**
201512111212,***,***,*****,**
201512111219,***,***,0,**
201512111232,***,***,0,**
201512111246,***,***,*****,**
201512111251,***,***,*****,**
201512111347,***,***,*****,**
201512111351,***,***,*****,**
201512111451,***,***,0,**
201512111500,***,***,0,**
201512111527,58,46,0,**
201512111534,58,46,*****,**
201512111547,***,***,0,**
201512111551,***,***,0,**
201512111651,***,***,0,**
201512111751,***,***,*****,**
201512111800,***,***,0,**
201512111851,***,***,0,**
201512111951,58,51,0,**
201512112051,58,46,*****,**
201512112100,***,***,0,**
201512112151,***,***,0,**
201512112251,***,***,0,**
201512112351,***,***,*****,**
201512120000,***,***,0,**
201512120051,58,46,0,**
201512120151,58,***,*****,0
201512120251,56,53,0,**
201512120300,56,46,*****,**
201512120351,***,***,0,**
201512120451,***,***,0,**
201512120459,***,***,0,**
201512120551,***,***,*****,**
201512120600,***,***,0,**
201512120651,***,***,0,**
201512120751,55,49,0,**
201512120851,58,49,*****,**
201512120900,***,***,0,**
201512120951,***,***,0,**
201512121051,***,***,0,**
201512121151,***,***,*****,**
201512121200,***,***,0,**
201512121251,***,***,0,**
201512121351,64,50,0,**
201512121451,64,50,*****,**
201512121500,***,***,0,**
201512121551,***,***,0,**
201512121651,***,***,0,T**
201512121751,***,***,*****,**
201512121800,***,***,0,**
201512121851,***,***,0,**
201512121951,64,55,0,**
201512122051,64,49,*****,**
201512122100,***,***,0,**
201512122151,***,***,0,**
201512122251,***,***,0,**
201512122351,***,***,*****,**
201512130000,***,***,0,**
201512130051,64,49,0,**
201512130151,64,***,*****,0
201512130251,57,53,0,**
201512130300,57,49,*****,**
201512130351,***,***,0,**
201512130451,***,***,0,**
201512130459,***,***,0,**
201512130551,***,***,*****,**
201512130600,***,***,0,**
201512130651,***,***,0,**
201512130751,57,54,0,**
201512130851,64,53,*****,**
201512130900,***,***,0,**
201512130951,***,***,0,**
201512131051,***,***,0,**
201512131151,***,***,*****,**
201512131200,***,***,0,**
201512131251,***,***,0,**
201512131351,70,53,0,**
201512131451,70,53,*****,**
201512131500,***,***,0,**
201512131551,***,***,0,**
201512131651,***,***,0,**
201512131751,***,***,*****,**
201512131800,***,***,0,**
201512131851,***,***,0,**
201512131951,68,54,0,**
201512132051,70,54,*****,**
201512132100,***,***,0,**
201512132151,***,***,0,**
201512132251,***,***,0,**
201512132351,***,***,*****,**
201512140000,***,***,0,**
201512140051,70,53,0,**
201512140151,70,***,*****,0
201512140251,***,***,*****,**
201512140300,55,53,0,**
201512140351,57,53,*****,**
201512140451,***,***,*****,**
201512140459,***,***,0,**
201512140520,***,***,*****,**
201512140551,***,***,0,**
201512140600,***,***,0,**
201512140617,***,***,*****,**
201512140651,***,***,0,T**
201512140716,***,***,*****,T**
201512140751,***,***,*****,**
201512140827,***,***,0,**
201512140849,***,***,0,**
201512140851,***,***,0,**
201512140900,55,***,0,**
201512140949,70,53,*****,**
201512140951,***,***,0,**
201512141051,***,***,0,**
201512141113,***,***,*****,**
201512141151,***,***,0,**
201512141200,***,***,0,T**
201512141251,***,***,*****,T**
201512141316,***,***,*****,**
201512141349,***,***,0,**
201512141351,***,***,*****,**
201512141451,***,***,0,**
201512141500,***,***,*****,**
201512141536,***,***,*****,**
201512141551,57,54,0,**
201512141649,57,54,*****,**
201512141651,***,***,*****,**
201512141711,***,***,0,**
201512141749,***,***,*****,**
201512141751,***,***,*****,**
201512141800,***,***,*****,**
201512141835,***,***,0,**
201512141851,***,***,*****,**
201512141929,***,***,*****,**
201512141947,***,***,0,**
201512141949,***,***,*****,**
201512141951,***,***,*****,**
201512142018,***,***,0,**
201512142039,***,***,0,**
201512142051,59,57,0,**
201512142100,59,53,*****,**
201512142139,***,***,0.1,**
201512142151,***,***,*****,**
201512142251,***,***,0.21,**
201512142351,***,***,0.15,**
201512150000,***,***,0,**
201512150037,***,***,*****,**
201512150049,***,***,*****,**
