YR--MODAHRMN,MAX,MIN,PCP01,SD
201503290751,29,27,0,**
201503290851,42,27,*****,**
201503290900,***,***,0,**
201503290951,***,***,0,**
201503291051,***,***,0,**
201503291151,***,***,*****,**
201503291200,***,***,0,**
201503291251,***,***,0,**
201503291351,42,29,0,**
201503291451,42,29,*****,**
201503291500,***,***,0,**
201503291551,***,***,0,**
201503291651,***,***,0,**
201503291751,***,***,*****,**
201503291800,***,***,0,**
201503291851,***,***,0,**
201503291951,46,36,0,**
201503292051,46,27,*****,**
201503292100,***,***,0,**
201503292151,***,***,0,**
201503292251,***,***,0,**
201503292351,***,***,*****,**
201503300000,***,***,0,**
201503300051,46,27,0,**
201503300151,46,***,*****,0
201503300251,37,36,0,**
201503300300,37,27,*****,**
201503300351,***,***,0,**
201503300451,***,***,0,**
201503300459,***,***,0,**
201503300551,***,***,*****,**
201503300600,***,***,0,**
201503300651,***,***,*****,**
201503300751,***,***,0,**
201503300851,***,***,0,**
201503300900,39,***,0,**
201503300951,46,36,*****,**
201503301049,***,***,0,**
201503301051,***,***,0,**
201503301110,***,***,0,T**
201503301151,***,***,*****,**
201503301200,***,***,0,**
201503301251,***,***,0,**
201503301351,50,38,0,**
201503301451,50,36,*****,**
201503301500,***,***,0,**
201503301551,***,***,0,**
201503301651,***,***,0,**
201503301751,***,***,*****,**
201503301800,***,***,0,**
201503301851,***,***,0,**
201503301951,58,50,0,**
201503302051,58,36,*****,**
201503302100,***,***,0,**
201503302151,***,***,0,**
201503302251,***,***,0,**
201503302351,***,***,*****,**
201503310000,***,***,0,**
201503310051,58,36,0,**
201503310151,58,***,*****,0
201503310251,51,44,0,**
201503310300,51,36,*****,**
201503310351,***,***,0,**
201503310451,***,***,0,**
201503310459,***,***,0,**
201503310551,***,***,*****,**
201503310600,***,***,0,**
201503310651,***,***,0,**
201503310751,45,40,0,**
201503310851,58,40,*****,**
201503310900,***,***,0,**
201503310951,***,***,0,**
201503311051,***,***,0,**
201503311151,***,***,*****,**
201503311200,***,***,0,**
201503311251,***,***,0,**
201503311351,48,42,0,**
201503311451,48,42,*****,**
201503311500,***,***,0,**
201503311551,***,***,0,**
201503311651,***,***,0.02,**
201503311751,***,***,0,**
201503311800,***,***,0,**
201503311851,***,***,*****,**
201503311921,***,***,0,**
201503311951,***,***,0,**
201503312048,46,39,0,**
201503312051,48,39,*****,**
201503312100,***,***,0,**
201503312151,***,***,0.01,**
201503312251,***,***,0.01,**
201503312351,***,***,0,**
201504010000,***,***,0,**
201504010008,***,***,0,**
201504010042,***,***,*****,**
201504010051,***,***,*****,**
201504010131,***,***,0,**
201504010151,48,37,0,**
201504010251,48,***,*****,0
201504010300,39,37,0,**
201504010323,48,37,*****,**
201504010351,***,***,0,**
201504010451,***,***,0,**
201504010459,***,***,0,**
201504010551,***,***,*****,**
201504010600,***,***,0,**
201504010651,***,***,0,**
201504010751,37,34,0,**
201504010851,48,34,*****,**
201504010900,***,***,0,**
201504010951,***,***,0,**
201504011051,***,***,0,**
201504011151,***,***,*****,**
201504011200,***,***,0,**
201504011251,***,***,0,**
201504011351,50,35,0,**
201504011451,50,35,*****,**
201504011500,***,***,0,**
201504011551,***,***,0,**
201504011651,***,***,0,**
201504011751,***,***,*****,**
201504011800,***,***,0,**
201504011851,***,***,0,**
201504011951,53,49,0,**
201504012051,53,34,*****,**
201504012100,***,***,0,**
201504012151,***,***,0,**
201504012251,***,***,0,**
201504012351,***,***,*****,**
201504020000,***,***,0,**
201504020051,53,34,0,**
201504020151,53,***,*****,0
201504020251,50,38,0,**
201504020300,50,34,*****,**
201504020351,***,***,0,**
201504020451,***,***,0,**
201504020459,***,***,0,**
201504020551,***,***,*****,**
201504020600,***,***,0,**
201504020651,***,***,0,**
201504020751,42,33,0,**
201504020851,53,33,*****,**
201504020900,***,***,0,**
201504020951,***,***,0,**
201504021051,***,***,0,**
201504021151,***,***,*****,**
201504021200,***,***,0,**
201504021251,***,***,0,**
201504021351,57,43,0,**
201504021451,57,43,*****,**
201504021500,***,***,0,**
201504021551,***,***,0,**
201504021651,***,***,0,**
201504021751,***,***,*****,**
201504021800,***,***,0,**
201504021851,***,***,0,**
201504021951,56,48,0,**
201504022051,57,33,*****,**
201504022100,***,***,0,**
201504022151,***,***,0,**
201504022251,***,***,0,**
201504022351,***,***,*****,**
201504030000,***,***,0,**
201504030051,57,33,0,**
201504030151,57,***,*****,0
201504030251,49,47,0,**
201504030300,49,33,*****,**
201504030351,***,***,0,**
201504030451,***,***,0,**
201504030459,***,***,0,T**
201504030551,***,***,*****,T**
201504030600,***,***,0,**
201504030651,***,***,0.01,**
201504030751,48,46,0,**
201504030851,57,46,*****,**
201504030900,***,***,0,**
201504030951,***,***,0,**
201504031051,***,***,0,T**
201504031151,***,***,*****,T**
201504031200,***,***,0,**
201504031251,***,***,0.01,**
201504031351,57,48,0.05,**
201504031451,57,48,*****,**
201504031500,***,***,0.02,**
201504031551,***,***,*****,**
201504031651,***,***,0,**
201504031751,***,***,0,**
201504031800,***,***,0,**
201504031851,***,***,0,**
201504031859,***,***,0,**
201504031909,***,***,*****,**
201504031916,***,***,*****,**
201504031929,***,***,0,**
201504031949,***,***,*****,**
201504031951,***,***,*****,**
201504032028,***,***,0,**
201504032049,***,***,0,**
201504032051,***,***,*****,**
201504032100,***,***,*****,**
201504032149,***,***,*****,**
201504032151,59,48,0,**
201504032251,59,46,*****,**
201504032259,***,***,*****,**
201504032322,***,***,*****,**
201504032346,***,***,0,**
201504032351,***,***,0,**
201504040000,***,***,*****,**
201504040002,***,***,0,**
201504040032,***,***,0,T**
201504040051,***,***,*****,T**
201504040151,***,***,0,**
201504040212,***,***,0,**
201504040247,59,46,0.02,**
201504040251,59,***,*****,0
201504040300,49,46,0,**
201504040331,49,46,*****,**
201504040351,***,***,0,**
201504040451,***,***,0,**
201504040459,***,***,*****,**
201504040551,***,***,*****,**
201504040600,***,***,0,**
201504040651,***,***,*****,**
201504040751,***,***,*****,**
201504040827,***,***,*****,**
201504040849,***,***,0,**
201504040851,***,***,0,**
201504040900,***,***,0,**
201504040935,***,***,0,**
201504040949,55,46,0,**
201504040951,59,46,*****,**
201504041026,***,***,0,**
201504041033,***,***,0,**
201504041051,***,***,0,**
201504041151,***,***,*****,**
201504041200,***,***,0,**
201504041251,***,***,0,**
201504041351,56,49,0,**
201504041451,56,48,*****,**
201504041500,***,***,0,**
201504041551,***,***,0,**
201504041651,***,***,0,**
201504041751,***,***,*****,**
201504041800,***,***,0,**
201504041851,***,***,0,**
201504041951,56,50,0,**
201504042051,56,46,*****,**
201504042100,***,***,*****,**
201504042151,***,***,0,**
201504042251,***,***,0,**
201504042351,***,***,0,**
201504050000,***,***,*****,**
201504050017,***,***,0,**
201504050051,56,44,0,**
201504050151,56,***,*****,0
201504050251,50,42,0,**
201504050300,55,42,*****,**
201504050351,***,***,0,**
201504050451,***,***,0,**
201504050459,***,***,0,**
201504050551,***,***,*****,**
201504050600,***,***,0,**
201504050651,***,***,0,**
201504050751,45,38,0,**
201504050851,56,38,*****,**
201504050900,***,***,0,**
201504050951,***,***,0,**
201504051051,***,***,0,**
201504051151,***,***,*****,**
201504051200,***,***,0,**
201504051251,***,***,0,**
201504051351,63,45,0,**
201504051451,63,45,*****,**
201504051500,***,***,0,**
201504051551,***,***,0,**
201504051651,***,***,0,**
201504051751,***,***,*****,**
201504051800,***,***,0,**
201504051851,***,***,0,**
201504051951,65,54,0,**
201504052051,65,38,*****,**
201504052100,***,***,*****,**
201504052151,***,***,0,**
201504052251,***,***,0,**
201504052351,***,***,0,**
201504060000,***,***,*****,**
201504060042,***,***,0,**
201504060051,65,38,0,**
201504060151,65,***,*****,0
201504060251,56,40,0,**
201504060300,56,38,*****,**
201504060351,***,***,0,**
201504060451,***,***,0,**
201504060459,***,***,0,**
201504060551,***,***,*****,**
201504060600,***,***,0,**
201504060651,***,***,0,**
201504060751,43,39,0,**
201504060851,65,39,*****,**
201504060900,***,***,0,**
201504060951,***,***,0,**
201504061051,***,***,0,**
201504061151,***,***,*****,**
201504061200,***,***,0,**
201504061251,***,***,0,**
201504061351,56,43,0,**
201504061451,56,43,*****,**
201504061500,***,***,0,**
201504061551,***,***,0,**
201504061651,***,***,0,**
201504061751,***,***,*****,**
201504061800,***,***,0,**
201504061851,***,***,0,**
201504061951,60,53,0,**
201504062051,60,39,*****,**
201504062100,***,***,0,**
201504062151,***,***,0,**
201504062251,***,***,0,**
201504062351,***,***,*****,**
201504070000,***,***,0,**
201504070051,60,39,0,**
201504070151,60,***,*****,0
201504070251,53,48,0,**
201504070300,53,39,*****,**
201504070351,***,***,0,**
201504070451,***,***,0,**
201504070459,***,***,0,**
201504070551,***,***,*****,**
201504070600,***,***,0,**
201504070651,***,***,0,**
201504070751,49,48,0,**
201504070851,60,48,*****,**
201504070900,***,***,0.01,**
201504070951,***,***,0,**
201504071051,***,***,0,**
201504071151,***,***,*****,**
201504071200,***,***,0,**
201504071251,***,***,0,**
201504071351,57,49,0,**
201504071451,57,49,*****,**
201504071500,***,***,0,**
201504071551,***,***,0,**
201504071651,***,***,*****,**
201504071751,***,***,0,T**
201504071800,***,***,*****,**
201504071851,***,***,0,**
201504071951,***,***,0,**
201504072032,55,47,0.02,**
201504072051,57,47,*****,**
201504072100,***,***,0,**
201504072151,***,***,0,**
201504072251,***,***,0,T**
201504072351,***,***,*****,T**
201504080000,***,***,0,**
201504080051,***,***,0,**
201504080151,***,***,0,**
201504080251,57,44,0,**
201504080300,57,***,*****,0
201504080346,***,***,*****,**
201504080351,47,44,0,**
201504080427,49,44,*****,**
201504080451,***,***,0,**
201504080459,***,***,0,**
201504080534,***,***,*****,**
201504080551,***,***,0,**
201504080600,***,***,*****,**
201504080651,***,***,*****,**
201504080751,***,***,0,**
201504080813,***,***,0,**
201504080851,44,42,0,**
201504080900,57,42,*****,**
201504080949,***,***,0,**
201504080951,***,***,0,**
201504081051,***,***,0,**
201504081151,***,***,*****,**
201504081200,***,***,0,**
201504081251,***,***,0,**
201504081351,48,43,0,**
201504081451,48,43,*****,**
201504081500,***,***,0,**
201504081551,***,***,0,**
201504081651,***,***,0,T**
201504081751,***,***,*****,T**
201504081800,***,***,0,**
201504081851,***,***,0,**
201504081951,***,***,0,**
201504082051,49,42,0,**
201504082100,49,42,*****,**
201504082151,***,***,0,**
201504082218,***,***,0,**
201504082251,***,***,0,**
201504082351,***,***,0,**
201504090000,***,***,0.01,**
201504090051,***,***,*****,**
201504090139,***,***,0,**
201504090151,49,36,0,**
201504090232,49,***,*****,0
201504090251,42,39,0,**
201504090300,44,39,*****,**
201504090351,***,***,0,**
201504090451,***,***,0,**
201504090459,***,***,0,T**
201504090551,***,***,*****,T**
201504090600,***,***,0,**
201504090651,***,***,0,**
201504090751,39,38,0,**
201504090851,49,38,*****,**
201504090900,***,***,0,**
201504090951,***,***,0,**
201504091051,***,***,0,**
201504091151,***,***,0,T**
201504091200,***,***,*****,T**
201504091251,***,***,0,**
201504091347,***,***,0,**
201504091351,43,38,0,**
201504091451,43,38,*****,**
201504091500,***,***,0,**
201504091551,***,***,0,**
201504091651,***,***,0,**
201504091751,***,***,*****,**
201504091800,***,***,0,**
201504091851,***,***,0,**
201504091951,44,42,0,**
201504092051,44,38,*****,**
201504092100,***,***,0,**
201504092151,***,***,0,**
201504092251,***,***,0,**
201504092351,***,***,0,T**
201504100000,***,***,*****,T**
201504100051,***,***,0,**
201504100057,44,38,0,**
201504100151,44,***,*****,0
201504100251,43,40,0.01,**
201504100300,43,38,*****,**
201504100351,***,***,0,**
201504100451,***,***,0,**
201504100459,***,***,0,**
201504100551,***,***,0.04,**
201504100600,***,***,*****,**
201504100642,***,***,*****,**
201504100651,***,***,0.09,**
201504100751,***,***,0.04,**
201504100851,42,40,0,**
201504100900,44,40,*****,**
201504100949,***,***,0,**
201504100951,***,***,*****,**
201504101051,***,***,0,**
201504101151,***,***,*****,**
201504101200,***,***,0.01,**
201504101239,***,***,0,**
201504101249,***,***,*****,**
201504101251,***,***,0,**
201504101349,***,***,0,**
201504101351,***,***,0,**
201504101451,***,***,0,**
201504101500,***,***,0,**
201504101533,***,***,*****,**
201504101539,***,***,*****,**
201504101551,50,42,0,**
201504101612,50,42,*****,**
201504101651,***,***,*****,**
201504101719,***,***,0,**
201504101749,***,***,*****,**
201504101751,***,***,0,**
201504101800,***,***,*****,**
201504101847,***,***,0,**
201504101851,***,***,*****,**
201504101937,***,***,*****,**
201504101951,***,***,0,**
201504102040,***,***,*****,**
201504102051,***,***,0,**
201504102100,***,***,*****,**
201504102138,51,48,0,**
201504102151,51,40,*****,**
201504102248,***,***,*****,**
201504102251,***,***,0,**
201504102342,***,***,0,**
201504102351,***,***,0,**
201504110000,***,***,*****,**
201504110035,***,***,0,**
201504110051,58,40,0,**
201504110151,58,***,*****,0
201504110251,58,50,0,**
201504110300,58,40,*****,**
201504110351,***,***,0,**
201504110451,***,***,0,**
201504110459,***,***,0,**
201504110551,***,***,*****,**
201504110600,***,***,0,**
201504110651,***,***,0,**
201504110751,56,50,0,**
201504110851,58,50,*****,**
201504110900,***,***,0,**
201504110951,***,***,0,**
201504111051,***,***,0,**
201504111151,***,***,*****,**
201504111200,***,***,0,**
201504111251,***,***,0,**
201504111351,61,55,0,**
201504111451,61,48,*****,**
201504111500,***,***,0,**
201504111551,***,***,0,**
201504111651,***,***,0,**
201504111751,***,***,*****,**
201504111800,***,***,0,**
201504111851,***,***,0,**
201504111951,60,53,0,**
201504112051,61,50,*****,**
201504112100,***,***,0,**
201504112151,***,***,0,**
201504112251,***,***,0,**
201504112351,***,***,*****,**
201504120000,***,***,0,**
201504120051,61,45,0,**
201504120151,61,***,*****,0
201504120251,53,45,0,**
201504120300,56,45,*****,**
201504120351,***,***,0,**
201504120451,***,***,0,**
201504120459,***,***,0,**
201504120551,***,***,*****,**
201504120600,***,***,0,**
201504120651,***,***,0,**
201504120751,48,43,0,**
201504120851,61,43,*****,**
201504120900,***,***,0,**
201504120951,***,***,0,**
201504121051,***,***,0,**
201504121151,***,***,*****,**
201504121200,***,***,0,**
201504121251,***,***,0,**
201504121351,59,48,0,**
201504121451,59,48,*****,**
201504121500,***,***,0,**
201504121551,***,***,0,**
201504121651,***,***,0,**
201504121751,***,***,*****,**
201504121800,***,***,0,**
201504121851,***,***,0,**
201504121951,61,48,0,**
201504122051,61,43,*****,**
201504122100,***,***,0,**
201504122151,***,***,0,**
201504122251,***,***,0,**
201504122351,***,***,*****,**
201504130000,***,***,0,**
201504130051,61,43,0,**
201504130151,61,***,*****,0
201504130251,48,44,0,**
201504130300,48,43,*****,**
201504130351,***,***,0,**
201504130451,***,***,0,**
201504130459,***,***,0,**
201504130551,***,***,*****,**
201504130600,***,***,0,**
201504130651,***,***,0,**
201504130751,47,43,0,**
201504130851,61,43,*****,**
201504130900,***,***,0,**
201504130951,***,***,0,**
201504131051,***,***,0,**
201504131151,***,***,*****,**
201504131200,***,***,0,**
201504131251,***,***,0,**
201504131351,61,48,0,**
201504131451,61,48,*****,**
201504131500,***,***,0,**
201504131551,***,***,0,**
201504131651,***,***,0,**
201504131751,***,***,*****,**
201504131800,***,***,0,**
201504131851,***,***,0,**
201504131951,62,57,0,**
201504132051,62,43,*****,**
201504132100,***,***,0,**
201504132151,***,***,0,**
201504132251,***,***,0,**
201504132351,***,***,*****,**
201504140000,***,***,0,**
201504140051,62,43,0,**
201504140151,62,***,*****,0
201504140251,57,51,0,**
201504140300,57,43,*****,**
201504140351,***,***,0,**
201504140451,***,***,0,**
201504140459,***,***,0,**
201504140551,***,***,*****,**
201504140600,***,***,0,**
201504140651,***,***,*****,**
201504140751,***,***,0,**
201504140851,54,50,0,**
201504140900,62,50,*****,**
201504140951,***,***,0.03,**
201504141017,***,***,0.01,**
201504141051,***,***,0,**
201504141151,***,***,*****,**
201504141200,***,***,0,**
201504141251,***,***,0,**
201504141351,62,53,0,**
201504141451,62,53,*****,**
201504141500,***,***,0,**
201504141551,***,***,0,**
201504141651,***,***,0,**
201504141751,***,***,*****,**
201504141800,***,***,0,**
201504141851,***,***,0,**
201504141951,66,55,0,**
201504142051,66,50,*****,**
201504142100,***,***,0,**
201504142151,***,***,0,**
201504142251,***,***,0,**
201504142351,***,***,*****,**
201504150000,***,***,0,**
201504150051,66,50,0,**
201504150151,66,***,*****,0
201504150251,58,50,0,**
201504150300,58,50,*****,**
201504150351,***,***,0,**
201504150451,***,***,0,**
201504150459,***,***,0,**
201504150551,***,***,*****,**
201504150600,***,***,0,**
201504150651,***,***,0,**
201504150751,56,50,0,**
201504150851,66,50,*****,**
201504150900,***,***,0,**
201504150951,***,***,0,**
201504151051,***,***,0,**
201504151151,***,***,*****,**
201504151200,***,***,0,**
201504151251,***,***,0,**
201504151351,70,56,0,**
201504151451,70,55,*****,**
201504151500,***,***,0,**
201504151551,***,***,0,**
201504151651,***,***,0,**
201504151751,***,***,*****,**
201504151800,***,***,0,**
201504151851,***,***,0,**
201504151951,72,66,0,**
201504152051,72,50,*****,**
201504152100,***,***,0,**
201504152151,***,***,0,**
201504152251,***,***,0,**
201504152351,***,***,*****,**
201504160000,***,***,0,**
201504160051,72,50,0,**
201504160151,72,***,*****,0
201504160251,67,56,0,**
201504160300,67,50,*****,**
201504160351,***,***,0,**
201504160451,***,***,0,**
201504160459,***,***,0,**
201504160551,***,***,*****,**
201504160600,***,***,0,**
201504160651,***,***,0,**
201504160751,56,48,0,**
201504160851,72,48,*****,**
201504160900,***,***,0,**
201504160951,***,***,0,**
201504161051,***,***,0,**
201504161151,***,***,*****,**
201504161200,***,***,0,**
201504161251,***,***,0,**
201504161351,60,55,0,**
201504161451,60,55,*****,**
201504161500,***,***,0,**
201504161551,***,***,0,**
201504161651,***,***,0,**
201504161751,***,***,*****,**
201504161800,***,***,0,**
201504161851,***,***,0,**
201504161951,59,50,0,**
201504162051,60,48,*****,**
201504162100,***,***,0,**
201504162151,***,***,0,**
201504162251,***,***,0,**
201504162351,***,***,*****,**
201504170000,***,***,0,**
201504170051,60,48,0,**
201504170151,60,***,*****,0
201504170251,52,50,0,**
201504170300,56,48,*****,**
201504170351,***,***,0,**
201504170451,***,***,0,**
201504170459,***,***,0.01,T**
201504170551,***,***,*****,T**
201504170600,***,***,0.08,**
201504170651,***,***,0.01,**
201504170751,55,52,0.01,**
201504170851,60,50,*****,**
201504170900,***,***,0,**
201504170951,***,***,*****,**
201504171051,***,***,0,**
201504171151,***,***,*****,**
201504171200,***,***,*****,**
201504171224,***,***,0,**
201504171249,***,***,0,T**
201504171251,***,***,*****,T**
201504171312,***,***,*****,**
201504171349,***,***,0,**
201504171351,***,***,*****,**
201504171451,***,***,0,**
201504171500,***,***,*****,**
201504171549,61,52,0,**
201504171551,61,50,*****,**
201504171628,***,***,0,**
201504171651,***,***,*****,**
201504171717,***,***,0,**
201504171751,***,***,0,T**
201504171800,***,***,*****,**
201504171851,***,***,0,**
201504171938,***,***,0,**
201504171951,69,58,0,**
201504172051,69,52,*****,**
201504172100,***,***,0,**
201504172151,***,***,0,**
201504172251,***,***,0,**
201504172351,***,***,*****,**
201504180000,***,***,0,**
201504180051,69,52,0,**
201504180151,69,***,*****,0
201504180251,62,57,0,**
201504180300,62,52,*****,**
201504180351,***,***,0,**
201504180451,***,***,0,**
201504180459,***,***,0,**
201504180551,***,***,*****,**
201504180600,***,***,0,**
201504180651,***,***,0,**
201504180751,60,51,0,**
201504180851,69,51,*****,**
201504180900,***,***,0,**
201504180951,***,***,0,**
201504181051,***,***,0,**
201504181151,***,***,*****,**
201504181200,***,***,0,**
201504181251,***,***,0,**
201504181351,73,60,0,**
201504181451,73,58,*****,**
201504181500,***,***,0,**
201504181551,***,***,0,**
201504181651,***,***,0,**
201504181751,***,***,*****,**
201504181800,***,***,0,**
201504181851,***,***,0,**
201504181951,70,57,0,**
201504182051,73,51,*****,**
201504182100,***,***,0,**
201504182151,***,***,0,**
201504182251,***,***,0,**
201504182351,***,***,*****,**
201504190000,***,***,0,**
201504190051,73,51,0,**
201504190151,73,***,*****,0
201504190251,68,56,0,**
201504190300,68,51,*****,**
201504190351,***,***,0,**
201504190451,***,***,0,**
201504190459,***,***,0,**
201504190551,***,***,*****,**
201504190600,***,***,0,**
201504190651,***,***,0,**
201504190751,60,48,0,**
201504190851,73,48,*****,**
201504190900,***,***,0,**
201504190951,***,***,0,**
201504191051,***,***,0,**
201504191151,***,***,*****,**
201504191200,***,***,0,**
201504191251,***,***,0,**
201504191351,57,53,0,**
201504191451,60,53,*****,**
201504191500,***,***,0,**
201504191551,***,***,0,**
201504191651,***,***,0,**
201504191751,***,***,*****,**
201504191800,***,***,0,**
201504191851,***,***,0,**
201504191951,55,48,0,**
201504192051,57,48,*****,**
201504192100,***,***,0,**
201504192151,***,***,0,**
201504192251,***,***,0,**
201504192351,***,***,*****,**
201504200000,***,***,0,**
201504200051,62,47,0,**
201504200151,62,***,*****,0
201504200251,48,47,0,**
201504200300,60,47,*****,**
201504200351,***,***,0,**
201504200451,***,***,0,**
201504200459,***,***,0,T**
201504200551,***,***,*****,T**
201504200600,***,***,0,**
201504200651,***,***,*****,**
201504200751,***,***,0,**
201504200851,51,47,0,**
201504200900,62,47,*****,**
201504200951,***,***,*****,**
201504201049,***,***,0.05,**
201504201051,***,***,0.04,**
201504201151,***,***,0.08,**
201504201200,***,***,*****,**
201504201249,***,***,0.15,**
201504201251,***,***,0.04,**
201504201313,***,***,0.12,**
201504201327,***,***,*****,**
201504201349,***,***,0.09,**
201504201351,***,***,0.08,**
201504201409,***,***,0.03,**
201504201451,***,***,0.04,**
201504201500,58,50,0.06,**
201504201545,58,48,*****,**
201504201551,***,***,0.02,**
201504201651,***,***,0.02,**
201504201708,***,***,0,**
201504201751,***,***,0,**
201504201800,***,***,0,**
201504201836,***,***,0,**
201504201851,***,***,*****,**
201504201920,***,***,*****,**
201504201924,***,***,0,**
201504201948,***,***,*****,**
201504201951,***,***,*****,**
201504202036,***,***,*****,**
201504202044,***,***,0,**
201504202051,***,***,0,**
201504202100,***,***,*****,**
201504202103,***,***,*****,**
201504202137,56,52,0,**
201504202151,58,47,*****,**
201504202251,***,***,*****,**
201504202309,***,***,0,**
201504202346,***,***,*****,**
201504202351,***,***,0,**
201504210000,***,***,0,**
201504210030,***,***,*****,**
201504210051,***,***,0,**
201504210146,58,47,0.35,**
201504210151,58,47,0.36,**
201504210251,58,***,*****,0
201504210300,***,***,0.01,**
201504210351,***,***,0.01,**
201504210449,55,52,0,**
201504210451,55,47,*****,**
201504210459,***,***,*****,**
201504210513,***,***,0.02,**
201504210533,***,***,0.01,**
201504210551,***,***,0,**
201504210600,***,***,0,**
201504210649,***,***,*****,**
201504210651,***,***,0.01,**
201504210722,***,***,0.01,**
201504210751,***,***,0,**
201504210851,55,51,0,**
201504210900,58,51,*****,**
201504210951,***,***,*****,**
201504211051,***,***,0,**
201504211119,***,***,0,**
201504211151,***,***,0.01,**
201504211200,***,***,0.02,**
201504211241,***,***,*****,**
201504211251,***,***,0.02,**
201504211303,***,***,0,**
201504211314,***,***,*****,**
201504211318,***,***,0,**
201504211349,***,***,0,**
201504211351,67,55,0,**
201504211451,67,52,*****,**
201504211500,***,***,0,**
201504211551,***,***,0,**
201504211651,***,***,0,**
201504211751,***,***,*****,**
201504211800,***,***,0,**
201504211851,***,***,0,**
201504211951,67,62,0,**
201504212051,67,51,*****,**
201504212100,***,***,0,**
201504212151,***,***,0,**
201504212251,***,***,0,**
201504212351,***,***,*****,**
201504220000,***,***,0,**
201504220051,67,50,0,**
201504220151,67,***,*****,0
201504220251,62,50,0,**
201504220300,62,50,*****,**
201504220351,***,***,0,**
201504220451,***,***,0,**
201504220459,***,***,0,**
201504220551,***,***,*****,**
201504220600,***,***,0,**
201504220651,***,***,0,**
201504220751,54,46,0,**
201504220851,67,46,*****,**
201504220900,***,***,0,**
201504220951,***,***,0,**
201504221051,***,***,0,**
201504221151,***,***,*****,**
201504221200,***,***,0,**
201504221251,***,***,0,**
201504221351,63,54,0,**
201504221451,63,54,*****,**
201504221500,***,***,0,**
201504221551,***,***,0,**
201504221651,***,***,0,**
201504221751,***,***,0.04,**
201504221800,***,***,0.13,**
201504221851,***,***,0.14,**
201504221951,***,***,*****,**
201504222001,***,***,0.01,**
201504222014,***,***,0.04,**
201504222038,63,53,0,**
201504222051,63,46,*****,**
201504222100,***,***,0,**
201504222151,***,***,0,**
201504222251,***,***,0,**
201504222351,***,***,*****,**
201504230000,***,***,0,**
201504230051,63,46,0,**
201504230151,63,***,*****,0
201504230251,53,46,0,**
201504230300,54,46,*****,**
201504230351,***,***,0,**
201504230451,***,***,0,**
201504230459,***,***,0,**
201504230551,***,***,*****,**
201504230600,***,***,0,**
201504230651,***,***,0,**
201504230751,46,43,0,**
201504230851,63,43,*****,**
201504230900,***,***,0,**
201504230951,***,***,0,**
201504231051,***,***,0,**
201504231151,***,***,*****,**
201504231200,***,***,0,**
201504231251,***,***,0,**
201504231351,52,***,0,**
201504231451,52,44,*****,**
201504231500,***,***,0,**
201504231551,***,***,0,**
201504231651,***,***,0,**
201504231751,***,***,*****,**
201504231800,***,***,0,**
201504231851,***,***,0,**
201504231951,54,***,0,**
201504232051,54,43,*****,**
201504232100,***,***,0,**
201504232151,***,***,0,**
201504232251,***,***,0,**
201504232351,***,***,*****,**
201504240000,***,***,0,**
201504240051,54,42,0,**
201504240151,54,***,*****,0
201504240251,47,42,0,**
201504240300,47,42,*****,**
201504240351,***,***,0,**
201504240451,***,***,0,**
201504240459,***,***,0,**
201504240551,***,***,*****,**
201504240600,***,***,0,**
201504240651,***,***,0,**
201504240751,42,39,0,**
201504240851,54,39,*****,**
201504240900,***,***,0,**
201504240951,***,***,0,**
201504241051,***,***,0,**
201504241151,***,***,*****,**
201504241200,***,***,0,**
201504241251,***,***,0,**
201504241351,49,40,0,**
201504241451,49,40,*****,**
201504241500,***,***,0,**
201504241551,***,***,0,**
201504241651,***,***,0,**
201504241751,***,***,*****,**
201504241800,***,***,0,**
201504241851,***,***,0,**
201504241951,52,45,0,**
201504242051,52,39,*****,**
201504242100,***,***,0,**
201504242151,***,***,0,**
201504242251,***,***,0,**
201504242351,***,***,*****,**
201504250000,***,***,0,**
201504250051,52,39,0,**
201504250151,52,***,*****,0
201504250251,45,39,0,**
201504250300,45,39,*****,**
201504250351,***,***,0,**
201504250451,***,***,0,**
201504250459,***,***,0,**
201504250551,***,***,*****,**
201504250600,***,***,0,**
201504250651,***,***,0,**
201504250751,42,39,0,**
201504250851,52,39,*****,**
201504250900,***,***,0,**
201504250951,***,***,0,**
201504251051,***,***,0,**
201504251151,***,***,*****,**
201504251200,***,***,0,**
201504251251,***,***,0,**
201504251351,57,43,0,**
201504251451,57,43,*****,**
201504251500,***,***,0,**
201504251551,***,***,0,**
201504251651,***,***,0,**
201504251751,***,***,*****,**
201504251800,***,***,0,**
201504251851,***,***,0,**
201504251951,59,49,0,**
201504252051,59,39,*****,**
201504252100,***,***,0,**
201504252151,***,***,0,**
201504252251,***,***,0,**
201504252351,***,***,*****,**
201504260000,***,***,0,**
201504260051,59,39,0,**
201504260151,59,***,*****,0
201504260251,49,43,0,**
201504260300,49,39,*****,**
201504260351,***,***,0,**
201504260451,***,***,0,**
201504260459,***,***,0,**
201504260551,***,***,*****,**
201504260600,***,***,0,**
201504260651,***,***,0,**
201504260751,49,44,0,**
201504260851,59,43,*****,**
201504260900,***,***,0,**
201504260951,***,***,0,**
201504261051,***,***,0,**
201504261151,***,***,*****,**
201504261200,***,***,0,**
201504261251,***,***,0,**
201504261351,58,49,0,**
201504261451,58,49,*****,**
201504261500,***,***,0,**
201504261551,***,***,0,**
201504261651,***,***,0,**
201504261751,***,***,*****,**
