201501032051,0.15
201501032100,0.12
201501040300,0.11
201501050025,0.17
201501050041,0.18
201501121626,0.12
201501121651,0.2
201501121749,0.12
201501181351,0.14
201501181433,0.16
201501181451,0.22
201501181549,0.19
201501181551,0.2
201501181747,0.21
201501181921,0.31
201501181951,0.37
201501182048,0.16
201501182049,0.11
201501240549,0.14
201501240627,0.12
201501240753,0.11
201501240851,0.11
201502020524,0.11
201502020651,0.21
201502020751,0.17
201502020851,0.18
201502220051,0.11
201503032151,0.11
201503032251,0.12
201503032351,0.14
201503040019,0.11
201503050000,0.11
201503052147,0.11
201503140951,0.11
201503141051,0.12
201503141151,0.14
201503141245,0.11
201503141330,0.12
201503141351,0.11
201503141416,0.19
201503141451,0.11
201504201249,0.15
201504201313,0.12
201504210146,0.35
201504210151,0.36
201504221800,0.13
201504221851,0.14
201505161051,0.16
201505161151,0.18
201506010551,0.22
201506010651,0.5
201506020051,0.11
201506060851,0.12
201506150000,0.22
201506150300,0.16
201506150351,0.16
201506150459,0.15
201506150527,0.2
201506150551,0.54
201506150600,0.56
201506150651,0.11
201506150710,0.15
201506150712,0.13
201506201734,0.26
201506212100,0.28
201506272251,0.14
201506272259,0.18
201506280051,0.16
201506280151,0.17
201506280249,0.28
201506280451,0.16
201507010551,0.24
201507010751,0.11
201507081851,0.48
201507081951,0.48
201507092251,0.17
201507092351,0.3
201507100000,0.13
201507301051,0.32
201507301151,0.32
201507301200,0.41
201507301951,0.12
201507302021,0.5
201507302049,0.5
201508110851,0.19
201508110937,0.16
201508110951,0.57
201508111049,0.61
201508111104,0.24
201508111112,0.24
201508210459,0.12
201508210551,0.13
201508210642,0.14
201508210651,0.14
201508210751,0.58
201508210811,0.98
201508210813,1.78
201508210849,1.67
201509100551,0.26
201509100751,0.13
201509100834,0.17
201509100951,0.19
201509101045,0.24
201509101051,0.24
201509101200,0.18
201509122005,0.11
201509122051,0.21
201509300126,0.13
201509300151,0.13
201509300351,0.29
201509300451,0.36
201509300640,0.17
201510021451,0.14
201510021500,0.21
201510021551,0.13
201510021724,0.15
201510021751,0.22
201510021851,0.19
201510092051,0.16
201510092100,0.12
201510092144,0.11
201510281651,0.18
201510281800,0.2
201510290048,0.41
201510290051,0.51
201510290151,0.41
201510290251,0.51
201511101115,0.13
201511192151,0.19
201511192249,0.11
201511200032,0.14
201511200151,0.13
201512142251,0.21
201512142351,0.15
201512171449,0.12
201512171800,0.12
201512171803,0.15
201512171851,0.34
201512171949,0.38
201512231851,0.45
201512231951,0.56
201512232051,0.21
201512290751,0.16
201512310148,0.15
201512310151,0.23
201512310251,0.18
